treatment_id,drug_name,cohens_d,p_value,n_del,n_intact,median_sens_del,median_sens_intact,fdr
BRD:BRD-K00005248-001-01-9,,0.0516,0.8418257320773982,206,393,-0.02,-0.0063,0.9804482485907676
BRD:BRD-K00005249-001-01-9,,-0.1043,0.27146929252147456,206,393,0.0779,0.094,0.8437542767417685
BRD:BRD-K00005263-001-02-9,,0.221,0.011207093043570452,205,384,-0.873,-1.1157,0.5244579789804245
BRD:BRD-K00005264-001-02-9,,0.1773,0.05816015283771978,208,394,-0.9562,-1.1475,0.6333645525867627
BRD:BRD-K00005326-001-01-9,,0.2078,0.026038550242926138,208,394,0.085,0.0598,0.5932094720238562
BRD:BRD-K00005327-001-01-9,,-0.052,0.9334332729194029,208,394,-1.3651,-1.3087,0.9928820916017232
BRD:BRD-K00005328-001-01-9,,0.0759,0.20089427935476145,208,394,-0.048,-0.0555,0.7882880950386032
BRD:BRD-K00005329-074-01-9,,0.1456,0.1790900860975,208,394,-0.1708,-0.2205,0.7719857179720939
BRD:BRD-K00005330-001-01-9,,0.0256,0.7192343333166417,208,394,-0.0858,-0.0298,0.9555079481940906
BRD:BRD-K00005331-001-01-9,,0.0815,0.535150895267472,208,394,-0.1108,-0.1169,0.9242295418470508
BRD:BRD-K00005332-019-01-9,,-0.0158,0.6498003762487919,206,393,-0.1686,-0.126,0.9453138419762234
BRD:BRD-K00005333-001-01-9,,0.0132,0.35027160923738865,208,394,-0.1878,-0.1406,0.877493965785386
BRD:BRD-K00005334-001-01-9,,-0.1218,0.08507488330982273,206,393,0.1176,0.1475,0.676907527700992
BRD:BRD-K00005335-001-01-9,,-0.0275,0.10586656551323742,208,394,-0.2722,-0.1896,0.7237564838414562
BRD:BRD-K00005336-001-01-9,,0.0189,0.7767212963461703,208,394,0.0965,0.1135,0.9694738239320765
BRD:BRD-K00005337-001-01-9,,0.0379,0.8270292618777533,208,393,-2.4529,-2.5462,0.9785086552788488
BRD:BRD-K00005338-001-01-9,,0.0013,0.6291898653480092,206,393,0.0831,0.0902,0.9420942450459833
BRD:BRD-K00005339-001-01-9,,0.0395,0.5478772950804456,208,394,0.0192,-0.0138,0.9272399884337551
BRD:BRD-K00005340-001-01-9,,0.0506,0.46988855155883624,208,394,-1.4848,-1.5439,0.9044487510828714
BRD:BRD-K00005341-001-01-9,,-0.0732,0.3773370064866387,208,394,-0.0622,-0.0265,0.887517737380489
BRD:BRD-K00005342-001-01-9,,-0.0273,0.5587613717873505,208,394,-0.6999,-0.6716,0.9329961501918992
BRD:BRD-K00005343-001-01-9,,0.0702,0.26941200940697063,208,393,-0.0288,-0.0987,0.8412113620449773
BRD:BRD-K00005344-001-01-9,,0.0448,0.20738990114741762,208,394,-0.0224,-0.0909,0.7937866002203865
BRD:BRD-K00005345-001-01-9,,0.0975,0.6575815126307811,208,394,0.0663,0.0425,0.9454140529747121
BRD:BRD-K00005349-304-01-9,,-0.1181,0.24991628149804535,207,392,-0.1153,-0.074,0.8276312913543763
BRD:BRD-K00010129-001-01-9,,-0.0111,0.8770986765116839,207,392,-0.0108,0.012,0.9860553422638259
BRD:BRD-K00010385-001-01-9,,0.1128,0.16441474929876732,208,394,-0.0937,-0.1757,0.7580792308814568
BRD:BRD-K00010386-001-01-9,,0.1079,0.06352335652929238,208,393,-0.4391,-0.5896,0.6464087700315008
BRD:BRD-K00010387-001-01-9,,0.0576,0.4067686869018624,208,394,-0.8682,-0.7847,0.8909141064986349
BRD:BRD-K00010388-001-01-9,,0.0528,0.7990935833999575,208,394,-3.4698,-3.4253,0.9741194670171833
BRD:BRD-K00010389-001-01-9,,-0.1912,0.11088387188078189,206,393,-0.5746,-0.4197,0.7280941061001008
BRD:BRD-K00010521-300-02-9,,0.1639,0.4395971625616728,205,384,-6.4056,-6.4435,0.8979053653337152
BRD:BRD-K00010938-001-01-9,,0.074,0.3618704280868239,206,393,0.2381,0.2336,0.883915821681412
BRD:BRD-K00021095-001-01-9,,-0.0488,0.15451866248217314,206,393,-0.204,-0.1433,0.7548470884342712
BRD:BRD-K00023644-001-01-9,,0.1303,0.19017791970029962,208,394,0.1106,0.0711,0.7783653253556567
BRD:BRD-K00029604-001-02-9,,-0.1488,0.21572709184726935,205,384,-0.019,0.0183,0.7970810728086315
BRD:BRD-K00029607-334-02-9,,0.0955,0.78977364728287,205,384,-0.4484,-0.4766,0.971302855470148
BRD:BRD-K00068629-001-02-9,,0.1641,0.09511527895936844,205,384,-0.6425,-0.7051,0.6981975612260668
BRD:BRD-K00069020-001-02-9,,0.1716,0.00344427906262574,205,384,-0.7175,-0.9787,0.4371647837560601
BRD:BRD-K00071586-001-01-9,,-0.066,0.3282130878251509,205,384,0.1106,0.1393,0.8692950218332163
BRD:BRD-K00071589-001-01-9,,-0.0935,0.3192412264663903,205,384,-0.5061,-0.4674,0.8668892278248116
BRD:BRD-K00071592-001-01-9,,-0.0168,0.7374550882055966,205,384,-0.5338,-0.5549,0.9581553863214697
BRD:BRD-K00071596-019-01-9,,-0.0462,0.5260109172830303,205,384,-0.124,-0.1221,0.919334395972143
BRD:BRD-K00071599-001-02-9,,0.0213,0.7138128852286078,205,384,-0.5268,-0.5509,0.9540924194295761
BRD:BRD-K00073038-001-02-9,,-0.1253,0.07789264292535032,205,384,-0.6386,-0.5462,0.6674531395370543
BRD:BRD-K00073067-001-02-9,,-0.107,0.2956386126512066,205,384,-0.6835,-0.6682,0.8572422118606544
BRD:BRD-K00073070-001-02-9,,-0.0641,0.2770348352341663,205,384,-0.2071,-0.1613,0.8479114511755912
BRD:BRD-K00073093-001-02-9,,-0.1535,0.04159698198919907,205,384,-2.167,-1.9184,0.6159979917314415
BRD:BRD-K00073449-019-02-9,,-0.0242,0.7145714053080423,205,384,-0.1922,-0.219,0.9545154224405397
BRD:BRD-K00073457-001-02-9,,0.0069,0.8494259617503049,205,384,0.0827,0.0729,0.9828903017082028
BRD:BRD-K00073831-019-02-9,,-0.0789,0.5638197161670595,205,384,-0.0007,-0.0061,0.9329961501918992
BRD:BRD-K00073864-001-02-9,,0.1043,0.20773168741993908,205,384,0.0247,-0.0048,0.793825092190949
BRD:BRD-K00073880-001-02-9,,-0.0637,0.7660000807721582,205,384,-0.2399,-0.2459,0.9676540555242705
BRD:BRD-K00073895-001-02-9,,-0.1595,0.08245518423683101,205,384,-0.168,-0.1208,0.6752816687080503
BRD:BRD-K00073934-001-02-9,,0.0347,0.758251991680484,205,384,-0.0575,-0.0764,0.964686345045997
BRD:BRD-K00073937-001-02-9,,0.0597,0.3616905623637289,205,384,-1.0032,-1.0649,0.883915821681412
BRD:BRD-K00073947-001-02-9,,-0.0014,0.6662542480917418,205,384,-0.3148,-0.3015,0.9480017880698177
BRD:BRD-K00074079-001-02-9,,0.0518,0.5797189072983063,205,384,0.3862,0.3588,0.9329961501918992
BRD:BRD-K00074122-001-02-9,,-0.056,0.49050108064304443,205,384,-4.2583,-4.1587,0.907378047870014
BRD:BRD-K00074484-001-02-9,,-0.0326,0.748601002740453,205,384,-0.0488,-0.0303,0.9613761174469324
BRD:BRD-K00074531-001-02-9,,0.0204,0.899886426954607,205,384,0.0326,0.0364,0.9893008045651196
BRD:BRD-K00074616-003-02-9,,0.184,0.039750048759202974,205,384,-0.0827,-0.1465,0.6157644673119234
BRD:BRD-K00074641-001-02-9,,-0.0869,0.1654713964836072,205,384,-0.1122,-0.0538,0.7580792308814568
BRD:BRD-K00074712-001-02-9,,-0.0709,0.35875510465804095,205,384,-0.2165,-0.2028,0.883915821681412
BRD:BRD-K00074735-014-02-9,,0.0416,0.8101962707380101,205,384,-0.268,-0.2729,0.9762395974438651
BRD:BRD-K00074789-001-02-9,,0.0131,0.9382129833135945,205,384,-0.0759,-0.0849,0.9928820916017232
BRD:BRD-K00074831-001-02-9,,0.0179,0.8204571967648113,205,384,0.0684,0.0509,0.9762395974438651
BRD:BRD-K00074843-001-02-9,,-0.1098,0.05786357805317875,205,384,-0.2564,-0.1654,0.6333645525867627
BRD:BRD-K00074858-003-02-9,,0.2203,0.033675064141505756,205,384,-0.0814,-0.117,0.614264563602898
BRD:BRD-K00075060-001-02-9,,-0.1031,0.2117950923690355,205,384,0.1851,0.1952,0.7952524709201358
BRD:BRD-K00075103-001-02-9,,0.0366,0.6566736396327919,205,384,0.0451,0.0285,0.9453138419762234
BRD:BRD-K00075140-005-02-9,,-0.0623,0.7807855232817317,205,384,0.0247,0.0373,0.9698750703010278
BRD:BRD-K00075152-001-02-9,,-0.0775,0.47559686419799196,205,384,-0.0219,-0.0007,0.9052344124341627
BRD:BRD-K00075290-001-02-9,,-0.15,0.29587339725103035,205,384,-0.1771,-0.1565,0.8572422118606544
BRD:BRD-K00075424-001-02-9,,-0.2002,0.010388985634185832,205,384,-0.1752,-0.1059,0.5209031315024123
BRD:BRD-K00075537-001-02-9,,-0.0309,0.5360098763891354,205,384,-0.1738,-0.1238,0.9242295418470508
BRD:BRD-K00075584-003-02-9,,-0.078,0.16765236201544198,205,384,-5.6146,-5.4992,0.7606952758298712
BRD:BRD-K00075618-001-03-9,,0.0503,0.8054713240431866,205,384,-0.1404,-0.1461,0.9757741786371151
BRD:BRD-K00075632-305-02-9,,0.0142,0.6811000988094347,205,384,-0.1666,-0.1906,0.9506236510750731
BRD:BRD-K00075673-001-02-9,,0.0207,0.6544706504764434,205,384,0.1393,0.0987,0.9453138419762234
BRD:BRD-K00075696-001-02-9,,-0.1116,0.4249979029131734,205,384,0.0713,0.0689,0.8933747224751486
BRD:BRD-K00075715-003-02-9,,0.013,0.39018327709388223,205,384,0.0681,0.0146,0.8889305931741535
BRD:BRD-K00075727-003-02-9,,0.1022,0.22105116034490513,205,384,-0.1754,-0.2147,0.8005797348987831
BRD:BRD-K00075754-001-02-9,,-0.096,0.1870692994695895,205,384,-3.3198,-3.0097,0.7768810662987846
BRD:BRD-K00075778-003-02-9,,0.0454,0.766776192998867,205,384,-0.1582,-0.1722,0.9678202146925459
BRD:BRD-K00076061-001-02-9,,-0.025,0.6467839595939319,205,384,-0.199,-0.1836,0.9453138419762234
BRD:BRD-K00076155-001-02-9,,-0.2643,0.007054588603873246,205,384,-0.3008,-0.2139,0.5046353252671404
BRD:BRD-K00076260-001-02-9,,-0.1359,0.13119565356610752,205,384,0.1369,0.1702,0.7497127982425101
BRD:BRD-K00076315-001-02-9,,0.0406,0.8894338082888207,205,384,-0.099,-0.0974,0.9876133374130978
BRD:BRD-K00076418-001-02-9,,-0.0623,0.2870392486756481,205,384,-0.0791,-0.0281,0.852200870651414
BRD:BRD-K00076465-001-02-9,,0.016,0.20865018644337763,205,384,-0.3669,-0.4668,0.7951388455311266
BRD:BRD-K00076468-001-02-9,,0.0486,0.5033806770577746,205,384,-0.0289,-0.0501,0.9112650366166731
BRD:BRD-K00076493-001-02-9,,0.0995,0.2646493257659628,205,384,-0.635,-0.7157,0.834996793824532
BRD:BRD-K00076501-001-02-9,,-0.0926,0.3254544970143264,205,384,0.02,0.0661,0.8692950218332163
BRD:BRD-K00076620-001-02-9,,0.1074,0.3893427271135984,205,384,-1.5467,-1.6088,0.8889305931741535
BRD:BRD-K00076647-001-02-9,,-0.1024,0.0657229617325645,205,384,-0.7134,-0.5792,0.6508408849971276
BRD:BRD-K00076721-001-02-9,,-0.0781,0.13998262690675747,205,384,-0.1067,-0.0884,0.7497127982425101
BRD:BRD-K00076909-001-02-9,,-0.0697,0.1820244291844667,205,384,0.0535,0.1188,0.7719857179720939
BRD:BRD-K00076917-001-02-9,,-0.0249,0.9860086709017427,205,384,-0.0237,-0.0251,0.9983132905153197
BRD:BRD-K00076940-046-02-9,,-0.0397,0.367336283526133,205,384,-2.7149,-2.6625,0.8850915916995977
BRD:BRD-K00076949-001-02-9,,0.0053,0.6460538390475516,205,384,-0.3366,-0.345,0.9453138419762234
BRD:BRD-K00076962-001-02-9,,0.1897,0.024838803878277107,205,384,-0.004,-0.0556,0.5903092527307608
BRD:BRD-K00077013-001-02-9,,0.0616,0.4774855935446357,205,384,-0.0206,-0.05,0.9052344124341627
BRD:BRD-K00077023-001-02-9,,0.048,0.7009618546403213,205,384,-0.3265,-0.3149,0.9513793443728615
BRD:BRD-K00077076-019-02-9,,0.0196,0.8946578311873626,205,384,0.1985,0.2139,0.9893008045651196
BRD:BRD-K00077192-001-02-9,,0.0267,0.7520709131287017,205,384,0.043,0.0412,0.9624461305683909
BRD:BRD-K00077266-001-02-9,,-0.0559,0.46373058660527156,205,384,0.0084,0.0164,0.9044487510828714
BRD:BRD-K00077340-001-02-9,,-0.0147,0.9483264392635034,205,384,-0.0859,-0.1007,0.9934255300895037
BRD:BRD-K00077386-001-02-9,,0.0054,0.9454937617379003,205,384,0.1195,0.1203,0.9933097647375065
BRD:BRD-K00077460-001-02-9,,-0.0614,0.3277104009889591,205,384,-2.3221,-2.2513,0.8692950218332163
BRD:BRD-K00077480-001-02-9,,-0.1598,0.025200900127740167,205,384,-0.0898,0.0191,0.5903092527307608
BRD:BRD-K00077635-304-01-2,,-0.0278,0.9042103000380042,161,271,0.0543,0.0459,0.9900649210308277
BRD:BRD-K00077698-001-02-9,,-0.1215,0.06512852354006743,205,384,-0.0159,0.0298,0.6500161704614424
BRD:BRD-K00077939-001-02-9,,-0.0919,0.29799207457412813,205,384,-0.2394,-0.2022,0.8573585535416652
BRD:BRD-K00077971-001-02-9,,0.0069,0.4223475316686204,205,384,0.2071,0.1641,0.8930734640296433
BRD:BRD-K00077991-001-02-9,,-0.1556,0.08209669514071576,205,384,0.015,0.043,0.6752816687080503
BRD:BRD-K00078070-001-02-9,,-0.0734,0.33377563048029335,205,384,-0.0441,-0.0188,0.872355230727966
BRD:BRD-K00078154-001-02-9,,-0.1528,0.03414545112205311,205,384,0.0521,0.1033,0.614264563602898
BRD:BRD-K00078209-001-02-9,,0.0487,0.6486107480335317,205,384,0.059,0.032,0.9453138419762234
BRD:BRD-K00078221-019-02-9,,-0.0434,0.48412834655519854,205,384,0.0365,0.0655,0.9052344124341627
BRD:BRD-K00078317-001-02-9,,-0.0051,0.9604734418172381,205,384,0.0176,-0.007,0.9953495554585865
BRD:BRD-K00078423-001-02-9,,-0.0518,0.23178196992852962,205,384,-0.1336,-0.1085,0.8112368947498536
BRD:BRD-K00078514-003-02-9,,0.0475,0.4435182129930545,205,384,0.0059,-0.0139,0.9000871098962907
BRD:BRD-K00078613-001-02-9,,-0.0504,0.428250403451639,205,384,-0.0699,-0.0411,0.8947799399501454
BRD:BRD-K00078614-001-02-9,,-0.0041,0.9961471326813454,205,384,-0.1822,-0.1702,0.9995952619678161
BRD:BRD-K00078770-001-02-9,,-0.0382,0.6614570132117435,205,384,0.0753,0.0574,0.9475301940311684
BRD:BRD-K00079018-003-02-9,,-0.0359,0.8914424924161254,205,384,0.3199,0.2992,0.9892311848523974
BRD:BRD-K00079087-001-02-9,,-0.0929,0.1847023223628057,205,384,-0.0651,-0.0209,0.7742925792594567
BRD:BRD-K00079205-001-02-9,,0.0166,0.6043088322586643,205,384,-0.9774,-0.9351,0.9345313955643193
BRD:BRD-K00079239-001-02-9,,0.0661,0.3904637053613339,205,384,-0.1759,-0.1863,0.8889305931741535
BRD:BRD-K00079286-003-02-9,,-0.0732,0.37358232229009225,205,384,0.1496,0.1683,0.8861525894626578
BRD:BRD-K00079290-001-02-9,,-0.0501,0.6362308085607131,205,384,-0.1192,-0.1046,0.942821298587351
BRD:BRD-K00079347-066-02-9,,-0.1241,0.14864308253738176,205,384,0.0435,0.0858,0.7517140198448152
BRD:BRD-K00079404-001-02-9,,-0.2028,0.01132148357679925,205,384,0.0022,0.071,0.5244579789804245
BRD:BRD-K00079493-001-02-9,,0.066,0.5982940538469668,205,384,-0.2516,-0.2597,0.9329961501918992
BRD:BRD-K00079505-019-02-9,,-0.0668,0.4241133681125686,205,384,-0.359,-0.3289,0.8932309173126242
BRD:BRD-K00079520-001-02-9,,-0.0209,0.9027036401052784,205,384,-0.1143,-0.1044,0.9900649210308277
BRD:BRD-K00079528-001-02-9,,-0.1171,0.23920589400632364,205,384,0.0042,0.0201,0.8167788910751975
BRD:BRD-K00079560-001-02-9,,0.0196,0.8749930041899535,205,384,-0.2904,-0.3117,0.9857644762651046
BRD:BRD-K00080753-001-01-9,,0.0699,0.39524970326631703,205,384,-0.091,-0.1024,0.8889305931741535
BRD:BRD-K00084836-001-01-9,,0.0131,0.7359219839675855,205,384,0.0989,0.0936,0.9578129712746608
BRD:BRD-K00084839-001-01-9,,0.1559,0.08472458846959341,205,384,0.1636,0.1133,0.676907527700992
BRD:BRD-K00084841-001-01-9,,-0.0884,0.27568923368956744,205,384,-0.8456,-0.7812,0.8470271026027887
BRD:BRD-K00084842-001-01-9,,0.035,0.6530036594577094,205,384,-0.2488,-0.2578,0.9453138419762234
BRD:BRD-K00084846-001-01-9,,-0.0527,0.7198889056317155,205,384,0.0768,0.0688,0.9559159680726657
BRD:BRD-K00084847-001-01-9,,-0.0095,0.9357871743534536,205,384,-0.1774,-0.1911,0.9928820916017232
BRD:BRD-K00084848-001-01-9,,0.0088,0.7512993859458751,205,384,-0.1091,-0.1117,0.9621506658944722
BRD:BRD-K00085355-001-01-9,,-0.0331,0.7066211420120605,205,384,-0.0886,-0.0889,0.9513963729232545
BRD:BRD-K00085357-001-01-9,,0.046,0.9880362349052734,205,384,0.0556,0.0354,0.9983132905153197
BRD:BRD-K00087010-001-02-9,,0.2089,0.006105950876495266,205,384,0.0236,-0.1313,0.5046353252671404
BRD:BRD-K00089583-001-01-9,,0.0096,0.98317023604171,205,384,-0.0282,-0.006,0.9978663531723784
BRD:BRD-K00090621-001-02-9,,-0.1097,0.05388791321193552,205,384,-0.1926,-0.1279,0.6271797463553042
BRD:BRD-K00090622-001-01-9,,0.0563,0.775718121245326,205,384,-0.0572,-0.0457,0.9694738239320765
BRD:BRD-K00090624-001-01-9,,-0.0484,0.668102993403523,205,384,-3.9096,-3.8677,0.9480017880698177
BRD:BRD-K00090625-001-01-9,,-0.0698,0.4876277823122531,205,384,-0.2014,-0.1867,0.9072481474426676
BRD:BRD-K00090626-001-01-9,,0.0023,0.8414673209700886,205,384,-3.2218,-3.1671,0.9803642946786035
BRD:BRD-K00090627-050-01-9,,-0.1624,0.11750861501329435,205,384,-0.0441,-0.0315,0.7359595843721807
BRD:BRD-K00090628-001-01-9,,0.0395,0.488265506954362,205,384,-0.8465,-0.9079,0.907378047870014
BRD:BRD-K00090629-001-01-9,,0.1232,0.38432259982504313,205,384,-0.6879,-0.7334,0.8889305931741535
BRD:BRD-K00090631-001-01-9,,0.0104,0.46435098807974096,205,384,-0.1835,-0.2452,0.9044487510828714
BRD:BRD-K00090633-001-01-9,,0.0062,0.7640608289628752,205,384,-0.3912,-0.3463,0.9672633861322499
BRD:BRD-K00090634-001-01-9,,-0.1999,0.011536676288975303,205,384,0.6387,0.774,0.5244579789804245
BRD:BRD-K00090635-001-01-9,,-0.0355,0.6431367707726199,205,384,-4.1779,-4.0513,0.9453138419762234
BRD:BRD-K00090636-001-01-9,,0.0343,0.977899449436077,205,384,0.2005,0.19,0.9968230441881646
BRD:BRD-K00090644-001-01-9,,-0.0738,0.3665264069654879,205,384,-0.1261,-0.1458,0.8847189133649708
BRD:BRD-K00090645-001-01-9,,-0.0912,0.32745924503889734,205,384,-0.0413,-0.0277,0.8692950218332163
BRD:BRD-K00090646-001-01-9,,0.0699,0.6953191133010836,205,384,-3.1404,-3.2907,0.9513793443728615
BRD:BRD-K00090647-001-01-9,,-0.0119,0.543065643142663,205,384,-2.0389,-1.9661,0.9262381813526352
BRD:BRD-K00090648-001-01-9,,-0.0378,0.6394981611523098,205,384,-4.7353,-4.6568,0.9443654880870342
BRD:BRD-K00090650-001-01-9,,-0.0388,0.5434027823152157,205,384,-0.0232,0.0104,0.9262381813526352
BRD:BRD-K00090651-001-01-9,,-0.1275,0.046786872604375904,205,384,-0.305,-0.2716,0.627133380478412
BRD:BRD-K00090654-001-01-9,,0.0435,0.6596156045272626,205,384,-0.2637,-0.2316,0.9466414602769078
BRD:BRD-K00090657-001-01-9,,-0.0548,0.3793422720717745,205,384,0.0213,0.047,0.88758858343566
BRD:BRD-K00090658-001-01-9,,-0.1194,0.19764427482194757,205,384,0.0251,0.0542,0.7857169941692178
BRD:BRD-K00090659-001-01-9,,-0.0985,0.326455871087731,205,384,-0.1568,-0.1417,0.8692950218332163
BRD:BRD-K00091066-075-01-9,,-0.0283,0.6007674370626215,205,384,-1.522,-1.5191,0.933885278767216
BRD:BRD-K00091067-376-01-9,,-0.0611,0.4646613619572676,205,384,0.0257,0.05,0.9044487510828714
BRD:BRD-K00091070-001-01-9,,-0.0581,0.2583876783110637,205,384,-0.4833,-0.432,0.8331947536306546
BRD:BRD-K00091071-001-01-9,,-0.137,0.06602185378331527,205,384,-0.4042,-0.3252,0.6508408849971276
BRD:BRD-K00091072-001-01-9,,-0.0124,0.8007534696727808,205,384,-4.1517,-4.2045,0.9743935589745846
BRD:BRD-K00091073-001-01-9,,-0.1208,0.2286228213778747,205,384,0.0165,0.0378,0.8064150426783218
BRD:BRD-K00091074-001-01-9,,-0.0854,0.6911917803924313,205,384,-0.1,-0.1151,0.9513793443728615
BRD:BRD-K00091075-001-01-9,,-0.1146,0.11432663162581473,205,384,-3.0692,-2.8713,0.7311604163042784
BRD:BRD-K00091077-001-01-9,,-0.0576,0.2672706983585369,205,384,0.2385,0.2842,0.8390051048795495
BRD:BRD-K00091078-001-01-9,,-0.0515,0.7940823040975071,205,384,-1.9811,-2.028,0.9733344950234124
BRD:BRD-K00091079-001-01-9,,-0.0554,0.6822186227692946,205,384,-0.2764,-0.2759,0.951056024870055
BRD:BRD-K00091080-001-01-9,,0.0792,0.19941880930315292,205,384,0.1022,0.0483,0.787240532074656
BRD:BRD-K00091082-001-01-9,,0.018,0.9139843974714664,205,384,0.0619,0.0822,0.9900649210308277
BRD:BRD-K00091083-015-01-9,,-0.0901,0.21667098241030947,205,384,-0.1643,-0.1105,0.7970810728086315
BRD:BRD-K00091085-001-01-9,,0.0818,0.5641631054884475,205,384,0.0992,0.0973,0.9329961501918992
BRD:BRD-K00091086-001-01-9,,0.0328,0.5617614976137816,205,384,-0.0817,-0.1174,0.9329961501918992
BRD:BRD-K00091088-001-01-9,,-0.0369,0.485717308711915,205,384,-0.4958,-0.4709,0.9055563809475529
BRD:BRD-K00091089-001-01-9,,-0.02,0.7267456236219043,205,384,0.1219,0.1033,0.9570618450154166
BRD:BRD-K00091090-001-01-9,,0.0548,0.9160007098295039,205,384,0.1355,0.1285,0.9900649210308277
BRD:BRD-K00091091-003-01-9,,0.1068,0.25307275433560594,205,384,0.0071,-0.0167,0.8276312913543763
BRD:BRD-K00091092-001-01-9,,0.077,0.41882881190434706,205,384,-0.1571,-0.1818,0.8928351529790023
BRD:BRD-K00091093-001-01-9,,0.1091,0.16531643404308327,205,384,0.1419,0.1169,0.7580792308814568
BRD:BRD-K00091094-001-01-9,,-0.004,0.9681714714490326,205,384,-0.2134,-0.229,0.9953495554585865
BRD:BRD-K00091095-001-01-9,,0.0401,0.7995751335641887,205,384,-0.6049,-0.625,0.974356632609627
BRD:BRD-K00091099-001-01-9,,-0.0473,0.2547651798780175,205,384,-0.1137,-0.0467,0.8292692096700569
BRD:BRD-K00091100-001-01-9,,0.0616,0.632608701698615,205,384,-0.0181,-0.0316,0.9420942450459833
BRD:BRD-K00091101-001-01-9,,0.0016,0.45724431782766084,205,384,-0.2627,-0.2036,0.9023307356769242
BRD:BRD-K00091102-001-01-9,,-0.0717,0.4702677847604999,205,384,-2.1557,-2.1024,0.9044487510828714
BRD:BRD-K00091103-001-01-9,,0.0553,0.6092824627565064,205,384,-0.0128,-0.0133,0.9346603638138195
BRD:BRD-K00091104-001-01-9,,0.0566,0.854208577123179,205,384,-3.0492,-3.162,0.9828903017082028
BRD:BRD-K00091105-001-01-9,,0.0088,0.7640608289628752,205,384,0.0377,0.0429,0.9672633861322499
BRD:BRD-K00091106-001-01-9,,-0.0466,0.8176915368346408,205,384,0.0825,0.1017,0.9762395974438651
BRD:BRD-K00091108-001-01-9,,-0.0172,0.504353795922436,205,384,-1.6603,-1.6727,0.9112725583590581
BRD:BRD-K00091109-001-01-9,,0.0142,0.78039538937555,205,384,-0.1022,-0.0458,0.9698750703010278
BRD:BRD-K00091110-074-01-9,,0.0896,0.3419744945906046,205,384,-0.1923,-0.2513,0.8756637108257563
BRD:BRD-K00091111-001-01-9,,0.019,0.49178101780551753,205,384,-0.0477,-0.0575,0.907378047870014
BRD:BRD-K00091113-001-01-9,,-0.0012,0.8204571967648113,205,384,0.0205,0.0252,0.9762395974438651
BRD:BRD-K00091116-001-01-9,,-0.0143,0.9289173597835397,205,384,-0.1919,-0.2286,0.9917599425877568
BRD:BRD-K00091117-001-01-9,,-0.0695,0.31948825696864414,205,384,0.0233,0.0467,0.8668892278248116
BRD:BRD-K00091118-001-01-9,,0.0044,0.8153227746382425,205,384,-3.7047,-3.6252,0.9762395974438651
BRD:BRD-K00091120-001-01-9,,-0.2141,0.0011342679697914787,205,384,-0.361,-0.211,0.3209033131201725
BRD:BRD-K00091121-003-01-9,,0.082,0.43360380369523444,205,384,-1.9616,-2.0169,0.8962465227064359
BRD:BRD-K00091122-001-01-9,,-0.1102,0.24638143872217888,205,384,-1.5341,-1.4709,0.8248754958646468
BRD:BRD-K00091126-001-01-9,,0.0448,0.3070491141732653,205,384,0.1544,0.1218,0.8598571231999333
BRD:BRD-K00091129-001-01-9,,0.0011,0.39018327709388223,205,384,-0.1682,-0.1443,0.8889305931741535
BRD:BRD-K00091130-325-01-9,,0.0515,0.5501673642538584,205,384,-0.2006,-0.2188,0.9294940043004972
BRD:BRD-K00091132-001-01-9,,-0.0993,0.7138128852286078,205,384,-0.1883,-0.1918,0.9540924194295761
BRD:BRD-K00091135-001-01-9,,-0.0998,0.1574080501211811,205,384,-0.0496,0.0096,0.7548470884342712
BRD:BRD-K00091136-303-01-9,,-0.1824,0.04049024414510939,205,384,0.0588,0.1015,0.6157644673119234
BRD:BRD-K00091264-001-01-9,,-0.1718,0.056336826864735456,205,384,0.0208,0.0572,0.6313943439382389
BRD:BRD-K00091265-001-01-9,,-0.0099,0.5386923366730261,205,384,0.2523,0.2961,0.9242295418470508
BRD:BRD-K00091266-001-01-9,,-0.2355,0.03120573762521035,205,384,0.0514,0.0882,0.614264563602898
BRD:BRD-K00091267-001-01-9,,-0.0612,0.5621042816759527,205,384,0.3036,0.2951,0.9329961501918992
BRD:BRD-K00091270-459-01-9,,-0.0529,0.5360098763891354,205,384,-0.3371,-0.3326,0.9242295418470508
BRD:BRD-K00091271-001-01-9,,-0.0995,0.12333664185991465,205,384,-1.6583,-1.6057,0.7470613721934171
BRD:BRD-K00091272-001-01-9,,-0.0377,0.688195829029496,205,384,-0.4408,-0.4316,0.9513793443728615
BRD:BRD-K00091273-001-01-9,,0.0319,0.9689819753971468,205,384,-0.274,-0.2449,0.9953495554585865
BRD:BRD-K00091274-001-01-9,,-0.0624,0.09037762182116119,205,384,-0.0347,0.046,0.6886049153534279
BRD:BRD-K00091275-001-01-9,,-0.0534,0.5887974539293372,205,384,0.0625,0.0883,0.9329961501918992
BRD:BRD-K00091277-001-01-9,,-0.0755,0.44776314041360743,205,384,0.1746,0.1938,0.9006801710021856
BRD:BRD-K00091278-001-01-9,,0.0349,0.9151941192972065,205,384,0.21,0.2134,0.9900649210308277
BRD:BRD-K00091279-001-01-9,,-0.0282,0.4778007802516212,205,384,0.0375,0.0682,0.9052344124341627
BRD:BRD-K00091280-001-01-9,,0.165,0.15036558459366536,205,384,-2.9231,-3.0315,0.7517140198448152
