cancer_type,gene,cohens_d,p_value,n_altered,n_wt,median_dep_altered,median_dep_wt,fdr,is_nrf2_pathway,is_priority
Pan-cancer (pooled),ARHGAP25,-0.1376,0.29993139914237543,46,796,0.0117,0.0307,0.8422975595962308,False,False
Pan-cancer (pooled),TAL1,-0.1376,0.24756097443469427,46,796,-0.14,-0.1094,0.8182185048725319,False,False
Pan-cancer (pooled),BATF2,-0.1375,0.1417529488898893,46,796,-0.1584,-0.1284,0.7434256000422945,False,False
Pan-cancer (pooled),CTNNAL1,-0.1375,0.3611762186806624,46,796,0.0996,0.1028,0.8711663676571103,False,False
Pan-cancer (pooled),BCS1L,-0.1375,0.34247338115120796,46,796,-0.409,-0.3854,0.8598278069759605,False,False
Pan-cancer (pooled),ADAMTS6,-0.1375,0.5817238217522941,46,796,-0.0432,-0.0386,0.9357228410989077,False,False
Pan-cancer (pooled),TMEM202,-0.1375,0.2589570827201634,46,796,0.1066,0.1221,0.8227072023839918,False,False
Pan-cancer (pooled),GRID1,-0.1374,0.37746633818072106,46,796,0.0192,0.0276,0.8760482668804697,False,False
Pan-cancer (pooled),IL13RA1,-0.1373,0.38868832591250535,46,796,0.0258,0.0433,0.8809945182849581,False,False
Pan-cancer (pooled),BCAT2,-0.1373,0.48477724068928196,46,796,0.0323,0.0491,0.9102784277162107,False,False
Pan-cancer (pooled),RPS27A,-0.1372,0.2967449769416166,46,796,-1.9281,-1.8622,0.8396613826006198,False,False
Pan-cancer (pooled),RBM28,-0.1372,0.24960644593943948,46,796,-0.7139,-0.6899,0.8188242191986991,False,False
Pan-cancer (pooled),NLRP13,-0.1372,0.4242763120388582,46,796,-0.1147,-0.1139,0.8899995441582976,False,False
Pan-cancer (pooled),FAM9A,-0.1372,0.5270289008249215,46,796,-0.0274,-0.0138,0.922236285809668,False,False
Pan-cancer (pooled),CDH17,-0.1371,0.7587845853037264,46,796,-0.0428,-0.0455,0.9689039030785145,False,False
Pan-cancer (pooled),PTPN6,-0.1371,0.251921683533193,46,796,-0.0092,0.0163,0.8194702706545842,False,False
Pan-cancer (pooled),KLHDC8B,-0.137,0.3174104060270275,46,796,-0.0626,-0.0639,0.8499829734872507,False,False
Pan-cancer (pooled),GLB1L3,-0.137,0.3751118428904825,46,796,0.0249,0.0286,0.8759135646193367,False,False
Pan-cancer (pooled),ELK3,-0.137,0.17357557689966563,46,796,0.0068,0.0274,0.7734551862295985,False,False
Pan-cancer (pooled),CD53,-0.1369,0.178756702625819,46,796,-0.0756,-0.0432,0.7767847259223711,False,False
Pan-cancer (pooled),OAS2,-0.1369,0.48985838225251277,46,796,-0.0171,-0.0097,0.9103531787735316,False,False
Pan-cancer (pooled),PELI3,-0.1369,0.39976203487921813,46,796,-0.046,-0.0322,0.8821961634764598,False,False
Pan-cancer (pooled),SLC4A10,-0.1368,0.3757836280018171,46,796,0.0151,0.0344,0.8759135646193367,False,False
Pan-cancer (pooled),CAP1,-0.1368,0.1857044634442354,46,796,-0.6264,-0.5679,0.7815702461725224,False,False
Pan-cancer (pooled),EVA1C,-0.1368,0.44740799837189094,46,796,-0.1118,-0.1097,0.8951654562381585,False,False
Pan-cancer (pooled),ABCA1,-0.1368,0.21618871736550604,46,796,-0.0495,-0.0181,0.7986155523446413,False,False
Pan-cancer (pooled),VARS1,-0.1368,0.23701483341458207,46,796,-1.7115,-1.6266,0.8122922358480258,False,False
Pan-cancer (pooled),AP1G1,-0.1368,0.4743159732144444,46,796,-0.1174,-0.1209,0.9060601898859373,False,False
Pan-cancer (pooled),BPIFA3,-0.1367,0.21851321547122204,46,796,-0.0974,-0.0723,0.8009322294796571,False,False
Pan-cancer (pooled),CNIH2,-0.1367,0.11956894920167398,46,796,-0.2295,-0.2123,0.7285052083368045,False,False
Pan-cancer (pooled),POPDC3,-0.1365,0.40115946656596146,46,796,0.0855,0.0847,0.8821961634764598,False,False
Pan-cancer (pooled),BSDC1,-0.1365,0.36611551323365754,46,796,-0.1129,-0.1087,0.8733512760429476,False,False
Pan-cancer (pooled),PDCL2,-0.1365,0.24756097443469427,46,796,-0.1188,-0.1013,0.8182185048725319,False,False
Pan-cancer (pooled),GPC5,-0.1364,0.24730611797586843,46,796,0.083,0.1101,0.8182185048725319,False,False
Pan-cancer (pooled),SYT9,-0.1364,0.3311820133854213,46,796,0.04,0.0469,0.8556821835555373,False,False
Pan-cancer (pooled),ACACB,-0.1363,0.17976612800147496,46,796,-0.0852,-0.0646,0.7767847259223711,False,False
Pan-cancer (pooled),LRRC18,-0.1363,0.33617034423571546,46,796,0.0297,0.0518,0.8573276123582155,False,False
Pan-cancer (pooled),KAT5,-0.1363,0.27672399394311586,46,796,-0.6938,-0.6708,0.83210359009753,False,False
Pan-cancer (pooled),TFG,-0.1362,0.20505585747508015,46,796,-0.1405,-0.1031,0.7895333004908014,False,False
Pan-cancer (pooled),SPATA7,-0.1361,0.17735059906753137,46,796,-0.0076,0.0105,0.7758671230317048,False,False
Pan-cancer (pooled),SEC31A,-0.1361,0.31680717590564045,46,796,-0.0275,-0.0006,0.8496364748974033,False,False
Pan-cancer (pooled),EPS8L2,-0.1361,0.40783722291463254,46,796,-0.1111,-0.0995,0.8834040644232013,False,False
Pan-cancer (pooled),KPTN,-0.1361,0.4859472713661599,46,796,-0.0361,-0.0311,0.9103531787735316,False,False
Pan-cancer (pooled),UBASH3B,-0.1361,0.454146419098441,46,796,0.0325,0.0533,0.8977825240747545,False,False
Pan-cancer (pooled),SLC7A14,-0.1361,0.3684348705021405,46,796,0.0337,0.046,0.8737476078526494,False,False
Pan-cancer (pooled),RET,-0.1361,0.301679029184318,46,796,-0.1041,-0.0958,0.8443843413476697,False,False
Pan-cancer (pooled),ZNF775,-0.1359,0.18695099076373922,46,796,-0.0214,-0.0161,0.7817553202213366,False,False
Pan-cancer (pooled),RASAL3,-0.1359,0.43630460693705964,46,796,-0.0417,-0.0389,0.8919775209118369,False,False
Pan-cancer (pooled),IL1RL1,-0.1358,0.21411193679617735,46,796,0.0341,0.0538,0.7973034985042995,False,False
Pan-cancer (pooled),PTGIR,-0.1358,0.22919565725505253,46,796,-0.0193,0.0006,0.8080431243099384,False,False
Pan-cancer (pooled),GGT7,-0.1357,0.07592878732038252,46,796,-0.1039,-0.0642,0.6628427874594834,False,False
Pan-cancer (pooled),TMEM185B,-0.1357,0.5542548111525691,46,796,-0.2079,-0.1941,0.9297830036720174,False,False
Pan-cancer (pooled),RAB11A,-0.1357,0.36743974270637425,46,796,-0.3612,-0.339,0.8733512760429476,False,False
Pan-cancer (pooled),MCHR2,-0.1357,0.5660095795105319,46,796,0.1137,0.1178,0.9325962623134145,False,False
Pan-cancer (pooled),CTAGE1,-0.1357,0.2873219842034447,46,796,-0.0734,-0.0589,0.8367817273199516,False,False
Pan-cancer (pooled),VMP1,-0.1357,0.4185148988566635,46,796,-1.061,-1.0217,0.8869389730999685,False,False
Pan-cancer (pooled),APOBEC1,-0.1356,0.25373274669426493,46,796,-0.1034,-0.0913,0.8205016917898764,False,False
Pan-cancer (pooled),NARF,-0.1355,0.32256824572925125,46,796,-0.057,-0.0401,0.8518367031179976,False,False
Pan-cancer (pooled),WDR1,-0.1355,0.5672760823742353,46,796,-0.8719,-0.8702,0.9325962623134145,False,False
Pan-cancer (pooled),C15orf48,-0.1355,0.39593422156134184,46,796,0.0621,0.0679,0.8816592097184526,False,False
Pan-cancer (pooled),TMEM207,-0.1355,0.5500858199825898,46,796,0.0916,0.0921,0.9290401670928793,False,False
Pan-cancer (pooled),USP37,-0.1354,0.17337856769228444,46,796,-0.684,-0.6062,0.7734551862295985,False,False
Pan-cancer (pooled),DLK1,-0.1354,0.47354602918352684,46,796,-0.1081,-0.1145,0.9060601898859373,False,False
Pan-cancer (pooled),MYBL2,-0.1354,0.40713119743262416,46,796,-0.5363,-0.4925,0.8833820790373165,False,False
Pan-cancer (pooled),TCP11L1,-0.1353,0.1731817256471362,46,796,0.0048,0.0173,0.7734300180769114,False,False
Pan-cancer (pooled),COX16,-0.1353,0.5040775290842003,46,796,-0.1782,-0.1625,0.915951983584191,False,False
Pan-cancer (pooled),CATSPER1,-0.1353,0.5258077725981771,46,796,-0.1811,-0.1632,0.922236285809668,False,False
Pan-cancer (pooled),STPG2,-0.1353,0.17775149971637072,46,796,-0.0929,-0.0554,0.7758671230317048,False,False
Pan-cancer (pooled),AP1B1,-0.1352,0.3788158446168852,46,796,-0.1186,-0.1101,0.876108855565857,False,False
Pan-cancer (pooled),UCN2,-0.1352,0.448900493601882,46,796,-0.0821,-0.0756,0.8961990367435914,False,False
Pan-cancer (pooled),RAPGEF6,-0.1351,0.7076310860337067,46,796,-0.0669,-0.0652,0.9611068780238141,False,False
Pan-cancer (pooled),OR6K2,-0.1351,0.3889387660350557,41,773,-0.1114,-0.1046,0.8809945182849581,False,False
Pan-cancer (pooled),PEG3,-0.135,0.09930323603156514,46,796,0.0483,0.0808,0.7035914807329159,False,False
Pan-cancer (pooled),COX10,-0.1349,0.3938556864024889,46,796,-0.3504,-0.3404,0.8816592097184526,False,False
Pan-cancer (pooled),MRPS18C,-0.1349,0.4099596726161667,46,796,-0.2591,-0.2404,0.8834040644232013,False,False
Pan-cancer (pooled),TIMM8B,-0.1348,0.49796557258424645,17,210,0.0352,0.0739,0.9124432682823331,False,False
Pan-cancer (pooled),PSMD6,-0.1347,0.40396311465111545,46,796,-1.9076,-1.8406,0.8821961634764598,False,False
Pan-cancer (pooled),GAST,-0.1346,0.21688418981573954,46,796,0.0242,0.0409,0.798880527441665,False,False
Pan-cancer (pooled),AFF3,-0.1346,0.3293237947458456,46,796,-0.1437,-0.1357,0.8550687754977929,False,False
Pan-cancer (pooled),MRAP,-0.1346,0.6686237406564111,46,796,0.0458,0.0448,0.9542416661660383,False,False
Pan-cancer (pooled),PSMB6,-0.1346,0.35110151951971846,46,796,-2.029,-2.0,0.8641868698020688,False,False
Pan-cancer (pooled),PDE6A,-0.1345,0.45678228856651926,46,796,0.0688,0.0885,0.8986793083482836,False,False
Pan-cancer (pooled),PHAF1,-0.1345,0.32043784482002347,46,796,-0.1025,-0.0918,0.8514808259379142,False,False
Pan-cancer (pooled),PAGR1,-0.1345,0.18591179013485382,46,796,-0.2603,-0.1932,0.7815702461725224,False,False
Pan-cancer (pooled),RWDD2A,-0.1344,0.14260010345486712,46,796,0.0459,0.0637,0.7439518344629683,False,False
Pan-cancer (pooled),UBP1,-0.1344,0.6790960651400766,46,796,-0.0286,-0.0325,0.9554234244038221,False,False
Pan-cancer (pooled),RPL32,-0.1344,0.45678228856651926,46,796,-2.6008,-2.5733,0.8986793083482836,False,False
Pan-cancer (pooled),ZBTB17,-0.1343,0.18549730775771056,46,796,-0.7062,-0.6233,0.7815702461725224,False,False
Pan-cancer (pooled),SERHL2,-0.1343,0.8940994584047806,46,796,-0.1481,-0.1638,0.9878034053740279,False,False
Pan-cancer (pooled),CMTM2,-0.1342,0.15687132145204938,46,796,-0.0341,-0.0049,0.7585190203214276,False,False
Pan-cancer (pooled),ZNF460,-0.1342,0.37746633818072106,46,796,-0.0149,0.0035,0.8760482668804697,False,False
Pan-cancer (pooled),PDLIM4,-0.1342,0.3694316738732105,46,796,0.0564,0.0507,0.8741461261837605,False,False
Pan-cancer (pooled),ZBTB7B,-0.1341,0.6344846882236053,46,796,-0.1003,-0.1047,0.946849077180496,False,False
Pan-cancer (pooled),SH2D7,-0.1341,0.5016926449742504,46,796,-0.036,-0.0375,0.9143983347258876,False,False
Pan-cancer (pooled),DSCAML1,-0.1341,0.3638052867839985,46,796,-0.0171,-0.0202,0.871878187292686,False,False
Pan-cancer (pooled),ALDOB,-0.1341,0.45904843107239046,46,796,-0.0264,-0.0132,0.8998794596653584,False,False
Pan-cancer (pooled),TLK1,-0.1341,0.3063724569074753,46,796,-0.1644,-0.1395,0.8443843413476697,False,False
Pan-cancer (pooled),NTHL1,-0.1341,0.3126056361004884,46,796,-0.0467,-0.0225,0.8479622112521142,False,False
Pan-cancer (pooled),IZUMO2,-0.134,0.19030525897806783,46,796,0.0122,0.0397,0.7824436334024218,False,False
Pan-cancer (pooled),ANK1,-0.134,0.24705144529047762,46,796,0.0663,0.0834,0.8182185048725319,False,False
Pan-cancer (pooled),HOMER1,-0.1339,0.6212148260609461,46,796,0.0805,0.0853,0.9448491002953145,False,False
Pan-cancer (pooled),HAPLN1,-0.1339,0.31530239299823815,46,796,-0.0566,-0.0344,0.8486471343217364,False,False
Pan-cancer (pooled),SYT5,-0.1339,0.6340404298014526,46,796,-0.1291,-0.1142,0.946849077180496,False,False
Pan-cancer (pooled),STX8,-0.1338,0.25037653401356397,46,796,0.0117,0.0348,0.8194573399929587,False,False
Pan-cancer (pooled),MYO1D,-0.1338,0.40396311465111545,46,796,-0.0596,-0.0456,0.8821961634764598,False,False
Pan-cancer (pooled),TENT4B,-0.1337,0.20394372635405533,46,796,-0.155,-0.1092,0.788468080477483,False,False
Pan-cancer (pooled),ABCG1,-0.1337,0.26001083024989335,46,796,-0.0282,-0.0103,0.8236104504539749,False,False
Pan-cancer (pooled),EVL,-0.1337,0.7783166176730819,46,796,0.0731,0.0447,0.9729751584762456,False,False
Pan-cancer (pooled),YIF1B,-0.1337,0.2876045288704018,46,796,-0.0512,-0.0383,0.8367817273199516,False,False
Pan-cancer (pooled),DDX1,-0.1335,0.3240956041674694,46,796,-0.4243,-0.3811,0.8529808129057528,False,False
Pan-cancer (pooled),ARPC4,-0.1335,0.25529228452156605,46,796,-0.7929,-0.699,0.8213970848297507,False,False
Pan-cancer (pooled),LRRC37B,-0.1334,0.3393124747509171,46,796,-0.376,-0.3564,0.8589334224517067,False,False
Pan-cancer (pooled),CHST2,-0.1334,0.4507700797534877,46,796,-0.0642,-0.055,0.8964904946827627,False,False
Pan-cancer (pooled),PDE6D,-0.1334,0.24935011809849028,46,796,-0.0418,-0.0243,0.8188242191986991,False,False
Pan-cancer (pooled),UTP18,-0.1334,0.3784781899329279,46,796,-0.8938,-0.8713,0.876108855565857,False,False
Pan-cancer (pooled),AVL9,-0.1333,0.8148864577922944,46,796,0.0581,0.0487,0.976988318715391,False,False
Pan-cancer (pooled),CKAP4,-0.1333,0.2066202386723398,46,796,-0.022,-0.0021,0.7906332692346831,False,False
Pan-cancer (pooled),C19orf33,-0.1333,0.3183166622402638,46,796,0.036,0.053,0.8503280889013469,False,False
Pan-cancer (pooled),CUL2,-0.1332,0.2282313210692577,46,796,-0.7099,-0.6186,0.8080431243099384,False,False
Pan-cancer (pooled),ARSK,-0.1332,0.12090795090968375,46,796,-0.1077,-0.0733,0.7299707952625409,False,False
Pan-cancer (pooled),PILRB,-0.1332,0.2145721954968587,46,796,-0.1281,-0.1017,0.7973034985042995,False,False
Pan-cancer (pooled),NDUFS7,-0.1332,0.5254010515621286,46,796,-0.2801,-0.2659,0.922236285809668,False,False
Pan-cancer (pooled),GLE1,-0.1331,0.19327642137481538,46,796,-0.6776,-0.6298,0.7842587715935312,False,False
Pan-cancer (pooled),RUNDC3B,-0.1331,0.2514058966000323,46,796,0.0352,0.0529,0.8194702706545842,False,False
Pan-cancer (pooled),ZNF74,-0.1331,0.1875765670489985,46,796,-0.0523,-0.0316,0.7817553202213366,False,False
Pan-cancer (pooled),PAX4,-0.133,0.3268566993926909,46,796,0.026,0.0266,0.854037758172521,False,False
Pan-cancer (pooled),ARHGAP15,-0.133,0.29044028476003925,46,796,-0.0156,-0.0042,0.839067282816667,False,False
Pan-cancer (pooled),CRB2,-0.1329,0.2382534098637359,46,796,-0.1163,-0.0683,0.813582535186945,False,False
Pan-cancer (pooled),SETDB1,-0.1328,0.6722591092424358,46,796,-0.4885,-0.4759,0.9549674823918978,False,False
Pan-cancer (pooled),IRF3,-0.1328,0.2783794084566287,46,796,-0.0035,0.0344,0.8327576399053894,False,False
Pan-cancer (pooled),RASL10A,-0.1328,0.5056707685774691,46,796,-0.1952,-0.1752,0.9171740391829453,False,False
Pan-cancer (pooled),KCTD20,-0.1327,0.29877007033336067,46,796,0.0221,0.0313,0.8413246531544182,False,False
Pan-cancer (pooled),KRT10,-0.1327,0.4242763120388582,46,796,-0.2731,-0.2826,0.8899995441582976,False,False
Pan-cancer (pooled),PIK3R1,-0.1326,0.16261090126406097,46,796,-0.0428,-0.0205,0.7635737981720329,False,False
Pan-cancer (pooled),SPACA3,-0.1325,0.2626581718523787,46,796,-0.0419,-0.0312,0.8239544575726038,False,False
Pan-cancer (pooled),ITGA9,-0.1325,0.2930084988588594,46,796,-0.1537,-0.1327,0.839067282816667,False,False
Pan-cancer (pooled),TRIM29,-0.1325,0.3890315270576197,46,796,0.0239,0.035,0.8809945182849581,False,False
Pan-cancer (pooled),OPRPN,-0.1325,0.3440608717994098,46,796,-0.0463,-0.0376,0.8602001522915808,False,False
Pan-cancer (pooled),SH2D3C,-0.1324,0.25217985352027195,46,796,-0.023,0.003,0.8194702706545842,False,False
Pan-cancer (pooled),CNGA4,-0.1324,0.33180292355482965,46,796,0.0108,0.02,0.8556821835555373,False,False
Pan-cancer (pooled),EGLN1,-0.1324,0.5124714995774575,46,796,-0.158,-0.1743,0.9185452278012186,False,False
Pan-cancer (pooled),SNX22,-0.1323,0.3849252916915583,46,796,-0.1592,-0.1608,0.8792478223339276,False,False
Pan-cancer (pooled),PCDHB13,-0.1323,0.5249944915366729,46,796,0.1167,0.1236,0.922236285809668,False,False
Pan-cancer (pooled),AZIN2,-0.1323,0.6636377838726983,46,796,-0.0109,-0.0068,0.9539593636861756,False,False
Pan-cancer (pooled),CXorf58,-0.1323,0.34853078874284693,46,796,-0.0816,-0.0764,0.8630319795027387,False,False
Pan-cancer (pooled),CHKB,-0.1323,0.3443789327293486,46,796,-0.0391,-0.0244,0.8607434352708999,False,False
Pan-cancer (pooled),WFDC8,-0.1323,0.2182799608161048,46,796,-0.0088,0.0083,0.8005682097348282,False,False
Pan-cancer (pooled),CHRNG,-0.1323,0.6474249298760705,46,796,-0.2667,-0.2454,0.9510097827154763,False,False
Pan-cancer (pooled),MMP17,-0.1322,0.6681698632373959,46,796,-0.1757,-0.1857,0.9542416661660383,False,False
Pan-cancer (pooled),PNPLA8,-0.1322,0.3976713849729794,46,796,-0.0559,-0.0465,0.8816592097184526,False,False
Pan-cancer (pooled),PLPPR5,-0.1322,0.14499281381311177,46,796,-0.1209,-0.0962,0.7451608324685891,False,False
Pan-cancer (pooled),TTLL12,-0.1322,0.6654491509111433,46,796,0.0328,0.0251,0.9540024059510996,False,False
Pan-cancer (pooled),ZNF81,-0.1322,0.5036796334486384,46,796,0.0617,0.0649,0.9158564125621029,False,False
Pan-cancer (pooled),ZNF648,-0.1322,0.4929994252715443,46,796,-0.1288,-0.1268,0.9109617368656285,False,False
Pan-cancer (pooled),CXCL9,-0.1321,0.5877224768849735,46,796,0.0665,0.0638,0.9365323665348904,False,False
Pan-cancer (pooled),BCAS1,-0.1321,0.23701483341458207,46,796,0.071,0.0835,0.8122922358480258,False,False
Pan-cancer (pooled),FABP1,-0.1321,0.33554417213646415,46,796,-0.0613,-0.0464,0.8573276123582155,False,False
Pan-cancer (pooled),TIAL1,-0.1321,0.3174104060270275,46,796,-0.181,-0.044,0.8499829734872507,False,False
Pan-cancer (pooled),CARTPT,-0.1321,0.31710869689755794,46,796,-0.0352,-0.0167,0.8499829734872507,False,False
Pan-cancer (pooled),ZNF814,-0.1321,0.5563450887466166,46,796,0.0575,0.0701,0.9300659776128949,False,False
Pan-cancer (pooled),EIF4G3,-0.1321,0.5356171327369884,46,796,-0.0604,-0.0581,0.92445382684637,False,False
Pan-cancer (pooled),IFIT5,-0.1321,0.24024462363648158,46,796,-0.0446,-0.0215,0.8157217092266146,False,False
Pan-cancer (pooled),ZGRF1,-0.132,0.28591207133255214,46,796,-0.1865,-0.1642,0.83673728595789,False,False
Pan-cancer (pooled),ITPR2,-0.132,0.26559167840910436,46,796,-0.0521,-0.0297,0.8276545682227407,False,False
Pan-cancer (pooled),XBP1,-0.132,0.25037653401356397,46,796,0.0093,0.013,0.8194573399929587,False,False
Pan-cancer (pooled),POLR3C,-0.132,0.47047313724298045,46,796,-1.0422,-1.0259,0.9056418452361862,False,False
Pan-cancer (pooled),GPR68,-0.1319,0.4777892176580244,46,796,-0.0576,-0.0511,0.9079580970292541,False,False
Pan-cancer (pooled),UCKL1,-0.1319,0.22416514091200168,46,796,-0.0357,-0.02,0.8045446640698763,False,False
Pan-cancer (pooled),EVA1A,-0.1319,0.29848020778866413,46,796,-0.057,-0.0427,0.8409881530261686,False,False
Pan-cancer (pooled),DOCK5,-0.1319,0.26559167840910436,46,796,-0.0814,-0.064,0.8276545682227407,False,False
Pan-cancer (pooled),NDUFB6,-0.1319,0.36743974270637425,46,796,-0.4637,-0.4255,0.8733512760429476,False,False
Pan-cancer (pooled),UBL5,-0.1318,0.5092652270356444,46,796,-2.6176,-2.5555,0.9178277521626886,False,False
Pan-cancer (pooled),CD72,-0.1318,0.3198308519868731,46,796,0.0568,0.0626,0.8514808259379142,False,False
Pan-cancer (pooled),RELN,-0.1317,0.6089396969780108,46,796,0.0205,0.0249,0.9430728715246771,False,False
Pan-cancer (pooled),HLA-DOA,-0.1317,0.3049005907820094,46,796,0.0542,0.0675,0.8443843413476697,False,False
Pan-cancer (pooled),EGLN2,-0.1316,0.36314690028664753,46,796,-0.2293,-0.2279,0.8717881435088336,False,False
Pan-cancer (pooled),SAMD14,-0.1316,0.3132035985233814,46,796,-0.1948,-0.1569,0.8479622112521142,False,False
Pan-cancer (pooled),TRIP13,-0.1316,0.3367972677710638,46,796,-0.3481,-0.3234,0.8577065485588616,False,False
Pan-cancer (pooled),BRD7,-0.1316,0.09503017353634993,46,796,-0.3658,-0.3147,0.6989278267761652,False,False
Pan-cancer (pooled),TCN2,-0.1316,0.41137827995838105,46,796,-0.1055,-0.08,0.8834040644232013,False,False
Pan-cancer (pooled),RPL36AL,-0.1315,0.9599691319464387,46,796,-0.7571,-0.7677,0.9969782680014705,False,False
Pan-cancer (pooled),RMDN1,-0.1315,0.2059487318413311,46,796,-0.091,-0.0665,0.7905944574281543,False,False
Pan-cancer (pooled),KIT,-0.1315,0.22607214022024769,46,796,-0.0878,-0.0549,0.8067063773709973,False,False
Pan-cancer (pooled),RNF111,-0.1314,0.41565154664425297,46,796,0.0285,0.0387,0.8854755712104193,False,False
Pan-cancer (pooled),PORCN,-0.1314,0.2715261767024638,46,796,-0.002,0.0311,0.8290517384430051,False,False
Pan-cancer (pooled),NTSR2,-0.1313,0.3494934078084657,46,796,-0.0609,-0.0501,0.8632709315098651,False,False
Pan-cancer (pooled),HOOK2,-0.1312,0.2856306507472153,46,796,0.0304,0.0522,0.8367330825924386,False,False
Pan-cancer (pooled),SRMS,-0.1312,0.23924755562608024,46,796,0.0214,0.0467,0.8151469026078402,False,False
Pan-cancer (pooled),MROH9,-0.1312,0.6740796779687516,46,796,0.0814,0.0889,0.9549674823918978,False,False
Pan-cancer (pooled),GNAQ,-0.1312,0.12950482535495483,46,796,-0.423,-0.3634,0.7348587043396597,False,False
Pan-cancer (pooled),SLC41A1,-0.1312,0.28647547444711574,46,796,0.028,0.0452,0.8367473093844653,False,False
Pan-cancer (pooled),MORC1,-0.131,0.5838629117827404,46,796,0.0144,0.0315,0.9362587972792271,False,False
Pan-cancer (pooled),RBBP7,-0.131,0.08532928541096424,46,796,-0.1707,-0.1075,0.6836637250688113,False,False
Pan-cancer (pooled),GNGT1,-0.131,0.2127354340542419,46,796,0.1361,0.1448,0.7960249324412961,False,False
Pan-cancer (pooled),MAP10,-0.131,0.3475698561567735,46,796,-0.0394,-0.0449,0.8618828779901957,False,False
Pan-cancer (pooled),SNAI1,-0.131,0.575753942243775,46,796,0.0692,0.0704,0.9342845193097854,False,False
Pan-cancer (pooled),FCRLA,-0.131,0.13658663410182267,46,796,0.1093,0.1303,0.7356968867767444,False,False
Pan-cancer (pooled),KLHL11,-0.1309,0.3459720506640813,46,796,-0.3164,-0.3123,0.8612557046310761,False,False
Pan-cancer (pooled),RPS13,-0.1308,0.3240956041674694,46,796,-1.7599,-1.7385,0.8529808129057528,False,False
Pan-cancer (pooled),TRIM21,-0.1308,0.5872930540251979,46,796,0.0176,0.0178,0.9365323665348904,False,False
Pan-cancer (pooled),SLC25A17,-0.1307,0.41351164515510586,46,796,-0.0272,-0.016,0.8843842210491655,False,False
Pan-cancer (pooled),USP21,-0.1307,0.22607214022024769,46,796,-0.1904,-0.154,0.8067063773709973,False,False
Pan-cancer (pooled),CTNNA3,-0.1307,0.5860056577115569,46,796,-0.0347,-0.0285,0.9365323665348904,False,False
Pan-cancer (pooled),JTB,-0.1307,0.759259206125453,46,796,-0.0984,-0.0905,0.9689039030785145,False,False
Pan-cancer (pooled),NGFR,-0.1306,0.18904225192278834,46,796,-0.2168,-0.1915,0.782236534032526,False,False
Pan-cancer (pooled),DKKL1,-0.1306,0.7450607828990341,46,796,-0.0619,-0.0618,0.9654346652812965,False,False
Pan-cancer (pooled),ARL5C,-0.1305,0.09503017353634993,46,796,-0.1673,-0.1431,0.6989278267761652,False,False
Pan-cancer (pooled),LIG3,-0.1304,0.4308130051426968,46,796,-0.2985,-0.2811,0.8906893908744634,False,False
Pan-cancer (pooled),POMK,-0.1303,0.6194546589182253,46,796,0.0388,0.054,0.9442694456399471,False,False
Pan-cancer (pooled),IFITM5,-0.1303,0.43263906884146586,46,796,-0.0697,-0.0569,0.8908369671739449,False,False
Pan-cancer (pooled),NES,-0.1303,0.3280887427057607,46,796,-0.1003,-0.093,0.8547085929764631,False,False
Pan-cancer (pooled),ZFY,-0.1303,0.4621637112895517,17,210,0.5213,0.5557,0.9023364010379956,False,False
Pan-cancer (pooled),PLCH1,-0.1302,0.4131556301124669,46,796,0.1054,0.1092,0.8840445827621294,False,False
Pan-cancer (pooled),MFSD2A,-0.1302,0.4433182163188869,46,796,-0.0784,-0.0768,0.8946265637007312,False,False
Pan-cancer (pooled),CXorf66,-0.1302,0.7754491790141272,46,796,0.1661,0.157,0.9729751584762456,False,False
Pan-cancer (pooled),LMNB2,-0.1302,1.0,46,796,0.0467,0.0431,1.0,False,False
Pan-cancer (pooled),CHAF1B,-0.1301,0.49575666531895435,46,796,-2.4447,-2.3781,0.911641140994172,False,False
Pan-cancer (pooled),PPP1R17,-0.1301,0.3051945879603344,46,796,0.1335,0.1397,0.8443843413476697,False,False
Pan-cancer (pooled),WAS,-0.1301,0.1888323529582555,46,796,0.0052,0.0258,0.782236534032526,False,False
Pan-cancer (pooled),LONP1,-0.1301,0.48907480747495924,46,796,-1.795,-1.6851,0.9103531787735316,False,False
Pan-cancer (pooled),NPEPPS,-0.13,0.5517515615812135,46,796,-0.5708,-0.5588,0.9297638929628208,False,False
Pan-cancer (pooled),SCUBE2,-0.1299,0.5376722927528965,46,796,0.0729,0.0821,0.9253289069346566,False,False
Pan-cancer (pooled),SLC35G5,-0.1299,0.4492740584065664,46,796,0.0196,0.0308,0.8961990367435914,False,False
Pan-cancer (pooled),SLC35A1,-0.1299,0.4308130051426968,46,796,-0.1105,-0.0805,0.8906893908744634,False,False
Pan-cancer (pooled),ARRB1,-0.1298,0.3339820298870073,46,796,-0.1279,-0.1041,0.8573276123582155,False,False
Pan-cancer (pooled),CD86,-0.1297,0.338997416609369,46,796,-0.0605,-0.0339,0.8589334224517067,False,False
Pan-cancer (pooled),SERPINA11,-0.1297,0.5160910956933138,46,796,0.199,0.2073,0.9206157418301641,False,False
Pan-cancer (pooled),IFNA8,-0.1297,0.5417944583865525,46,796,0.0548,0.072,0.9269958428749305,False,False
Pan-cancer (pooled),TSPAN15,-0.1296,0.3842435044452496,46,796,0.0017,0.0139,0.8792478223339276,False,False
