cancer_type,gene,cohens_d,ci_lower,ci_upper,p_value,n_mut,n_wt,median_dep_mut,median_dep_wt,fdr
Lung,AKT1,-0.3322153105482219,-1.130167747387361,0.38360860587529666,0.47533724390716803,8,118,-0.0728876570010383,-0.0422160376568117,0.8230376352837077
Lung,MTOR,-0.20959829946838282,-0.84129602895659,0.40297907920308396,0.519237491612043,8,118,-1.2392049050443603,-1.1918340601766446,0.8592691232871863
Skin,EZH2,0.19389825389259646,-0.33256653012610005,0.8442489611043956,0.8087967419474269,3,72,0.0313349304842815,0.04200300202134065,0.962460606424998
Skin,ARID1B,-2.1393727149730806,-5.078654152220396,0.39136642193478194,0.10579785264716773,3,72,-0.4263511780315041,-0.04765546212505955,0.6208750463477937
Skin,USP8,-0.6386124907839495,-1.5382606745067278,0.1924736448456495,0.2642280636801185,3,72,-0.9141738340613192,-0.7113770204299799,0.7539410228550733
Skin,BRD2,-0.391126400015985,-0.9272101118858171,0.16844363221861186,0.5625472047389856,3,72,-0.762721840892557,-0.5855913888867106,0.8763218653675723
Skin,BRD4,-0.23846860765859162,-0.5729178863062155,0.10388041855348823,0.5985338763420955,3,72,-1.1267196929031795,-1.0335039525565415,0.8905181793184003
Skin,HDAC1,-0.05931859919778632,-0.5728601097886525,0.5835691488603912,0.8486338393187709,3,72,-0.1293775051329287,-0.10679929362534285,0.9795958515593218
Skin,HDAC2,0.8527511850519325,-0.3824432097984609,2.3576362969800897,0.313306182895224,3,72,0.087496351401682,0.0171413556926878,0.7803894768594072
Skin,HDAC3,0.29725283449343404,-0.328035703957093,0.8617521768178614,0.6918622732321363,3,72,-0.8454745235846259,-0.9463990941148261,0.9513789663601376
Skin,HDAC6,0.05229198966705787,-0.798526856695534,0.7003686890002994,0.9695964457608294,3,72,0.0529163426056339,0.0325158220380907,1.0
Skin,ATR,0.33703543130387636,-0.02149245622627893,0.7453380786268634,0.5448944835246206,3,72,-1.0649943888816678,-1.1535365679187684,0.8762301804264625
Skin,ATRIP,0.17258611648477754,-0.5112740371205385,1.000486552528665,0.8286708626434655,3,72,-0.7269769620450961,-0.6752924158654772,0.9624934864243977
Skin,PARP1,0.11801283353073418,-0.12738663242678885,0.36024704844369543,0.7303369122547205,3,72,-0.1856468384821664,-0.20981359714159045,0.9558043293718166
Skin,PARP2,0.02047762724575139,-0.662176575802366,0.5092675726140843,0.9898556090336913,3,72,0.001829895567234,-0.0276053895698518,1.0
Skin,HSP90AA1,-0.7744698984462953,-1.2151754047075678,-0.4648008188352453,0.058674564975934845,3,72,-0.3904260322640617,-0.23735745756030918,0.5486071825249909
Skin,PIK3CA,0.4417852611143856,0.14027333401857417,0.7983825683321011,0.3005109218807849,3,72,-0.2346634119581606,-0.2883670000260167,0.7797339316966421
Skin,AKT1,-0.2514919552759922,-0.8421149230909317,0.22890262923022267,0.4602443539429841,3,72,-0.0148466800369103,0.0030506578622343,0.8119405112013022
Skin,MTOR,0.20987809639427285,-0.2283294607983929,0.6818051597798218,0.6918622732321363,3,72,-1.1118018769218203,-1.1941856340739796,0.9513789663601376
