drug_a,drug_b,targets_a,targets_b,union_targets,n_union_targets,n_target_classes,target_classes,n_pathways_union,covered_pathways,complementarity,combined_proximity,combo_score,both_priority,safety_a,safety_b
SEROTONIN,CLONIDINE,HTR2A;HTR2C;SLC18A2,ADRA2A,ADRA2A;HTR2A;HTR2C;SLC18A2,4,3,adrenergic;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,1.9119,0.5428,False,nan,nan
DOPAMINE,CLONIDINE,DRD1;DRD3;SLC6A4,ADRA2A,ADRA2A;DRD1;DRD3;SLC6A4,4,3,adrenergic;dopamine;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,1.878,0.5419,False,nan,nan
SEROTONIN,XANOMELINE,HTR2A;HTR2C;SLC18A2,CHRM1;CHRM4,CHRM1;CHRM4;HTR2A;HTR2C;SLC18A2,5,3,cholinergic;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,1.7389,0.5385,False,nan,nan
DOPAMINE,XANOMELINE,DRD1;DRD3;SLC6A4,CHRM1;CHRM4,CHRM1;CHRM4;DRD1;DRD3;SLC6A4,5,3,cholinergic;dopamine;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,1.705,0.5376,False,nan,nan
XANOMELINE,GR-127935,CHRM1;CHRM4,CHRM4;DRD1;SLC6A4,CHRM1;CHRM4;DRD1;SLC6A4,4,3,cholinergic;dopamine;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,1.705,0.5376,False,nan,nan
CLONIDINE,NAPHTHYRIDINONE,ADRA2A,GABRA1;SLC18A2,ADRA2A;GABRA1;SLC18A2,3,3,adrenergic;gaba;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,1.6505,0.5363,False,nan,nan
KETANSERIN,RISPERIDONE,DRD2;HTR2C;SLC18A2,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,ADRA2A;CHRM1;DRD1;DRD2;DRD3;HTR2A;HTR2C;SLC18A2,8,5,adrenergic;cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,1.3193,0.533,False,nan,nan
RISPERIDONE,SEROTONIN,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,HTR2A;HTR2C;SLC18A2,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C;SLC18A2,7,5,adrenergic;cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,1.3193,0.533,False,nan,nan
DOPAMINE,RISPERIDONE,DRD1;DRD3;SLC6A4,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C;SLC6A4,7,5,adrenergic;cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,1.2854,0.5321,False,nan,nan
RISPERIDONE,GR-127935,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,CHRM4;DRD1;SLC6A4,ADRA2A;CHRM1;CHRM4;DRD1;DRD3;HTR2A;HTR2C;SLC6A4,8,5,adrenergic;cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,1.2854,0.5321,False,nan,nan
XANOMELINE,NAPHTHYRIDINONE,CHRM1;CHRM4,GABRA1;SLC18A2,CHRM1;CHRM4;GABRA1;SLC18A2,4,3,cholinergic;gaba;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,1.4775,0.5319,False,nan,nan
KETANSERIN,OLANZAPINE,DRD2;HTR2C;SLC18A2,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C;SLC18A2,9,5,adrenergic;cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,1.2675,0.5317,False,nan,nan
OLANZAPINE,SEROTONIN,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,HTR2A;HTR2C;SLC18A2,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C;SLC18A2,9,5,adrenergic;cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,1.2675,0.5317,False,nan,nan
BUSPIRONE,CLOZAPINE,DRD2,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,9,5,adrenergic;cholinergic;dopamine;histamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,1.235,0.5309,False,nan,nan
CLOZAPINE,KETANSERIN,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,DRD2;HTR2C;SLC18A2,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C;SLC18A2,10,6,adrenergic;cholinergic;dopamine;histamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,1.2353,0.5309,False,nan,nan
CLOZAPINE,SEROTONIN,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,HTR2A;HTR2C;SLC18A2,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C;SLC18A2,10,6,adrenergic;cholinergic;dopamine;histamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,1.2353,0.5309,False,nan,nan
DOPAMINE,OLANZAPINE,DRD1;DRD3;SLC6A4,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C;SLC6A4,9,5,adrenergic;cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,1.2336,0.5308,False,nan,nan
OLANZAPINE,GR-127935,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,CHRM4;DRD1;SLC6A4,ADRA2A;CHRM1;CHRM4;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C;SLC6A4,10,5,adrenergic;cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,1.2336,0.5308,False,nan,nan
APOMORPHINE,CLOZAPINE,DRD1;DRD2,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,9,5,adrenergic;cholinergic;dopamine;histamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,1.213,0.5303,False,nan,nan
CLOZAPINE,DESMETHYLOLANZAPINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,DRD1;DRD2,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,9,5,adrenergic;cholinergic;dopamine;histamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,1.213,0.5303,False,nan,nan
CLOZAPINE,DOPAMINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,DRD1;DRD3;SLC6A4,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C;SLC6A4,10,6,adrenergic;cholinergic;dopamine;histamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,1.2014,0.53,False,nan,nan
CLOZAPINE,GR-127935,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,CHRM4;DRD1;SLC6A4,ADRA2A;CHRM1;CHRM4;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C;SLC6A4,11,6,adrenergic;cholinergic;dopamine;histamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,1.2014,0.53,False,nan,nan
QUETIAPINE,NAPHTHYRIDINONE,CHRM1;DRD1;DRD3;HTR2A,GABRA1;SLC18A2,CHRM1;DRD1;DRD3;GABRA1;HTR2A;SLC18A2,6,5,cholinergic;dopamine;gaba;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,1.1533,0.5288,False,nan,nan
L-745870,NAPHTHYRIDINONE,CHRM4;DRD3;DRD4;HTR2A;HTR2C,GABRA1;SLC18A2,CHRM4;DRD3;DRD4;GABRA1;HTR2A;HTR2C;SLC18A2,7,5,cholinergic;dopamine;gaba;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,1.1085,0.5277,False,nan,nan
RISPERIDONE,NAPHTHYRIDINONE,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,GABRA1;SLC18A2,ADRA2A;CHRM1;DRD1;DRD3;GABRA1;HTR2A;HTR2C;SLC18A2,8,6,adrenergic;cholinergic;dopamine;gaba;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,1.0579,0.5264,False,nan,nan
ZIPRASIDONE,NAPHTHYRIDINONE,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C,GABRA1;SLC18A2,CHRM1;DRD1;DRD3;DRD4;GABRA1;HTR2A;HTR2C;SLC18A2,8,5,cholinergic;dopamine;gaba;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,1.0579,0.5264,False,nan,nan
OLANZAPINE,NAPHTHYRIDINONE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,GABRA1;SLC18A2,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;GABRA1;HTR2A;HTR2C;SLC18A2,10,6,adrenergic;cholinergic;dopamine;gaba;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,1.0061,0.5252,False,nan,nan
ECOPIPAM,CLONIDINE,DRD1,ADRA2A,ADRA2A;DRD1,2,2,adrenergic;dopamine,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,2.7764,0.5244,True,nan,nan
CLONIDINE,(R)-SKF-38393,ADRA2A,DRD1,ADRA2A;DRD1,2,2,adrenergic;dopamine,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,2.7764,0.5244,False,nan,nan
CLONIDINE,A-86929,ADRA2A,DRD1,ADRA2A;DRD1,2,2,adrenergic;dopamine,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,2.7764,0.5244,False,nan,nan
CLONIDINE,ALPHA-PHENYL-GAMMA-BUTYROLACTONE,ADRA2A,DRD1,ADRA2A;DRD1,2,2,adrenergic;dopamine,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,2.7764,0.5244,False,nan,nan
CLONIDINE,DIHYDREXIDINE,ADRA2A,DRD1,ADRA2A;DRD1,2,2,adrenergic;dopamine,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,2.7764,0.5244,False,nan,nan
CLONIDINE,FENOLDOPAM,ADRA2A,DRD1,ADRA2A;DRD1,2,2,adrenergic;dopamine,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,2.7764,0.5244,False,nan,nan
CLONIDINE,MAZAPERTINE,ADRA2A,DRD1,ADRA2A;DRD1,2,2,adrenergic;dopamine,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,2.7764,0.5244,False,nan,nan
CLOZAPINE,NAPHTHYRIDINONE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,GABRA1;SLC18A2,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;GABRA1;HRH3;HTR2A;HTR2C;SLC18A2,11,7,adrenergic;cholinergic;dopamine;gaba;histamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.9739,0.5243,False,nan,nan
CLOZAPINE,BP-897,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,DRD1;DRD3,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,9,5,adrenergic;cholinergic;dopamine;histamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.9514,0.5238,False,nan,nan
CLONIDINE,ISOCLOZAPINE,ADRA2A,CHRM1;DRD3;DRD4,ADRA2A;CHRM1;DRD3;DRD4,4,3,adrenergic;cholinergic;dopamine,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,1.1503,0.5238,False,nan,nan
CLOZAPINE,ABT-724,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,DRD4,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,9,5,adrenergic;cholinergic;dopamine;histamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.9387,0.5235,False,nan,nan
CLOZAPINE,FAUC 113,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,DRD4,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,9,5,adrenergic;cholinergic;dopamine;histamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.9387,0.5235,False,nan,nan
CLOZAPINE,MEZILAMINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,DRD4,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,9,5,adrenergic;cholinergic;dopamine;histamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.9387,0.5235,False,nan,nan
ECOPIPAM,XANOMELINE,DRD1,CHRM1;CHRM4,CHRM1;CHRM4;DRD1,3,2,cholinergic;dopamine,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,2.6034,0.5201,True,nan,nan
XANOMELINE,(R)-SKF-38393,CHRM1;CHRM4,DRD1,CHRM1;CHRM4;DRD1,3,2,cholinergic;dopamine,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,2.6034,0.5201,False,nan,nan
XANOMELINE,A-86929,CHRM1;CHRM4,DRD1,CHRM1;CHRM4;DRD1,3,2,cholinergic;dopamine,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,2.6034,0.5201,False,nan,nan
XANOMELINE,ALPHA-PHENYL-GAMMA-BUTYROLACTONE,CHRM1;CHRM4,DRD1,CHRM1;CHRM4;DRD1,3,2,cholinergic;dopamine,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,2.6034,0.5201,False,nan,nan
XANOMELINE,DIHYDREXIDINE,CHRM1;CHRM4,DRD1,CHRM1;CHRM4;DRD1,3,2,cholinergic;dopamine,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,2.6034,0.5201,False,nan,nan
XANOMELINE,FENOLDOPAM,CHRM1;CHRM4,DRD1,CHRM1;CHRM4;DRD1,3,2,cholinergic;dopamine,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,2.6034,0.5201,False,nan,nan
XANOMELINE,MAZAPERTINE,CHRM1;CHRM4,DRD1,CHRM1;CHRM4;DRD1,3,2,cholinergic;dopamine,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,2.6034,0.5201,False,nan,nan
CLOZAPINE,5-OH-DPAT,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,DRD3,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,9,5,adrenergic;cholinergic;dopamine;histamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.7559,0.5189,False,nan,nan
CLOZAPINE,ABAPERIDONE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,DRD3,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,9,5,adrenergic;cholinergic;dopamine;histamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.7559,0.5189,False,nan,nan
CLOZAPINE,CLEBOPRIDE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,DRD3,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,9,5,adrenergic;cholinergic;dopamine;histamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.7559,0.5189,False,nan,nan
CLOZAPINE,DIFLUOROBENZTROPINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,DRD3,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,9,5,adrenergic;cholinergic;dopamine;histamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.7559,0.5189,False,nan,nan
CLOZAPINE,IOXIPRIDE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,DRD3,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,9,5,adrenergic;cholinergic;dopamine;histamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.7559,0.5189,False,nan,nan
CLOZAPINE,LEVOSULPIRIDE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,DRD3,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,9,5,adrenergic;cholinergic;dopamine;histamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.7559,0.5189,False,nan,nan
CLOZAPINE,NAFADOTRIDE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,DRD3,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,9,5,adrenergic;cholinergic;dopamine;histamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.7559,0.5189,False,nan,nan
KETANSERIN,GR-127935,DRD2;HTR2C;SLC18A2,CHRM4;DRD1;SLC6A4,CHRM4;DRD1;DRD2;HTR2C;SLC18A2;SLC6A4,6,4,cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.3265,0.5182,False,nan,nan
SEROTONIN,GR-127935,HTR2A;HTR2C;SLC18A2,CHRM4;DRD1;SLC6A4,CHRM4;DRD1;HTR2A;HTR2C;SLC18A2;SLC6A4,6,4,cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.3265,0.5182,False,nan,nan
HALOPERIDOL,CLONIDINE,DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,ADRA2A,ADRA2A;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,7,3,adrenergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.889,0.5172,True,nan,nan
CLOZAPINE,LISURIDE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,DRD1;DRD2;DRD3,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,9,5,adrenergic;cholinergic;dopamine;histamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.6821,0.5171,False,nan,nan
BROMOCRIPTINE,CLOZAPINE,DRD2;DRD3,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,9,5,adrenergic;cholinergic;dopamine;histamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.6406,0.516,False,nan,nan
CLOZAPINE,ROPINIROLE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,DRD2;DRD3,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,9,5,adrenergic;cholinergic;dopamine;histamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.6406,0.516,False,nan,nan
CLOZAPINE,8-OH-DPAT,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,DRD2;DRD3,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,9,5,adrenergic;cholinergic;dopamine;histamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.6406,0.516,False,nan,nan
QUETIAPINE,XANOMELINE,CHRM1;DRD1;DRD3;HTR2A,CHRM1;CHRM4,CHRM1;CHRM4;DRD1;DRD3;HTR2A,5,3,cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.7932,0.5148,False,nan,nan
ECOPIPAM,RISPERIDONE,DRD1,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,6,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.1838,0.5146,True,nan,nan
RISPERIDONE,(R)-SKF-38393,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,DRD1,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,6,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.1838,0.5146,False,nan,nan
RISPERIDONE,A-86929,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,DRD1,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,6,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.1838,0.5146,False,nan,nan
RISPERIDONE,ALPHA-PHENYL-GAMMA-BUTYROLACTONE,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,DRD1,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,6,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.1838,0.5146,False,nan,nan
RISPERIDONE,DIHYDREXIDINE,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,DRD1,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,6,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.1838,0.5146,False,nan,nan
RISPERIDONE,FENOLDOPAM,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,DRD1,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,6,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.1838,0.5146,False,nan,nan
RISPERIDONE,MAZAPERTINE,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,DRD1,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,6,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.1838,0.5146,False,nan,nan
XANOMELINE,L-745870,CHRM1;CHRM4,CHRM4;DRD3;DRD4;HTR2A;HTR2C,CHRM1;CHRM4;DRD3;DRD4;HTR2A;HTR2C,6,3,cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.7484,0.5137,False,nan,nan
ECOPIPAM,OLANZAPINE,DRD1,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,8,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.132,0.5133,False,nan,nan
OLANZAPINE,(R)-SKF-38393,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,DRD1,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,8,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.132,0.5133,False,nan,nan
OLANZAPINE,A-86929,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,DRD1,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,8,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.132,0.5133,False,nan,nan
OLANZAPINE,ALPHA-PHENYL-GAMMA-BUTYROLACTONE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,DRD1,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,8,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.132,0.5133,False,nan,nan
