drug_a,drug_b,n_pathways_union,n_target_classes,target_classes,covered_pathways,complementarity,combo_score,ddi_severity,ddi_mechanism,ddi_recommendation,safety_score,adjusted_score,safety_a,safety_b,a_in_trials,b_in_trials
DULOXETINE,ALPHA-PHENYL-GAMMA-BUTYROLACTONE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
DULOXETINE,DIHYDREXIDINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
DULOXETINE,FENOLDOPAM,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
DULOXETINE,MAZAPERTINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
FLUOXETINE,(R)-SKF-38393,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
FLUOXETINE,A-86929,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
FLUOXETINE,ALPHA-PHENYL-GAMMA-BUTYROLACTONE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
FLUOXETINE,DIHYDREXIDINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
FLUOXETINE,FENOLDOPAM,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
FLUOXETINE,MAZAPERTINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
NEFAZODONE,(R)-SKF-38393,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
NEFAZODONE,A-86929,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
NEFAZODONE,ALPHA-PHENYL-GAMMA-BUTYROLACTONE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
NEFAZODONE,DIHYDREXIDINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
NEFAZODONE,FENOLDOPAM,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
NEFAZODONE,MAZAPERTINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
PAROXETINE,(R)-SKF-38393,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
PAROXETINE,A-86929,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
PAROXETINE,ALPHA-PHENYL-GAMMA-BUTYROLACTONE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
PAROXETINE,DIHYDREXIDINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
PAROXETINE,FENOLDOPAM,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
PAROXETINE,MAZAPERTINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
SERTRALINE,(R)-SKF-38393,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
SERTRALINE,A-86929,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
SERTRALINE,ALPHA-PHENYL-GAMMA-BUTYROLACTONE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
SERTRALINE,DIHYDREXIDINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
SERTRALINE,FENOLDOPAM,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
SERTRALINE,MAZAPERTINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
VENLAFAXINE,(R)-SKF-38393,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
VENLAFAXINE,A-86929,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
VENLAFAXINE,ALPHA-PHENYL-GAMMA-BUTYROLACTONE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
VENLAFAXINE,DIHYDREXIDINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
VENLAFAXINE,FENOLDOPAM,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
VENLAFAXINE,MAZAPERTINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6419,unknown,,,0.35,0.2247,,,,
ATOMOXETINE,ISOCLOZAPINE,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6413,unknown,,,0.35,0.2245,,,,
CITALOPRAM,ISOCLOZAPINE,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6413,unknown,,,0.35,0.2245,,,,
DULOXETINE,ISOCLOZAPINE,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6413,unknown,,,0.35,0.2245,,,,
FLUOXETINE,ISOCLOZAPINE,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6413,unknown,,,0.35,0.2245,,,,
NEFAZODONE,ISOCLOZAPINE,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6413,unknown,,,0.35,0.2245,,,,
PAROXETINE,ISOCLOZAPINE,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6413,unknown,,,0.35,0.2245,,,,
SERTRALINE,ISOCLOZAPINE,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6413,unknown,,,0.35,0.2245,,,,
VENLAFAXINE,ISOCLOZAPINE,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6413,unknown,,,0.35,0.2245,,,,
KETANSERIN,RISPERIDONE,4,5,adrenergic;cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.533,unknown,,,0.42,0.2239,,tier_2_acceptable,,True
RISPERIDONE,SEROTONIN,4,5,adrenergic;cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.533,unknown,,,0.42,0.2239,tier_2_acceptable,,True,
DOPAMINE,RISPERIDONE,4,5,adrenergic;cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5321,unknown,,,0.42,0.2235,,tier_2_acceptable,,True
RISPERIDONE,GR-127935,4,5,adrenergic;cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5321,unknown,,,0.42,0.2235,tier_2_acceptable,,True,
ARIPIPRAZOLE,BUSPIRONE,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.422,unknown,,,0.525,0.2215,tier_1_favorable,,True,
APOMORPHINE,ARIPIPRAZOLE,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4214,unknown,,,0.525,0.2212,,tier_1_favorable,,True
ARIPIPRAZOLE,DESMETHYLOLANZAPINE,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4214,unknown,,,0.525,0.2212,tier_1_favorable,,True,
BUSPIRONE,ECOPIPAM,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4206,unknown,,,0.525,0.2208,,tier_1_favorable,,True
APOMORPHINE,ECOPIPAM,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4201,unknown,,,0.525,0.2206,,tier_1_favorable,,True
ECOPIPAM,DESMETHYLOLANZAPINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4201,unknown,,,0.525,0.2206,tier_1_favorable,,True,
XANOMELINE,(R)-SKF-38393,4,2,cholinergic;dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5201,unknown,,,0.42,0.2184,tier_2_acceptable,,False,
XANOMELINE,A-86929,4,2,cholinergic;dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5201,unknown,,,0.42,0.2184,tier_2_acceptable,,False,
XANOMELINE,ALPHA-PHENYL-GAMMA-BUTYROLACTONE,4,2,cholinergic;dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5201,unknown,,,0.42,0.2184,tier_2_acceptable,,False,
XANOMELINE,DIHYDREXIDINE,4,2,cholinergic;dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5201,unknown,,,0.42,0.2184,tier_2_acceptable,,False,
XANOMELINE,FENOLDOPAM,4,2,cholinergic;dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5201,unknown,,,0.42,0.2184,tier_2_acceptable,,False,
XANOMELINE,MAZAPERTINE,4,2,cholinergic;dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5201,unknown,,,0.42,0.2184,tier_2_acceptable,,False,
ARIPIPRAZOLE,BP-897,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4149,unknown,,,0.525,0.2178,tier_1_favorable,,True,
ARIPIPRAZOLE,ABT-724,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4146,unknown,,,0.525,0.2177,tier_1_favorable,,True,
ARIPIPRAZOLE,FAUC 113,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4146,unknown,,,0.525,0.2177,tier_1_favorable,,True,
BUSPIRONE,ATOMOXETINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6203,unknown,,,0.35,0.2171,,,,
BUSPIRONE,CITALOPRAM,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6203,unknown,,,0.35,0.2171,,,,
BUSPIRONE,DULOXETINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6203,unknown,,,0.35,0.2171,,,,
BUSPIRONE,FLUOXETINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6203,unknown,,,0.35,0.2171,,,,
BUSPIRONE,NEFAZODONE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6203,unknown,,,0.35,0.2171,,,,
BUSPIRONE,PAROXETINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6203,unknown,,,0.35,0.2171,,,,
BUSPIRONE,SERTRALINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6203,unknown,,,0.35,0.2171,,,,
BUSPIRONE,VENLAFAXINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6203,unknown,,,0.35,0.2171,,,,
SEROTONIN,ATOMOXETINE,4,2,serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6203,unknown,,,0.35,0.2171,,,,
SEROTONIN,CITALOPRAM,4,2,serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6203,unknown,,,0.35,0.2171,,,,
SEROTONIN,DULOXETINE,4,2,serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6203,unknown,,,0.35,0.2171,,,,
SEROTONIN,FLUOXETINE,4,2,serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6203,unknown,,,0.35,0.2171,,,,
SEROTONIN,NEFAZODONE,4,2,serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6203,unknown,,,0.35,0.2171,,,,
SEROTONIN,PAROXETINE,4,2,serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6203,unknown,,,0.35,0.2171,,,,
SEROTONIN,SERTRALINE,4,2,serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6203,unknown,,,0.35,0.2171,,,,
SEROTONIN,VENLAFAXINE,4,2,serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6203,unknown,,,0.35,0.2171,,,,
ECOPIPAM,BP-897,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4135,unknown,,,0.525,0.2171,tier_1_favorable,,True,
APOMORPHINE,ATOMOXETINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6198,unknown,,,0.35,0.2169,,,,
APOMORPHINE,CITALOPRAM,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6198,unknown,,,0.35,0.2169,,,,
APOMORPHINE,DULOXETINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6198,unknown,,,0.35,0.2169,,,,
APOMORPHINE,FLUOXETINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6198,unknown,,,0.35,0.2169,,,,
APOMORPHINE,NEFAZODONE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6198,unknown,,,0.35,0.2169,,,,
APOMORPHINE,PAROXETINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6198,unknown,,,0.35,0.2169,,,,
APOMORPHINE,SERTRALINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6198,unknown,,,0.35,0.2169,,,,
APOMORPHINE,VENLAFAXINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6198,unknown,,,0.35,0.2169,,,,
ATOMOXETINE,DESMETHYLOLANZAPINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6198,unknown,,,0.35,0.2169,,,,
CITALOPRAM,DESMETHYLOLANZAPINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6198,unknown,,,0.35,0.2169,,,,
DULOXETINE,DESMETHYLOLANZAPINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6198,unknown,,,0.35,0.2169,,,,
FLUOXETINE,DESMETHYLOLANZAPINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6198,unknown,,,0.35,0.2169,,,,
NEFAZODONE,DESMETHYLOLANZAPINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6198,unknown,,,0.35,0.2169,,,,
PAROXETINE,DESMETHYLOLANZAPINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6198,unknown,,,0.35,0.2169,,,,
SERTRALINE,DESMETHYLOLANZAPINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6198,unknown,,,0.35,0.2169,,,,
VENLAFAXINE,DESMETHYLOLANZAPINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6198,unknown,,,0.35,0.2169,,,,
ECOPIPAM,ABT-724,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4132,unknown,,,0.525,0.2169,tier_1_favorable,,True,
ECOPIPAM,FAUC 113,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4132,unknown,,,0.525,0.2169,tier_1_favorable,,True,
DOPAMINE,ATOMOXETINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6195,unknown,,,0.35,0.2168,,,,
DOPAMINE,CITALOPRAM,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6195,unknown,,,0.35,0.2168,,,,
DOPAMINE,DULOXETINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6195,unknown,,,0.35,0.2168,,,,
DOPAMINE,FLUOXETINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6195,unknown,,,0.35,0.2168,,,,
DOPAMINE,NEFAZODONE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6195,unknown,,,0.35,0.2168,,,,
DOPAMINE,PAROXETINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6195,unknown,,,0.35,0.2168,,,,
DOPAMINE,SERTRALINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6195,unknown,,,0.35,0.2168,,,,
DOPAMINE,VENLAFAXINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6195,unknown,,,0.35,0.2168,,,,
QUETIAPINE,XANOMELINE,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5148,unknown,,,0.42,0.2162,,tier_2_acceptable,,False
RISPERIDONE,(R)-SKF-38393,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5146,unknown,,,0.42,0.2161,tier_2_acceptable,,True,
RISPERIDONE,A-86929,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5146,unknown,,,0.42,0.2161,tier_2_acceptable,,True,
RISPERIDONE,ALPHA-PHENYL-GAMMA-BUTYROLACTONE,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5146,unknown,,,0.42,0.2161,tier_2_acceptable,,True,
RISPERIDONE,DIHYDREXIDINE,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5146,unknown,,,0.42,0.2161,tier_2_acceptable,,True,
RISPERIDONE,FENOLDOPAM,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5146,unknown,,,0.42,0.2161,tier_2_acceptable,,True,
RISPERIDONE,MAZAPERTINE,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5146,unknown,,,0.42,0.2161,tier_2_acceptable,,True,
XANOMELINE,L-745870,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5137,unknown,,,0.42,0.2158,tier_2_acceptable,,False,
ZIPRASIDONE,XANOMELINE,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5124,unknown,,,0.42,0.2152,,tier_2_acceptable,,False
ARIPIPRAZOLE,5-OH-DPAT,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.41,unknown,,,0.525,0.2152,tier_1_favorable,,True,
ARIPIPRAZOLE,ABAPERIDONE,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.41,unknown,,,0.525,0.2152,tier_1_favorable,,True,
ARIPIPRAZOLE,CLEBOPRIDE,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.41,unknown,,,0.525,0.2152,tier_1_favorable,,True,
ARIPIPRAZOLE,DIFLUOROBENZTROPINE,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.41,unknown,,,0.525,0.2152,tier_1_favorable,,True,
ARIPIPRAZOLE,IOXIPRIDE,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.41,unknown,,,0.525,0.2152,tier_1_favorable,,True,
ARIPIPRAZOLE,LEVOSULPIRIDE,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.41,unknown,,,0.525,0.2152,tier_1_favorable,,True,
ATOMOXETINE,BP-897,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6132,unknown,,,0.35,0.2146,,,,
CITALOPRAM,BP-897,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6132,unknown,,,0.35,0.2146,,,,
DULOXETINE,BP-897,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6132,unknown,,,0.35,0.2146,,,,
FLUOXETINE,BP-897,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6132,unknown,,,0.35,0.2146,,,,
NEFAZODONE,BP-897,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6132,unknown,,,0.35,0.2146,,,,
PAROXETINE,BP-897,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6132,unknown,,,0.35,0.2146,,,,
SERTRALINE,BP-897,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6132,unknown,,,0.35,0.2146,,,,
VENLAFAXINE,BP-897,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6132,unknown,,,0.35,0.2146,,,,
ATOMOXETINE,ABT-724,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6129,unknown,,,0.35,0.2145,,,,
ATOMOXETINE,FAUC 113,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6129,unknown,,,0.35,0.2145,,,,
CITALOPRAM,ABT-724,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6129,unknown,,,0.35,0.2145,,,,
CITALOPRAM,FAUC 113,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6129,unknown,,,0.35,0.2145,,,,
DULOXETINE,ABT-724,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6129,unknown,,,0.35,0.2145,,,,
DULOXETINE,FAUC 113,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6129,unknown,,,0.35,0.2145,,,,
FLUOXETINE,ABT-724,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6129,unknown,,,0.35,0.2145,,,,
FLUOXETINE,FAUC 113,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6129,unknown,,,0.35,0.2145,,,,
NEFAZODONE,ABT-724,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6129,unknown,,,0.35,0.2145,,,,
