gene,n_R273H,n_other_mut,median_R273H,median_other_mut,cohens_d,ci_lower,ci_upper,mann_whitney_U,p_value,biology,fdr,significant
FAM86B2,59,631,-0.0341215642904051,-0.022181357220507,-0.08309665162779457,-0.34996100530617696,0.18376770205058784,18054.0,0.7021117548821629,,0.9987138705371611,False
BBS4,66,729,0.07762639727912471,0.0945827063664047,-0.08306593247633133,-0.33503831731676437,0.16890645236410173,22188.0,0.2956057627518065,,0.9835768703859319,False
DOCK3,66,729,-0.0201123624933151,-0.0085819739238116,-0.08305477336852302,-0.3350271493216659,0.16891760258461985,22619.0,0.4210225412420123,,0.9961936479789312,False
NRN1,66,729,-0.05573060342075935,-0.0651613819029943,-0.08299042750915878,-0.334962752239526,0.1689818972212084,24275.0,0.9030995337535287,,0.9987138705371611,False
KIR2DL4,66,729,0.04499932322717255,0.0444674479385979,-0.08292612550259583,-0.3348983990847453,0.16904614807955365,22324.0,0.3321579706464226,,0.9842389214130154,False
ARL13A,66,729,0.10012240035411665,0.1043881232478141,-0.0829219897592492,-0.3348942600530305,0.16905028053453214,23434.0,0.7275039181479115,,0.9987138705371611,False
IMPG2,66,729,0.031053198787360348,0.021712432624741,-0.08291937720627564,-0.3348916454228762,0.16905289101032495,23546.0,0.7750656425328128,,0.9987138705371611,False
ENTPD6,66,729,0.02621936169674955,0.0381785556060536,-0.08291172368758248,-0.334883985819423,0.16906053844425806,22503.0,0.3845298924013577,,0.99034161319868,False
LPCAT1,66,729,0.0468712455535709,0.0566940763054673,-0.08289217579578503,-0.3348644223890571,0.16908007079748702,22767.0,0.4704145613852807,,0.9987138705371611,False
ATP6V0D2,66,729,-0.01816575689100955,-0.0200601540387876,-0.08286761863191511,-0.33483984570995245,0.16910460844612224,23846.0,0.9062035238025045,,0.9987138705371611,False
DNAH11,66,729,0.0775787405078534,0.084814637766551,-0.08285146892672274,-0.33482368317396616,0.16912074532052068,22325.0,0.33243712000365133,,0.9842389214130154,False
ATP5F1A,66,729,-0.5347255096918634,-0.4873691557622463,-0.08275571473961028,-0.33472785296238033,0.16921642348315974,22231.0,0.30685964644913355,,0.9842389214130154,False
SC5D,66,729,0.019735765310721,0.0395549946808064,-0.08275212000475649,-0.33472425537518213,0.16922001536566914,22531.0,0.393156525661861,,0.9906958902023245,False
UGT2B15,66,729,-0.08678367533476311,-0.0785814555292427,-0.08274319183864007,-0.3347153201252947,0.1692289364480146,23232.0,0.6444267257990179,,0.9987138705371611,False
FBRSL1,66,729,-0.0492283288430436,-0.0353964339792233,-0.08271213939253884,-0.33468424304756306,0.16925996426248535,22888.0,0.5130639488982188,,0.9987138705371611,False
AGPAT3,66,729,-0.01076770726410885,-0.0004170981043652,-0.08268292545757314,-0.33465500594776154,0.1692891550326153,23070.0,0.5808121666494147,,0.9987138705371611,False
SLIRP,66,729,-0.2013569043453559,-0.2061008560148849,-0.0826698741809866,-0.3346419443249673,0.16930219596299412,23182.0,0.6244833868032961,,0.9987138705371611,False
FBXL6,66,729,-0.24062248072670114,-0.2279152020244483,-0.08260730510084438,-0.33457932566678394,0.16936471546509516,22183.0,0.2943153397271151,,0.983482735118692,False
ITIH4,66,729,-0.1040747998698323,-0.0949156484714063,-0.08260078973146898,-0.33457280513696397,0.16937122567402604,22524.0,0.39098894860842803,,0.99034161319868,False
UCN,66,729,-0.21559677709798758,-0.2081227489942912,-0.08258655381964788,-0.33455855795112244,0.16938545031182664,22713.0,0.452032120069499,,0.9987138705371611,False
DNAJC9,66,729,-1.329553134099525,-1.174616749198809,-0.08256444994704343,-0.3345364365773766,0.16940753668328973,22646.0,0.4297993172287954,,0.9961936479789312,False
ACTN4,66,729,-0.01335797262122345,0.0214926433572153,-0.08255623056107321,-0.33452821068475325,0.16941574956260685,22071.0,0.2663985727785496,,0.9754710351415125,False
LOXHD1,66,729,0.12517510281927446,0.1306966774411781,-0.08253005656686543,-0.33450201597493046,0.16944190284119956,23232.0,0.6444267257990179,,0.9987138705371611,False
ZNF766,66,729,0.028521130416614,0.032400457243005,-0.08250570054577476,-0.33447764068297264,0.1694662395914231,23370.0,0.7007767549445755,,0.9987138705371611,False
DDX55,66,729,-1.4385054989710806,-1.3903690461560958,-0.08250142494418736,-0.33447336169904873,0.169470511810674,22239.0,0.3089842992627744,,0.9842389214130154,False
BEND2,66,729,0.1655316095909698,0.1612441300804977,-0.08248071900618974,-0.3344526393835079,0.16949120137112839,23605.0,0.8004771719025896,,0.9987138705371611,False
CATSPERD,66,729,-0.1435476035556003,-0.1446385595540475,-0.08247018651723503,-0.3344420985653656,0.16950172553089554,23524.0,0.7656498941724754,,0.9987138705371611,False
AATF,66,729,-0.7566560875098871,-0.7011826544771781,-0.08246869778062924,-0.33444060865153924,0.1695032130902808,21984.0,0.2460108458016833,,0.9753460179864408,False
BANK1,66,729,-0.035574379728703504,-0.0333104755114467,-0.08245874741083489,-0.3344306504140213,0.16951315559235156,23867.0,0.9155239061267965,,0.9987138705371611,False
SEPSECS,66,729,-0.4685410796674241,-0.4699681369258898,-0.08241439519585764,-0.33438626314144215,0.16955747274972688,23490.0,0.7511666005760158,,0.9987138705371611,False
UNC5D,66,729,0.0831071654774571,0.0749978189690939,-0.08239651298318579,-0.3343683667993538,0.1695753408329822,24213.0,0.9306381452598002,,0.9987138705371611,False
SELP,66,729,-0.10744031196938705,-0.0951571136934449,-0.0823624260978838,-0.33433425298919756,0.16960940079342995,23002.0,0.5550149054370271,,0.9987138705371611,False
CSDC2,66,729,-0.14134362951193474,-0.1338701794168133,-0.08232566378725406,-0.3342974616529084,0.16964613407840032,22604.0,0.4161923496438772,,0.9961936479789312,False
FSTL5,66,729,0.0592034594033818,0.060962283639241,-0.08229942370635346,-0.334271200862092,0.16967235344938508,23681.0,0.8335208011521186,,0.9987138705371611,False
DHTKD1,66,729,0.1053513396190628,0.1047376610843544,-0.08228956434524669,-0.33426133372121597,0.16968220503072257,23115.0,0.598186791134595,,0.9987138705371611,False
SLC5A10,66,729,0.04903859193936685,0.0638163973796255,-0.08227434435321927,-0.33424610172131225,0.16969741301487368,22627.0,0.42361203960154825,,0.9961936479789312,False
TAFAZZIN,66,729,-0.3772402012108209,-0.3680026152834855,-0.08225798338385776,-0.3342297278463721,0.1697137610786566,22804.0,0.4832445143312839,,0.9987138705371611,False
ZSCAN30,66,729,-0.035171911786426,-0.0130383920362692,-0.08224934774623015,-0.33422108539796386,0.16972238990550353,21941.0,0.23634865361992075,,0.9753460179864408,False
SLC48A1,66,729,-0.074532167869057,-0.0584664031519862,-0.08224621675451041,-0.3342179519370607,0.16972551842803993,22888.0,0.5130639488982188,,0.9987138705371611,False
AAMDC,66,729,-0.0352978215467996,-0.0322632404065325,-0.08222302737257926,-0.3341947442702914,0.1697486895251329,23100.0,0.5923690587079038,,0.9987138705371611,False
TOLLIP,66,729,0.06430120098148484,0.0814773932156535,-0.08212018896326553,-0.3340918248349647,0.1698514469084336,22281.0,0.32029791447653,,0.9842389214130154,False
SLC5A1,66,729,-0.052334210286373806,-0.0492284086309122,-0.08210284320826464,-0.33407446542329766,0.16986877900676836,22553.0,0.40001616136927864,,0.9912978116162892,False
CPT1C,66,729,-0.0067737139055696,-0.020787478542511,-0.08205526820369761,-0.3340268529767643,0.16991631656936906,24764.0,0.6924980870175532,,0.9987138705371611,False
PRLHR,66,729,-0.1173034799898201,-0.1032553064595592,-0.08203944737746399,-0.33401101970420216,0.16993212494927418,22254.0,0.3129941728440757,,0.9842389214130154,False
PRKD2,66,729,-0.018547581335682302,-0.0160766980847796,-0.08201632562272276,-0.3339878797637686,0.16995522851832306,23070.0,0.5808121666494147,,0.9987138705371611,False
SGSM2,66,729,0.0466140915769509,0.0475997214174829,-0.08194021153076157,-0.3339117058428539,0.17003128278133073,23483.0,0.7481954087687154,,0.9987138705371611,False
AOX1,66,729,0.0339692871797075,0.0444916419210461,-0.08191650067796302,-0.33388797636364875,0.1700549750077227,22574.0,0.40663066259377223,,0.994312615705568,False
SHISAL1,66,729,0.08122914152936636,0.08378230071114,-0.081898454447565,-0.33386991596038285,0.17007300706525286,22727.0,0.45675856320950037,,0.9987138705371611,False
RAD51B,66,729,-0.21366889804271477,-0.1955174947713455,-0.0818774482291737,-0.3338488932483861,0.17009399679003873,22936.0,0.5305241976304568,,0.9987138705371611,False
ACSL6,66,729,-0.0313125153626415,-0.0209728043131817,-0.08186154454979307,-0.3338329770846113,0.1701098879850252,23310.0,0.6760513301921138,,0.9987138705371611,False
CSN2,66,729,-0.01578452162106005,0.0067869779370767,-0.08186022967651668,-0.33383166117926744,0.17011120182623407,21591.0,0.16756289305720007,,0.9602076241739516,False
PLPPR2,66,729,-0.10262506496642405,-0.1014626441309388,-0.08182402622555793,-0.3337954293180845,0.17014737686696865,23618.0,0.8061058662125734,,0.9987138705371611,False
AFDN,66,729,-0.06680552839605636,-0.0644574948044209,-0.08181139812275304,-0.3337827913084829,0.17015999506297677,22785.0,0.4766325453313114,,0.9987138705371611,False
DCTN6,66,729,-1.2135367430499298,-1.1772772599103063,-0.0818033869893022,-0.3337747738910586,0.17016799991245415,22592.0,0.4123518510132004,,0.9961436827866252,False
CCM2L,66,729,0.049816871642127405,0.060338979049432,-0.0817990539807066,-0.3337704374838855,0.17017232952247235,22643.0,0.4288189033310159,,0.9961936479789312,False
HDAC10,66,729,0.0272042440785338,0.0447527426175564,-0.08179100672739624,-0.3337623839192227,0.1701803704644302,22264.0,0.3156863738366078,,0.9842389214130154,False
GGCX,66,729,-0.26172225734420773,-0.2290002886289314,-0.08177464150564225,-0.3337460058643605,0.17019672285307602,23169.0,0.61934209012429,,0.9987138705371611,False
EFCAB11,66,729,0.02692215099846305,0.0342271674640586,-0.0817739305846112,-0.333745294385905,0.17019743321668263,22654.0,0.4324201105856269,,0.9961936479789312,False
PIMREG,66,729,-0.1471304700205939,-0.1297521810981913,-0.08174795772604389,-0.333719301165661,0.17022338571357326,22588.0,0.41107636848119666,,0.995643688948978,False
DUOX2,66,729,-0.1567068278640817,-0.1602533196882389,-0.08169530794811124,-0.3336666101322601,0.17027599423603762,23779.0,0.8765594736534533,,0.9987138705371611,False
F11,66,729,-0.0244093268571116,-0.0030017538973762,-0.08168981319464466,-0.33366111107472973,0.17028148468544038,22111.0,0.27615199193635787,,0.9781333047992086,False
RASSF7,66,729,0.031200648332149798,0.050003128601916,-0.08168853129163678,-0.33365982816764334,0.17028276558436978,22458.0,0.37091050941615267,,0.989701836955511,False
UBFD1,66,729,-0.1558577122014152,-0.1384477768057071,-0.08167218033789536,-0.33364346440804316,0.17029910373225243,22032.0,0.25711978752454767,,0.9753460179864408,False
MRM1,66,729,-0.1711215025934834,-0.171785206161845,-0.08165286546796423,-0.33362413441425365,0.17031840347832516,22784.0,0.4762859249070539,,0.9987138705371611,False
GPC6,66,729,0.01356816072299355,0.0220092148935706,-0.0816011354942065,-0.3335723639526972,0.17037009296428418,22763.0,0.4690388953851232,,0.9987138705371611,False
TXNDC9,66,729,-0.2362225106759287,-0.2226850138718925,-0.08160011247364464,-0.33357134013170053,0.17037111518441128,23440.0,0.7300272703916592,,0.9987138705371611,False
DDX46,66,729,-0.7490070784221938,-0.7421962109295145,-0.08158657960951445,-0.3335577966800909,0.17038463746106203,23587.0,0.7927007275162422,,0.9987138705371611,False
STX6,66,729,0.037414741934847895,0.0380769576257952,-0.08158446540494907,-0.3335556808216294,0.17038675001173126,23679.0,0.8326471785440359,,0.9987138705371611,False
PRDM11,66,729,-0.03768471017767775,-0.0189811741717854,-0.08154896142269785,-0.33352014907178856,0.17042222622639286,21986.0,0.2464668932908215,,0.9753460179864408,False
FBXL8,66,729,-0.09460722500527324,-0.0815850001785372,-0.08152605326083777,-0.3334972229999171,0.1704451164782415,23434.0,0.7275039181479115,,0.9987138705371611,False
PRPF38A,66,729,-2.336481826836933,-2.350290884415115,-0.08151276539954397,-0.3334839247522404,0.17045839395315251,23262.0,0.6565179711143718,,0.9987138705371611,False
RALBP1,66,729,-0.0766325664883286,-0.0826936690797667,-0.0814858742399705,-0.33345701257852045,0.17048526409857945,23320.0,0.680148926662087,,0.9987138705371611,False
IFTAP,66,729,0.0096845603746387,0.0138535784277748,-0.08148456760408104,-0.3334557049217345,0.17048656971357243,22681.0,0.4413333087006467,,0.9984289122270119,False
MLF1,66,729,0.03685432021643495,0.0602181875825396,-0.08144969003854126,-0.3334208001118192,0.1705214200347367,22336.0,0.33551775980954635,,0.9842389214130154,False
BEST3,66,729,-0.07856814630831749,-0.0799771576144715,-0.08142222853376532,-0.3333933171638789,0.17054886009634826,22697.0,0.44666448521636837,,0.9987138705371611,False
SLC25A36,66,729,-0.00729561644409825,0.0053949909411646,-0.08140117252402712,-0.3333722447175682,0.17056989966951397,22415.0,0.35817998502875636,,0.9892831781972121,False
SF3A3,66,729,-2.2711478840773083,-2.25160278994711,-0.08137511278133656,-0.3333461646382165,0.17059593907554332,23411.0,0.7178586260831663,,0.9987138705371611,False
ZNF500,66,729,-0.10120140962310875,-0.0764683057983213,-0.081361824039006,-0.3333328655280423,0.17060921745003033,21366.0,0.13206149275360674,,0.9553165606534705,False
CCDC166,66,729,-0.02784041291553415,-0.0174326139959804,-0.08134118808588967,-0.3333122134781622,0.1706298373063829,23288.0,0.6670704631929358,,0.9987138705371611,False
PLCZ1,66,729,0.0029873753128653,0.0053737854552526,-0.08129460688583236,-0.33326559595815003,0.17067638218648534,23398.0,0.7124266512596573,,0.9987138705371611,False
PXMP4,66,729,-0.0359495981975158,-0.0163474227852933,-0.08129148902820424,-0.33326247567023126,0.1706794976138228,22395.0,0.35235361710782487,,0.9892831781972121,False
RUNX1T1,66,729,-0.02842321562029375,-0.0221287253186672,-0.08126492584840718,-0.33323589178889124,0.1707060400920769,23919.0,0.9386502912180782,,0.9987138705371611,False
ASIC2,66,729,0.030785956135719002,0.0336762308142792,-0.08121037480068911,-0.3331812982489902,0.17076054864761198,23066.0,0.5792792579074091,,0.9987138705371611,False
AP2A2,66,729,0.1016614016354095,0.1052137084917982,-0.0812034170383345,-0.33317433506898314,0.17076750099231414,23189.0,0.6272593895472012,,0.9987138705371611,False
FOXC2,66,729,-0.22458727168961956,-0.2033761488392389,-0.08114406992066306,-0.3331149417596182,0.17082680191829205,22299.0,0.3252284834535528,,0.9842389214130154,False
FAR2,66,729,-0.18968361497874586,-0.1771604554495101,-0.08114075549876996,-0.33311162475900363,0.17083011376146368,23165.0,0.6177638755781318,,0.9987138705371611,False
NABP1,66,729,0.0315368842342036,0.0447585408308019,-0.08113416008493479,-0.3331050242140485,0.1708367040441789,22936.0,0.5305241976304568,,0.9987138705371611,False
CCDC171,66,729,0.047388187753326455,0.0312013731607206,-0.08097230670913401,-0.33294304504974515,0.1709984316314771,25178.0,0.5305241976304568,,0.9987138705371611,False
ALDOC,66,729,-0.2587199123614603,-0.2423453874095742,-0.08094204143723513,-0.33291275628428296,0.17102867340981273,23157.0,0.6146127395734118,,0.9987138705371611,False
KANK3,66,729,0.03767490534683275,0.0394285422849152,-0.08094172837574598,-0.3329124429798243,0.17102898622833235,23036.0,0.5678434252525905,,0.9987138705371611,False
JAG1,66,729,-0.0422610901522045,-0.0324234553921953,-0.08093543308810647,-0.33290614280655945,0.1710352766303465,22545.0,0.39751346421251643,,0.9912978116162892,False
CTRL,66,729,0.1509757116521218,0.1485353353156181,-0.08091135779192778,-0.33288204882961175,0.17105933324575623,23699.0,0.8413925305752135,,0.9987138705371611,False
MINDY4,66,729,0.00346485237422145,-0.0114246483178068,-0.0808870259195045,-0.3328576980829794,0.1710836462439704,23612.0,0.8035067399775497,,0.9987138705371611,False
KIRREL1,66,729,0.1133170099947426,0.1391421133023959,-0.08085711420614373,-0.33282776317490936,0.17111353476262192,23269.0,0.6593524041516907,,0.9987138705371611,False
TMEM161B,66,729,-0.0755465052915358,-0.049502458090072,-0.0807428072937325,-0.3327133677034738,0.1712277531160088,22214.0,0.30237696298216044,,0.9842389214130154,False
FASTK,66,729,0.050808945111708304,0.0540442456757426,-0.0807147997880992,-0.3326853385181927,0.1712557389419943,22451.0,0.36881917437870504,,0.9892831781972121,False
MMP1,66,729,0.09674773130354855,0.1251463499566647,-0.0806822462521814,-0.3326527597931506,0.17128826728878782,21883.0,0.22374557707977816,,0.9753460179864408,False
ATIC,66,729,-0.39684776146872025,-0.3087709319716567,-0.08067715007675408,-0.33264765967534793,0.17129335952183977,22592.0,0.4123518510132004,,0.9961436827866252,False
ARSH,66,729,0.08693146354647566,0.0951694390788007,-0.08066639071962209,-0.3326368919956497,0.17130411055640551,22661.0,0.4347208766638523,,0.997408336171105,False
LRRC56,66,729,-0.0752236912103025,-0.0747152662701902,-0.0806614810851056,-0.3326319785638068,0.17130901639359555,22892.0,0.5145074517493651,,0.9987138705371611,False
ZNF589,66,729,0.03266760176555815,0.034579094921766,-0.08063632107480832,-0.33260679909728136,0.17133415694766468,23515.0,0.7618078665461823,,0.9987138705371611,False
MFSD14B,66,729,-0.1585755383731605,-0.1587194833892999,-0.08063474358823323,-0.33260522039103857,0.17133573321457207,22943.0,0.5330954584063206,,0.9987138705371611,False
OR8D1,60,641,0.0166760283458546,0.0321668370246478,-0.08060430289731398,-0.345245628060219,0.1840370222655911,17505.0,0.25027171432300765,,0.9753460179864408,False
WDR82,66,729,-2.0847332946013926,-2.0955548869868497,-0.08059786260866186,-0.33256831090294203,0.1713725856856183,23156.0,0.6142193456031038,,0.9987138705371611,False
GIP,66,729,-0.13880504091493118,-0.1347954077651741,-0.08056813998064791,-0.33253856530920556,0.17140228534790972,22799.0,0.4814997092158162,,0.9987138705371611,False
ARMCX2,66,729,-0.0026828775945329,-0.0012925939964556,-0.08056020752182377,-0.3325306267226562,0.1714102116790087,23538.0,0.7716378246666493,,0.9987138705371611,False
TMEM154,66,729,0.01079544085909815,0.0172514174937015,-0.08055917131492114,-0.33252958971534124,0.17141124708549899,23175.0,0.6217127033960391,,0.9987138705371611,False
RPS17,60,641,-1.7294801094987373,-1.6460625255129466,-0.08055041288377672,-0.3451916930881771,0.18409086732062363,17731.0,0.3177850122695641,,0.9842389214130154,False
CAVIN3,66,729,0.0243404079766683,0.0318360291393578,-0.0805491604542534,-0.3325195711223694,0.1714212502138626,22324.0,0.3321579706464226,,0.9842389214130154,False
CARNMT1,66,729,0.039244058377390104,0.0803955794756391,-0.08054691315667992,-0.3325173220891343,0.17142349577577445,22465.0,0.3730091894567221,,0.99034161319868,False
OR11H6,60,641,-0.0591203737901541,-0.0490050539825079,-0.08054571699870658,-0.3451869932869224,0.18409555928950924,17866.0,0.36334052917899506,,0.9892831781972121,False
ABCB7,66,729,-1.0631197698927513,-1.050336403872481,-0.08054542878680467,-0.33251583657285805,0.17142497899924874,22896.0,0.5159530628918386,,0.9987138705371611,False
KCNK10,66,729,0.045325556695577154,0.055539245282261,-0.08046613526419884,-0.332436481841383,0.17150421131298538,22696.0,0.44633021669601014,,0.9987138705371611,False
INTS4,22,250,-1.8149059255486635,-1.791504885560761,-0.08046115347224357,-0.5163777923204367,0.3554554853759495,2615.0,0.7037721837224177,,0.9987138705371611,False
DRD4,66,729,-0.002563370751898,-0.0011977114122677,-0.08044896722817356,-0.33241930056081215,0.171521366104465,22813.0,0.4863937949467868,,0.9987138705371611,False
DUSP9,66,729,-0.00934182831146445,-0.0029172616174823,-0.08044125499348419,-0.3324115823773203,0.17152907239035192,22748.0,0.46390002070665637,,0.9987138705371611,False
KRT84,66,729,0.0238024402340341,0.0195999947594344,-0.08044042616740196,-0.3324107529119602,0.1715299005771563,24285.0,0.8986678418691008,,0.9987138705371611,False
OR8I2,60,641,-0.21364574401094422,-0.2009713106043257,-0.08040429636594723,-0.345045454821829,0.1842368620899346,17952.0,0.3943896696161133,,0.9906958902023245,False
SLC12A9,66,729,-0.06881372928903585,-0.04751776969077,-0.0803458623760909,-0.33231611622634216,0.17162439147416034,21839.0,0.21451053379829244,,0.9730302002370812,False
CYTL1,66,729,0.14368846497133694,0.1471227022412044,-0.08034066368319559,-0.3323109135285307,0.17162958616213952,23567.0,0.7840843838193269,,0.9987138705371611,False
RTRAF,66,729,-0.5155246497798662,-0.4736876253863483,-0.08033341557527608,-0.3323036598373201,0.17163682868676794,22873.0,0.5076696607197879,,0.9987138705371611,False
CCDC17,66,729,-0.1520205241899485,-0.1391156009301568,-0.0803317090800012,-0.33230195202758783,0.17163853386758543,22849.0,0.4991011235772722,,0.9987138705371611,False
RBM24,66,729,0.04495156334277145,0.0582386016399967,-0.08031594569876895,-0.3322861765056595,0.17165428510812164,22217.0,0.3031648429274454,,0.9842389214130154,False
GULP1,66,729,0.09714133051697124,0.1254465039501619,-0.08030947948621518,-0.3322797053136246,0.17166074634119421,22804.0,0.4832445143312839,,0.9987138705371611,False
DND1,66,729,-0.0799534239774819,-0.0915841984067232,-0.08029900565842937,-0.3322692234210358,0.17167121210417705,23780.0,0.8770007573998702,,0.9987138705371611,False
UBALD2,66,729,-0.09867606682998414,-0.1061845879578451,-0.08026888198142956,-0.33223907655479434,0.17170131259193522,23754.0,0.8655401995044039,,0.9987138705371611,False
ADGRE1,66,729,-0.07722999009027726,-0.0735513860113289,-0.08026268714543823,-0.33223287695108944,0.171707502660213,22294.0,0.32385395366260417,,0.9842389214130154,False
IFNE,66,729,0.13607573065638295,0.1485522260187433,-0.08021420328292982,-0.3321843557867936,0.17175594922093396,22911.0,0.5213928099985967,,0.9987138705371611,False
GPR107,66,729,0.07139544564614435,0.0728179846340516,-0.08020532958541506,-0.332175475264606,0.17176481609377592,23958.0,0.9560301834677175,,0.9987138705371611,False
RDM1,66,729,-0.28741704895867803,-0.2908771887669913,-0.08020106792947199,-0.3321712103313339,0.1717690744723899,23099.0,0.5919821344543721,,0.9987138705371611,False
GPR6,66,729,-0.0421377567254609,-0.0199624372269675,-0.0801892868654483,-0.33215942020825817,0.17178084647736158,21943.0,0.23679202063566607,,0.9753460179864408,False
INCENP,66,729,-1.2195946098426704,-1.2252364976267338,-0.08017313689247638,-0.33214325781892273,0.17179698403397,23658.0,0.8234868166741615,,0.9987138705371611,False
RHBDL3,66,729,-0.0944333405060944,-0.1031016300666845,-0.08011013572418131,-0.3320802082381998,0.1718599367898372,23936.0,0.9462230389751962,,0.9987138705371611,False
PPM1N,66,729,-0.1375107705093496,-0.1275043642550369,-0.08004695690117769,-0.33201698090446163,0.17192306710210625,23194.0,0.6292454873988014,,0.9987138705371611,False
C6orf52,66,729,0.01093500128585855,0.0075573354736469,-0.07999871470885446,-0.33196870169599363,0.17197127227828474,24161.0,0.9538006488143104,,0.9987138705371611,False
ZC2HC1C,66,729,-0.049991717105629455,-0.0448084775819599,-0.07993796414992752,-0.33190790455501207,0.17203197625515707,23358.0,0.6958052146805953,,0.9987138705371611,False
ARSI,66,729,-0.05533882661607735,-0.0440831137176119,-0.07992551604828067,-0.3318954469128303,0.17204441481626892,22891.0,0.5141463782216422,,0.9987138705371611,False
FER,66,729,0.0209576330582526,0.0352276315674094,-0.07992524924852593,-0.33189517990860984,0.17204468141155796,22129.0,0.2806195154805704,,0.97813586964291,False
DNAJC7,66,729,-0.0992745278015965,-0.0932384449293243,-0.07992454728724704,-0.3318944774093764,0.17204538283488233,22815.0,0.48709513886626055,,0.9987138705371611,False
PREB,66,729,-0.9328653544194555,-0.9021527380096268,-0.07987066115626236,-0.33184054999635293,0.17209922768382824,22622.0,0.4219925126486901,,0.9961936479789312,False
CHAD,66,729,-0.08865104710953135,-0.0972437362132501,-0.07986736274104383,-0.33183724905513035,0.17210252357304268,22963.0,0.5404764787570586,,0.9987138705371611,False
B4GALT3,66,729,-0.27408795851369216,-0.2566588882098325,-0.07985403300571407,-0.3318239091126375,0.1721158431012093,22321.0,0.3313214315451921,,0.9842389214130154,False
SLC14A1,66,729,0.044900351929394094,0.0428128682661675,-0.07983801447141542,-0.3318078783144977,0.17213184937166687,23008.0,0.5572684349807671,,0.9987138705371611,False
ERBB4,66,729,-0.08048927799528136,-0.0747248611683817,-0.07979135123408532,-0.33176117936566335,0.17217847689749272,22811.0,0.48569299733120075,,0.9987138705371611,False
KDM4D,66,729,0.045249664970249195,0.0590064931149244,-0.07974962932510556,-0.33171942554446643,0.17222016689425534,22795.0,0.4801063372355425,,0.9987138705371611,False
HOXB2,66,729,0.032084957293420396,0.0377162025448499,-0.0797332780867196,-0.33170306180391096,0.17223650563047177,22587.0,0.41075786422635674,,0.995643688948978,False
DNAH2,66,729,-0.16934214383695262,-0.1701759876576774,-0.079719460549476,-0.33168923370376574,0.17225031260481377,24158.0,0.9551383273425558,,0.9987138705371611,False
STIMATE,66,729,-0.07963599038656641,-0.0691654376411896,-0.07970751430948665,-0.3316772783328747,0.17226224971390142,22318.0,0.3304862560048615,,0.9842389214130154,False
TEX55,66,729,0.11707746180908196,0.1291436551413096,-0.07970046537064555,-0.33167022400694113,0.17226929326565,23105.0,0.594305417901589,,0.9987138705371611,False
IFNA10,66,729,0.1695304933700648,0.181326697469203,-0.07965687396324599,-0.33162659929575367,0.17231285136926167,22484.0,0.37874257889257534,,0.99034161319868,False
SMYD2,66,729,0.01818908054695395,0.0383920383197309,-0.07963126911641605,-0.3316009748953408,0.1723384366625087,22794.0,0.4797583380477364,,0.9987138705371611,False
ZFAND5,66,729,-0.3297732849019623,-0.3280947375576006,-0.07962247716983474,-0.3315921762360873,0.17234722189641782,22705.0,0.44934375669368143,,0.9987138705371611,False
CXCL8,66,729,0.02641959306716995,0.0360747251841127,-0.07961971401796962,-0.3315894109747022,0.1723499829387629,22802.0,0.48254618065294463,,0.9987138705371611,False
RFPL4B,66,729,-0.0050954591655892004,-0.0045560923663906,-0.07959642587054053,-0.3315661050509148,0.1723732533098337,22958.0,0.5386264431117536,,0.9987138705371611,False
SAMSN1,66,729,0.1165875725840837,0.1085099920112189,-0.07958137667013708,-0.33155104436588895,0.17238829102561476,23399.0,0.7128439820652646,,0.9987138705371611,False
CLDN18,66,729,-0.0241334923627618,-0.0276961698191734,-0.07951558572734506,-0.33148520324099595,0.1724540317863058,23375.0,0.7028520332824071,,0.9987138705371611,False
SYNE3,66,729,0.034344782647422994,0.0533728200660896,-0.07948873815111224,-0.3314583351986712,0.1724808588964467,22603.0,0.4158715040000831,,0.9961936479789312,False
MERTK,66,729,-0.0836385941947065,-0.0711855683909392,-0.07947938207820725,-0.331448971995191,0.1724902078387765,22296.0,0.3244033107838018,,0.9842389214130154,False
ZBTB47,66,729,-0.0409752400232647,-0.0290267456410979,-0.07947146435381136,-0.3314410482370888,0.1724981195294661,22852.0,0.5001679723084167,,0.9987138705371611,False
TSGA13,66,729,0.0014405161628278501,0.0058447598109586,-0.07947065690345816,-0.33144024017145146,0.17249892636453512,23061.0,0.577365796964979,,0.9987138705371611,False
CHCHD5,66,729,-0.2223830926655999,-0.2194418866387627,-0.07945880007012453,-0.33142837430382693,0.1725107741635779,23006.0,0.556516763599942,,0.9987138705371611,False
KCNN4,66,729,-0.03275544999386795,-0.0159966700154688,-0.07943724358270006,-0.33140680139493167,0.17253231422953158,23350.0,0.6924980870175532,,0.9987138705371611,False
NEDD4L,66,729,0.0405604296402389,0.0672421193725228,-0.07941162988845177,-0.33138116819427266,0.1725579084173691,21747.0,0.1960957081263499,,0.9628732338155198,False
LARP7,66,729,-0.16808589758343045,-0.1494968561480829,-0.07940797340443147,-0.33137750892612683,0.17256156211726392,22890.0,0.5137854365272834,,0.9987138705371611,False
RBM17,66,729,-1.1610282639210876,-1.1016751739860624,-0.07937827876657313,-0.33134779168287987,0.17259123414973357,22355.0,0.34088201475030255,,0.9858384885754757,False
ACTG2,66,729,0.016446860504907998,0.0188101762322048,-0.07937390608293228,-0.3313434156711967,0.17259560350533215,23503.0,0.7566942973971091,,0.9987138705371611,False
