treatment_id,compound,compound_key,d,pvalue,n_kl,n_wt,qvalue
BRD:BRD-K00003464-001-01-9,pocapavir,BRD-K00003464,-0.2579,0.45045600596890134,6,571,0.9434873665100119
BRD:BRD-K00003465-001-01-9,fantofarone,BRD-K00003465,0.7341,0.023275904106044718,6,573,0.8498777302338406
BRD:BRD-K00003466-001-01-9,nelotanserin,BRD-K00003466,-0.7551,0.2752094024180845,6,571,0.9304292892047283
BRD:BRD-K00003467-001-01-9,temanogrel,BRD-K00003467,0.4704,0.0504112384542666,6,571,0.8995378209109437
BRD:BRD-K00003468-001-01-9,delcasertib,BRD-K00003468,0.1288,0.7468760624193256,6,571,0.9788242547437215
BRD:BRD-K00003469-015-01-9,larazotide-acetate,BRD-K00003469,-0.1776,0.6545051029574578,6,574,0.9620180018481108
BRD:BRD-K00003470-001-01-9,Neu2000,BRD-K00003470,0.0258,0.9470401721858434,6,571,0.9936426202904622
BRD:BRD-K00003471-001-01-9,rislenemdaz,BRD-K00003471,-0.7236,0.03454137019583389,6,571,0.8771638233249642
BRD:BRD-K00003472-001-01-9,voclosporin,BRD-K00003472,-0.3177,0.24280052041480085,6,573,0.930099219237979
BRD:BRD-K00003473-001-01-9,pridopidine,BRD-K00003473,0.3928,0.11718768179470845,6,571,0.9269899137089833
BRD:BRD-K00003474-001-01-9,letrazuril,BRD-K00003474,-0.1302,0.8300322129481067,6,574,0.9861667732013165
BRD:BRD-K00003475-001-01-9,S-3304,BRD-K00003475,-0.2529,0.4186060573902675,6,571,0.9408575896975035
BRD:BRD-K00003476-075-01-9,ningetinib-tosylate,BRD-K00003476,0.1422,0.5296485742005846,6,574,0.947318522056047
BRD:BRD-K00003477-001-01-9,asimadoline,BRD-K00003477,-0.8233,0.16461241185249909,6,571,0.9269899137089833
BRD:BRD-K00003478-001-01-9,epristeride,BRD-K00003478,-0.5802,0.23632018009338826,6,571,0.930099219237979
BRD:BRD-K00003479-003-01-9,AX-024,BRD-K00003479,0.2401,0.6549957750071541,6,568,0.9620180018481108
BRD:BRD-K00003480-001-01-9,tropifexor,BRD-K00003480,-0.0148,0.9673847241974659,6,574,0.9936426202904622
BRD:BRD-K00003481-001-01-9,PAT-1251,BRD-K00003481,0.2335,0.2970583957763698,6,571,0.9304292892047283
BRD:BRD-K00003482-001-01-9,MK-4074,BRD-K00003482,0.4337,0.07518894481987874,6,574,0.9269899137089833
BRD:BRD-K00003483-003-01-9,GSK656,BRD-K00003483,-0.3239,0.2675741466434038,6,571,0.9304292892047283
BRD:BRD-K00003484-074-01-9,mirogabalin-besylate,BRD-K00003484,-0.3127,0.4577851204740683,6,574,0.9434873665100119
BRD:BRD-K00003485-001-01-9,SB-649868,BRD-K00003485,-0.0316,0.8941753015351683,6,571,0.9907630460232362
BRD:BRD-K00003486-003-01-9,DG051,BRD-K00003486,0.0146,0.9689937899163626,6,571,0.9938446630952643
BRD:BRD-K00003487-001-01-9,tomeglovir,BRD-K00003487,-0.0438,0.8843473315965789,6,571,0.9902942141782619
BRD:BRD-K00003488-001-01-9,sultiame,BRD-K00003488,0.5788,0.41168818021484305,6,571,0.9371420518042609
BRD:BRD-K00003489-001-01-9,gamithromycin,BRD-K00003489,-0.0579,0.7353315896522364,6,574,0.9765062919614045
BRD:BRD-K00003490-001-01-9,NGP555,BRD-K00003490,0.1132,0.8153889630771651,6,571,0.9858345094976283
BRD:BRD-K00003491-001-01-9,morphothiadin,BRD-K00003491,-0.1517,0.6729682987699491,6,573,0.9653680037912731
BRD:BRD-K00003492-001-01-9,apararenone,BRD-K00003492,0.1144,0.580159657417348,6,571,0.9542522880458459
BRD:BRD-K00003493-001-01-9,padsevonil,BRD-K00003493,-0.1462,0.6916032704380795,6,571,0.9723364401554815
BRD:BRD-K00003494-001-01-9,rosiptor,BRD-K00003494,-0.491,0.14488333646682988,6,571,0.9269899137089833
BRD:BRD-K00003495-001-01-9,baloxavir-marboxil,BRD-K00003495,0.1147,0.6255822384498645,6,573,0.9575059753103813
BRD:BRD-K00003496-001-01-9,baloxavir,BRD-K00003496,-0.0332,0.9303952888636805,6,571,0.9927523804716867
BRD:BRD-K00003497-001-01-9,mavacamten,BRD-K00003497,-0.1435,0.718306461478647,6,571,0.9751360648843946
BRD:BRD-K00003498-001-01-9,tapinarof,BRD-K00003498,-0.4253,0.2739160460736307,6,571,0.9304292892047283
BRD:BRD-K00003499-001-01-9,adavivint,BRD-K00003499,0.2758,0.35571178706312506,6,573,0.9331356509660925
BRD:BRD-K00003500-001-01-9,delgocitinib,BRD-K00003500,0.2942,0.5693632720408135,6,574,0.9542522880458459
BRD:BRD-K00003501-001-01-9,lazertinib,BRD-K00003501,-0.4183,0.5107252305158528,6,573,0.946625316402665
BRD:BRD-K00003502-001-01-9,rovazolac,BRD-K00003502,-0.5243,0.291505537079486,6,574,0.9304292892047283
BRD:BRD-K00003503-001-01-9,vecabrutinib,BRD-K00003503,-0.4642,0.44192796314328514,6,574,0.9434873665100119
BRD:BRD-K00003504-001-01-9,licogliflozin,BRD-K00003504,0.0955,0.8600957879406425,6,574,0.9888815414195753
BRD:BRD-K00003505-001-01-9,nemorexant,BRD-K00003505,-0.218,0.40508587194188045,6,574,0.9371420518042609
BRD:BRD-K00003506-001-01-9,risdiplam,BRD-K00003506,-0.5572,0.0491226531846308,6,573,0.8995378209109437
BRD:BRD-K00003507-001-01-9,farampator,BRD-K00003507,-0.5943,0.06808848553863667,6,574,0.9269899137089833
BRD:BRD-K00003508-001-01-9,ASTX660,BRD-K00003508,0.2959,0.2363587636790489,6,574,0.930099219237979
BRD:BRD-K00003509-001-01-9,AZD1390,BRD-K00003509,0.635,0.04083407696138366,6,574,0.8801857767701565
BRD:BRD-K00003510-001-01-9,FLT3-IN-1,BRD-K00003510,0.2547,0.3227321768716463,6,573,0.9304292892047283
BRD:BRD-K00003511-001-01-9,CA-4948,BRD-K00003511,-0.0511,0.8604833840860091,6,574,0.9888815414195753
BRD:BRD-K00003512-001-01-9,BMS-813160,BRD-K00003512,0.2342,0.6490382178551914,6,574,0.9602778065559154
BRD:BRD-K00003513-363-01-9,fondaparinux,BRD-K00003513,-0.0318,0.9093145403890684,6,574,0.9913233755158685
BRD:BRD-K00003514-342-01-9,diquafosol,BRD-K00003514,-0.3497,0.53557561866362,6,574,0.9484438093664831
BRD:BRD-K00003515-003-01-9,AZ7550,BRD-K00003515,0.6532,0.05392218438738217,6,574,0.8995378209109437
BRD:BRD-K00003516-057-01-9,emamectin,BRD-K00003516,0.215,0.5318797216941583,6,574,0.9473933133009798
BRD:BRD-K00003517-001-01-9,4-(aminomethyl)benzoic-acid,BRD-K00003517,-0.0352,0.9197740546104417,6,573,0.9920293101774591
BRD:BRD-K00003518-004-01-9,methylbenactyzium-bromide,BRD-K00003518,0.0329,0.9503618579540278,6,571,0.9936426202904622
BRD:BRD-K00003520-001-01-9,glycerol-phenylbutyrate,BRD-K00003520,-0.5775,0.031159076680416016,6,573,0.8771638233249642
BRD:BRD-K00003521-001-01-9,lucanthone,BRD-K00003521,-0.1892,0.5951315586653881,6,571,0.9550949792600687
BRD:BRD-K00003522-001-01-9,bromisoval,BRD-K00003522,-0.0645,0.7896548142920854,6,573,0.9817201580415594
BRD:BRD-K00003523-236-01-9,tauroglycocholate,BRD-K00003523,0.193,0.45291702261223327,6,573,0.9434873665100119
BRD:BRD-K00003524-001-01-9,apronal,BRD-K00003524,-0.0541,0.7239045196130485,6,574,0.9765062919614045
BRD:BRD-K00003525-003-01-9,hydroxocobalamin,BRD-K00003525,0.2674,0.5047558758387538,6,574,0.946625316402665
BRD:BRD-K00003526-001-01-9,uprifosbuvir,BRD-K00003526,0.1248,0.472091541164687,6,574,0.9434873665100119
BRD:BRD-K00003527-001-01-9,sofosbuvir-impurity-m,BRD-K00003527,0.4389,0.23568597268532937,6,574,0.930099219237979
BRD:BRD-K00003528-457-01-9,AZD5153,BRD-K00003528,0.5016,0.08872575082355437,6,571,0.9269899137089833
BRD:BRD-K00003529-458-01-9,cloperastine-fendizoate,BRD-K00003529,0.1304,0.7827512700823412,6,573,0.9806053734057375
BRD:BRD-K00003530-003-01-9,pirmenol,BRD-K00003530,-0.1143,0.788108272399716,6,571,0.9811615639153047
BRD:BRD-K00003531-001-01-9,acelarin,BRD-K00003531,-0.3558,0.609253370209665,6,574,0.95715426905477
BRD:BRD-K00003532-001-01-9,inarigivir,BRD-K00003532,-0.0532,0.915842641327105,6,574,0.9913233755158685
BRD:BRD-K00003533-001-01-9,BAY-1251152,BRD-K00003533,-0.1591,0.6451980750085353,6,571,0.9600080633324578
BRD:BRD-K00003534-001-01-9,methylcobalamin,BRD-K00003534,0.2168,0.40010280061368036,6,571,0.9371420518042609
BRD:BRD-K00003535-001-01-9,polaprezinc,BRD-K00003535,-0.0404,0.9362780042369234,6,571,0.9927523804716867
BRD:BRD-K00003537-001-01-9,chlorphenoxamine,BRD-K00003537,0.005,0.9726878927301446,6,571,0.9945119575523953
BRD:BRD-K00003538-001-02-9,ACT-709478,BRD-K00003538,-1.1778,0.17060208656352976,6,561,0.9272823578897382
BRD:BRD-K00003569-003-01-9,omadacycline,BRD-K00003569,0.0318,0.9034623121922948,6,573,0.9913233755158685
BRD:BRD-K00003576-001-01-9,encorafenib,BRD-K00003576,-0.021,0.9496567178980817,6,573,0.9936426202904622
BRD:BRD-K00003598-001-01-9,HOKU-81,BRD-K00003598,-0.4327,0.3286385218971147,6,574,0.9304292892047283
BRD:BRD-K00003606-380-01-9,sodium-nitroprusside,BRD-K00003606,-0.5808,0.37639409462011053,6,571,0.9358168811682719
BRD:BRD-K00003682-001-01-9,imidurea,BRD-K00003682,0.3077,0.025849009013551947,6,571,0.8736023410271788
BRD:BRD-K00003730-001-01-9,HPPH,BRD-K00003730,-0.3922,0.1348765338281483,6,574,0.9269899137089833
BRD:BRD-K00003731-001-01-9,PF-06409577,BRD-K00003731,1.0073,0.002072673318608057,6,571,0.5863938263895295
BRD:BRD-K00003732-001-01-9,atractylenolide-i,BRD-K00003732,0.4735,0.2169052295201166,6,574,0.930099219237979
BRD:BRD-K00003733-001-01-9,ganoderic-acid-a,BRD-K00003733,0.0149,0.95408494288861,6,573,0.9936426202904622
BRD:BRD-K00004235-334-01-9,NAS-181,BRD-K00004235,0.6459,0.12410015400673818,6,574,0.9269899137089833
BRD:BRD-K00004286-001-01-9,SCH-221510,BRD-K00004286,-0.0834,0.7419220413079624,6,571,0.9765062919614045
BRD:BRD-K00004292-003-02-9,efonidipine,BRD-K00004292,0.1175,0.8058550587634884,6,574,0.9852842392336087
BRD:BRD-K00004294-001-01-9,TCS-2002,BRD-K00004294,0.3436,0.10935213142320474,6,573,0.9269899137089833
BRD:BRD-K00004295-001-01-9,NS-309,BRD-K00004295,-0.5805,0.16140706560102597,6,573,0.9269899137089833
BRD:BRD-K00004301-001-01-9,ML213,BRD-K00004301,0.0353,0.9350108137888122,6,573,0.9927523804716867
BRD:BRD-K00004316-003-01-9,SSR180711,BRD-K00004316,0.4729,0.07114134541249646,6,571,0.9269899137089833
BRD:BRD-K00004526-001-01-9,atropine-oxide,BRD-K00004526,-0.2106,0.47123955763602277,6,571,0.9434873665100119
BRD:BRD-K00004538-001-01-9,rosamicin,BRD-K00004538,-0.3012,0.4839779350019312,6,571,0.9435015442903811
BRD:BRD-K00004545-001-01-9,crisdesalazine,BRD-K00004545,0.1147,0.6754726296386017,6,571,0.9658587518835338
BRD:BRD-K00004546-001-01-9,perfluorohexyloctane,BRD-K00004546,-0.3294,0.4776411797890839,6,574,0.9434873665100119
BRD:BRD-K00004547-001-01-9,prisotinol,BRD-K00004547,-0.1195,0.7681676898973776,6,571,0.9800852578762286
BRD:BRD-K00004548-001-01-9,NS-11394,BRD-K00004548,0.3113,0.3384640317315989,6,574,0.9330688191706135
BRD:BRD-K00004549-001-01-9,irganox-1010,BRD-K00004549,-0.5708,0.24873561098870808,6,571,0.930099219237979
BRD:BRD-K00004550-001-01-9,BMS-626531,BRD-K00004550,0.2565,0.4497209469296108,6,574,0.9434873665100119
BRD:BRD-K00004551-001-01-9,efletirizine,BRD-K00004551,0.4005,0.34309197884040565,6,571,0.9331356509660925
BRD:BRD-K00004552-001-01-9,sameridine,BRD-K00004552,-0.167,0.5653949420937785,6,571,0.9521407879009811
BRD:BRD-K00004553-001-01-9,SAM-315,BRD-K00004553,0.1064,0.76219881500782,6,574,0.9800852578762286
BRD:BRD-K00004554-001-01-9,lodenosine,BRD-K00004554,0.0366,0.9428648016708847,6,571,0.992824554053612
BRD:BRD-K00004555-001-01-9,HBED,BRD-K00004555,-0.1073,0.7267646788712714,6,574,0.9765062919614045
BRD:BRD-K00004556-001-01-9,WAY-255348,BRD-K00004556,-0.4369,0.16285666739193141,6,574,0.9269899137089833
BRD:BRD-K00004557-001-01-9,MK-0608,BRD-K00004557,-0.0477,0.817769859184303,6,571,0.9858345094976283
BRD:BRD-K00004559-001-01-9,convallatoxin,BRD-K00004559,-0.7903,0.26901866042048095,6,574,0.9304292892047283
BRD:BRD-K00004560-001-01-9,pipotiazine,BRD-K00004560,0.4796,0.17390595958477728,6,574,0.9272823578897382
BRD:BRD-K00004561-001-01-9,E-2001,BRD-K00004561,-0.6339,0.5029359829924683,6,574,0.946625316402665
BRD:BRD-K00004562-001-01-9,deazaguanine,BRD-K00004562,0.2848,0.5103943430485438,6,574,0.946625316402665
BRD:BRD-K00004563-001-01-9,napamezole,BRD-K00004563,0.0011,0.9981911527381665,6,571,0.9988908637834651
BRD:BRD-K00004564-001-01-9,tetomilast,BRD-K00004564,0.0506,0.9043333512854171,6,571,0.9913233755158685
BRD:BRD-K00004565-001-01-9,LY311727,BRD-K00004565,-0.3235,0.4761678620358935,6,574,0.9434873665100119
BRD:BRD-K00004566-001-01-9,febuprol,BRD-K00004566,0.1307,0.5782982852522389,6,571,0.9542522880458459
BRD:BRD-K00004567-001-01-9,florifenine,BRD-K00004567,-0.4288,0.07210351619990253,6,571,0.9269899137089833
BRD:BRD-K00004568-001-01-9,eniporide,BRD-K00004568,-0.5722,0.27482400442254207,6,571,0.9304292892047283
BRD:BRD-K00004569-001-01-9,ICI-169369,BRD-K00004569,-0.7107,0.06678288688036545,6,571,0.9269899137089833
BRD:BRD-K00004570-001-01-9,DSPC,BRD-K00004570,0.2116,0.24226616837473697,6,571,0.930099219237979
BRD:BRD-K00004571-001-01-9,fasoracetam,BRD-K00004571,-0.5752,0.2148366375175789,6,571,0.930099219237979
BRD:BRD-K00004572-001-01-9,Ro-48-6791,BRD-K00004572,0.3344,0.15882225355991475,6,574,0.9269899137089833
BRD:BRD-K00004573-001-01-9,RG7834,BRD-K00004573,-0.0473,0.9491623024117507,6,574,0.9936426202904622
BRD:BRD-K00004574-001-01-9,aripiprazole-lauroxil,BRD-K00004574,-0.3002,0.5699008847517927,6,574,0.9542522880458459
BRD:BRD-K00004575-001-01-9,JNJ-54175446,BRD-K00004575,-0.3336,0.25760963388376074,6,573,0.930099219237979
BRD:BRD-K00004576-001-01-9,clamikalant,BRD-K00004576,-0.2983,0.39495618191943477,6,573,0.9371420518042609
BRD:BRD-K00004577-001-01-9,vapendavir,BRD-K00004577,0.3042,0.15138463957403797,6,573,0.9269899137089833
BRD:BRD-K00004578-001-01-9,KAF-156,BRD-K00004578,-0.1658,0.7391980088719534,6,574,0.9765062919614045
BRD:BRD-K00004579-001-01-9,RV1729,BRD-K00004579,-0.0452,0.8428260262417818,6,571,0.9869049880049923
BRD:BRD-K00004580-001-01-9,velaresol,BRD-K00004580,-0.2067,0.39105209096508553,6,571,0.9371420518042609
BRD:BRD-K00004581-001-01-9,pirozadil,BRD-K00004581,0.1861,0.5147653917794215,6,574,0.946625316402665
BRD:BRD-K00004582-001-01-9,sufugolix,BRD-K00004582,-0.0714,0.8453685794859441,6,573,0.9873263344997008
BRD:BRD-K00004583-001-01-9,AC260584,BRD-K00004583,0.0289,0.9351570738944254,6,574,0.9927523804716867
BRD:BRD-K00004584-001-01-9,remetinostat,BRD-K00004584,-0.3961,0.45244803226668256,6,574,0.9434873665100119
BRD:BRD-K00004585-001-01-9,soraprazan,BRD-K00004585,0.0496,0.8240153029509164,6,574,0.9861667732013165
BRD:BRD-K00004586-001-01-9,BMS-986020,BRD-K00004586,-0.2669,0.6837246388913967,6,573,0.9688001456745793
BRD:BRD-K00004587-001-01-9,KR-33494,BRD-K00004587,-0.0564,0.8647186495684895,6,574,0.9890948466328081
BRD:BRD-K00004588-001-01-9,centanafadine,BRD-K00004588,0.0454,0.8912184495492822,6,571,0.9902942141782619
BRD:BRD-K00004589-001-01-9,gefapixant,BRD-K00004589,-0.0258,0.9533561075500193,6,574,0.9936426202904622
BRD:BRD-K00004590-001-01-9,RG7800,BRD-K00004590,-0.1046,0.5827587374699907,6,574,0.9542522880458459
BRD:BRD-K00004591-001-01-9,BMS-986142,BRD-K00004591,-0.8152,0.0828266763990791,6,574,0.9269899137089833
BRD:BRD-K00004592-001-01-9,PI3Kd-IN-2,BRD-K00004592,0.3757,0.20396927444436685,6,574,0.930099219237979
BRD:BRD-K00004593-001-01-9,BW-348U87,BRD-K00004593,0.4017,0.020839705387054975,6,571,0.8419664737730223
BRD:BRD-K00004594-001-01-9,parsaclisib,BRD-K00004594,0.2828,0.45464359471074217,6,574,0.9434873665100119
BRD:BRD-K00004595-001-01-9,cilofexor,BRD-K00004595,0.1639,0.6517883954745645,6,571,0.9620180018481108
BRD:BRD-K00004596-001-01-9,telratolimod,BRD-K00004596,-0.353,0.1629771145656481,6,571,0.9269899137089833
BRD:BRD-K00004597-001-01-9,RGX-104,BRD-K00004597,0.2964,0.4259809801816743,6,571,0.9413916998667616
BRD:BRD-K00004598-001-01-9,PF-06751979,BRD-K00004598,-0.428,0.22142066637700694,6,574,0.930099219237979
BRD:BRD-K00004599-001-01-9,PRN1008,BRD-K00004599,0.1782,0.5499338405657964,6,574,0.9505884227759732
BRD:BRD-K00004600-001-01-9,JNJ-678,BRD-K00004600,-0.5851,0.2989783296647567,6,573,0.9304292892047283
BRD:BRD-K00004601-001-01-9,HC-070,BRD-K00004601,0.2838,0.501448223827379,6,574,0.946625316402665
BRD:BRD-K00004602-001-01-9,thymalfasin,BRD-K00004602,0.4396,0.24261138890361086,6,571,0.930099219237979
BRD:BRD-K00004603-001-01-9,ABX-1431,BRD-K00004603,0.3565,0.31662689443929337,6,573,0.9304292892047283
BRD:BRD-K00004604-001-01-9,PRLX-93936,BRD-K00004604,0.356,0.36135080500722117,6,571,0.9331356509660925
BRD:BRD-K00004606-001-01-9,AZD3839,BRD-K00004606,-0.0352,0.9368487071826946,6,571,0.9927523804716867
BRD:BRD-K00004607-001-01-9,monepantel,BRD-K00004607,-0.3478,0.4212039889788398,6,571,0.9408575896975035
BRD:BRD-K00004608-001-01-9,sograzepide,BRD-K00004608,-0.1104,0.6453647061019376,6,574,0.9600080633324578
BRD:BRD-K00004609-001-01-9,elacytarabine,BRD-K00004609,-0.7798,0.13860583848651736,6,571,0.9269899137089833
BRD:BRD-K00004610-001-01-9,entasobulin,BRD-K00004610,0.0446,0.8781477465298076,6,571,0.9900870191174943
BRD:BRD-K00004611-001-01-9,olumacostat-glasaretil,BRD-K00004611,-0.3072,0.4905752343091102,6,571,0.9438971840717467
BRD:BRD-K00004612-001-01-9,verdiperstat,BRD-K00004612,-0.2038,0.5242853435926212,6,571,0.9467796306333932
BRD:BRD-K00004613-001-01-9,GM-1485,BRD-K00004613,0.4015,0.17973050277249322,6,571,0.9272823578897382
BRD:BRD-K00004614-001-01-9,GSK3117391,BRD-K00004614,-0.856,0.21400443587199258,6,571,0.930099219237979
BRD:BRD-K00004615-001-01-9,PBT-1033,BRD-K00004615,-0.1454,0.6598214837533197,6,571,0.962929064004703
BRD:BRD-K00004616-001-01-9,PRX-07034,BRD-K00004616,0.6125,0.10052650055865578,6,571,0.9269899137089833
BRD:BRD-K00004617-001-01-9,imidazoacridinone,BRD-K00004617,-0.1788,0.4409174253848641,6,571,0.9434873665100119
BRD:BRD-K00004618-001-01-9,S-17092,BRD-K00004618,-0.3918,0.04734502220066738,6,574,0.8995378209109437
BRD:BRD-K00004619-001-01-9,centhaquin,BRD-K00004619,-0.342,0.38919666733892566,6,571,0.9371420518042609
BRD:BRD-K00004620-001-01-9,ZD-0947,BRD-K00004620,0.2688,0.29472806688595904,6,571,0.9304292892047283
BRD:BRD-K00004622-001-01-9,MM-206,BRD-K00004622,0.4068,0.32563265674172753,6,574,0.9304292892047283
BRD:BRD-K00004623-001-01-9,Ro-5263397,BRD-K00004623,-0.3143,0.33461357205494713,6,571,0.9330688191706135
BRD:BRD-K00004624-001-01-9,CJ-13610,BRD-K00004624,0.3234,0.3451567911222066,6,571,0.9331356509660925
BRD:BRD-K00004625-001-01-9,cipamfylline,BRD-K00004625,-0.3883,0.38788733924930424,6,571,0.9371420518042609
BRD:BRD-K00004626-001-01-9,CGP-39551,BRD-K00004626,-0.2995,0.3675779568914232,6,571,0.9356819309855848
BRD:BRD-K00004627-001-01-9,tipelukast,BRD-K00004627,-0.3999,0.30613796621830175,6,574,0.9304292892047283
BRD:BRD-K00004629-001-01-9,pralmorelin,BRD-K00004629,-0.2288,0.46694132827838525,6,574,0.9434873665100119
BRD:BRD-K00004630-001-01-9,val-tyr,BRD-K00004630,0.047,0.9154624339972779,6,571,0.9913233755158685
BRD:BRD-K00004631-001-01-9,T-1095,BRD-K00004631,-0.0932,0.7752398572802186,6,574,0.9800852578762286
BRD:BRD-K00004632-001-01-9,PF-02413873,BRD-K00004632,-0.3557,0.2520180723989915,6,574,0.930099219237979
BRD:BRD-K00004633-001-01-9,PF-4191834,BRD-K00004633,-0.1633,0.4902988298432291,6,574,0.9438971840717467
BRD:BRD-K00004634-001-01-9,BMS-207940,BRD-K00004634,-0.0306,0.9457240979935098,6,574,0.9930782761149157
BRD:BRD-K00004635-001-01-9,PF-04995274,BRD-K00004635,-0.2064,0.5262866063996634,6,571,0.9468695981209869
BRD:BRD-K00004636-001-01-9,DpC,BRD-K00004636,0.1279,0.7484990983904158,6,571,0.9800055684672047
BRD:BRD-K00004638-001-01-9,PF-06273340,BRD-K00004638,-0.3068,0.4664608097832235,6,574,0.9434873665100119
BRD:BRD-K00004639-001-01-9,ormeloxifene,BRD-K00004639,-0.0914,0.7769167884248852,6,571,0.9800852578762286
BRD:BRD-K00004640-001-01-9,NN-DNJ,BRD-K00004640,-0.5034,0.24791382158784078,6,574,0.930099219237979
BRD:BRD-K00004641-001-01-9,PHA-543613,BRD-K00004641,0.5613,0.1357358711990336,6,573,0.9269899137089833
BRD:BRD-K00004642-001-01-9,PF-514273,BRD-K00004642,-0.9629,0.08413745925431358,6,571,0.9269899137089833
BRD:BRD-K00004643-001-01-9,EF5,BRD-K00004643,-0.3403,0.5438870412854625,6,571,0.9496945851412583
BRD:BRD-K00004644-001-01-9,PF-06260414,BRD-K00004644,-0.7394,0.2293432206198097,6,574,0.930099219237979
BRD:BRD-K00004645-001-01-9,rimeporide,BRD-K00004645,-0.521,0.11234551283624704,6,574,0.9269899137089833
BRD:BRD-K00004646-001-01-9,aramchol,BRD-K00004646,0.2242,0.15126189572977397,6,574,0.9269899137089833
BRD:BRD-K00004647-001-01-9,NB-001,BRD-K00004647,-0.4522,0.426954361657134,6,571,0.9415459940409029
BRD:BRD-K00004648-001-01-9,PF-06747775,BRD-K00004648,0.0057,0.991458230853439,6,574,0.9964478075036783
BRD:BRD-K00004649-001-01-9,E3330,BRD-K00004649,-0.3535,0.4014154333414501,6,574,0.9371420518042609
BRD:BRD-K00004650-001-01-9,SGS-742,BRD-K00004650,-0.2552,0.010564631193464324,6,574,0.7292661249653769
BRD:BRD-K00004651-001-01-9,talsaclidine,BRD-K00004651,0.034,0.9452202203763108,6,571,0.992824554053612
BRD:BRD-K00004652-001-01-9,PF-06412562,BRD-K00004652,-0.6499,0.03585064669522566,6,574,0.8771638233249642
BRD:BRD-K00004653-001-01-9,S15535,BRD-K00004653,0.0109,0.9698578549438089,6,574,0.9943129752481448
BRD:BRD-K00004654-001-01-9,"CP-105,696",BRD-K00004654,-0.2843,0.31031401050367385,6,574,0.9304292892047283
BRD:BRD-K00004655-001-01-9,BMS-770767,BRD-K00004655,0.108,0.6447764373677517,6,574,0.9600080633324578
BRD:BRD-K00004656-001-01-9,denopamine,BRD-K00004656,-0.1337,0.6559974612169964,6,571,0.9626481926683361
BRD:BRD-K00004657-001-01-9,motapizone,BRD-K00004657,0.2142,0.4938736507740317,6,571,0.9454988845475732
BRD:BRD-K00004658-001-01-9,etrabamine,BRD-K00004658,0.2413,0.4953738956526306,6,571,0.945796621225839
BRD:BRD-K00004659-001-01-9,dapansutrile,BRD-K00004659,0.1304,0.7056535361156101,6,574,0.9740153160263592
BRD:BRD-K00004660-001-01-9,MK-1903,BRD-K00004660,-0.1037,0.6606128447006812,6,573,0.9629800806177813
BRD:BRD-K00004661-001-01-9,declopramide,BRD-K00004661,0.3412,0.38217322939383297,6,571,0.9371420518042609
BRD:BRD-K00004662-001-01-9,nemazoline,BRD-K00004662,-0.1518,0.6518730920589346,6,571,0.9620180018481108
BRD:BRD-K00004663-001-01-9,tinazoline,BRD-K00004663,-0.1735,0.5971408705975995,6,571,0.9550949792600687
BRD:BRD-K00004664-001-01-9,NDD-094,BRD-K00004664,-0.1505,0.5250785250035982,6,571,0.9468695981209869
BRD:BRD-K00004665-001-01-9,SY-640,BRD-K00004665,0.1124,0.7849974052734943,6,571,0.9811615639153047
BRD:BRD-K00004666-001-01-9,triciribine-phosphate,BRD-K00004666,0.7518,0.03836788954147213,6,571,0.8771638233249642
BRD:BRD-K00004667-001-01-9,ciluprevir,BRD-K00004667,0.0154,0.953412469556835,6,571,0.9936426202904622
BRD:BRD-K00004668-001-01-9,freselestat,BRD-K00004668,-0.1938,0.644552026823799,6,571,0.9600080633324578
BRD:BRD-K00004669-001-01-9,cangrelor,BRD-K00004669,0.5018,0.26429162695409175,6,574,0.930099219237979
BRD:BRD-K00004670-001-01-9,naxagolide,BRD-K00004670,-0.9882,0.007359272468643426,6,571,0.7153112763106592
BRD:BRD-K00004671-001-01-9,panipenem,BRD-K00004671,-0.2759,0.40581557789046824,6,571,0.9371420518042609
BRD:BRD-K00004672-001-01-9,brincidofovir,BRD-K00004672,0.0988,0.6271002625748047,6,574,0.9575059753103813
BRD:BRD-K00004673-001-01-9,LP-533401,BRD-K00004673,0.2621,0.4825680058969876,6,573,0.9435015442903811
BRD:BRD-K00004674-001-01-9,verdinexor,BRD-K00004674,0.1158,0.7669064917584386,6,571,0.9800852578762286
BRD:BRD-K00004675-001-01-9,LSZ-102,BRD-K00004675,-0.1241,0.4112597155418244,6,574,0.9371420518042609
BRD:BRD-K00004676-001-01-9,rilapladib,BRD-K00004676,0.4545,0.15748037318321942,6,571,0.9269899137089833
BRD:BRD-K00004677-001-01-9,2-fluorofucose,BRD-K00004677,0.1404,0.782572445602857,6,571,0.9806053734057375
BRD:BRD-K00004678-001-01-9,DOTMP,BRD-K00004678,0.2736,0.37835717575264527,6,574,0.9371420518042609
BRD:BRD-K00004679-001-01-9,5-fluoropyrimidine,BRD-K00004679,-0.5016,0.2705729896584816,6,574,0.9304292892047283
BRD:BRD-K00004680-001-01-9,bevenopran,BRD-K00004680,0.5456,0.0015732176124335692,6,574,0.508673694686854
BRD:BRD-K00004681-001-01-9,5-octanoylsalicylic-acid,BRD-K00004681,-0.4377,0.3247890643044296,6,574,0.9304292892047283
BRD:BRD-K00004682-001-01-9,taminadenant,BRD-K00004682,-0.4722,0.3202236185421608,6,574,0.9304292892047283
BRD:BRD-K00004683-001-01-9,MS-424,BRD-K00004683,0.0839,0.8698188684037933,6,571,0.9894604321498002
