species,metabolite,correlation,p_value,fdr
Bilophila_Bilophila_wadsworthia,C8p_QI12148,-0.4102368220015278,0.015963808678620038,0.0674249593742789
Alistipes_Alistipes_unclassified,HILp_QI12071,0.4102368220015278,0.015963808678620038,0.0674249593742789
Bilophila_Bilophila_unclassified,C8p_QI14434,-0.4102368220015278,0.015963808678620038,0.0674249593742789
C2likevirus_C2likevirus_unclassified,HILp_QI18126,0.4102368220015278,0.015963808678620038,0.0674249593742789
Paraprevotella_Paraprevotella_unclassified,HILp_QI22278,0.4102368220015278,0.015963808678620038,0.0674249593742789
Proteus_Proteus_mirabilis,HILp_QI25112,-0.4102368220015278,0.015963808678620038,0.0674249593742789
Citrobacter_Citrobacter_freundii,C18n_QI5379,0.4102368220015278,0.015963808678620038,0.0674249593742789
Megamonas_Megamonas_unclassified,C18n_QI3052,0.4102368220015278,0.015963808678620038,0.0674249593742789
Alistipes_Alistipes_putredinis,HILp_QI24865,-0.4102368220015278,0.015963808678620038,0.0674249593742789
Megasphaera_Megasphaera_unclassified,HILn_QI1119,0.4102368220015278,0.015963808678620038,0.0674249593742789
Erysipelotrichaceae_noname_Erysipelotrichaceae_bacterium_21_3,HILp_QI16922,0.4102368220015278,0.015963808678620038,0.0674249593742789
Odoribacter_Odoribacter_unclassified,HILp_QI21083,-0.4102368220015278,0.015963808678620038,0.0674249593742789
Dorea_Dorea_longicatena,C8p_QI5680,-0.4102368220015278,0.015963808678620038,0.0674249593742789
Holdemania_Holdemania_unclassified,C18n_QI3052,-0.4102368220015278,0.015963808678620038,0.0674249593742789
Holdemania_Holdemania_unclassified,C8p_QI28518,-0.4102368220015278,0.015963808678620038,0.0674249593742789
Alistipes_Alistipes_shahii,C8p_QI25628,-0.4102368220015278,0.015963808678620038,0.0674249593742789
C2likevirus_C2likevirus_unclassified,C8p_QI10711,0.4102368220015278,0.015963808678620038,0.0674249593742789
Subdoligranulum_Subdoligranulum_sp_4_3_54A2FAA,HILp_QI16760,0.4102368220015278,0.015963808678620038,0.0674249593742789
Bacteroides_Bacteroides_sp_4_3_47FAA,HILp_QI24673,0.4102368220015278,0.015963808678620038,0.0674249593742789
Anaerotruncus_Anaerotruncus_unclassified,C8p_QI17913,-0.4102368220015278,0.015963808678620038,0.0674249593742789
Sutterella_Sutterella_wadsworthensis,HILp_QI13140,0.4102368220015278,0.015963808678620038,0.0674249593742789
Clostridium_Clostridium_clostridioforme,C18n_QI13913,0.4099312452253629,0.016050259772521447,0.06750029092077509
Morganella_Morganella_morganii,C8p_QI26171,0.4099312452253629,0.016050259772521447,0.06750029092077509
Megasphaera_Megasphaera_micronuciformis,HILn_QI1228,-0.4099312452253629,0.016050259772521447,0.06750029092077509
Parabacteroides_Parabacteroides_merdae,HILp_QI24023,0.4099312452253629,0.016050259772521447,0.06750029092077509
Bacteroides_Bacteroides_cellulosilyticus,HILp_QI25039,-0.4099312452253629,0.016050259772521447,0.06750029092077509
Bifidobacterium_Bifidobacterium_pseudocatenulatum,HILp_QI25112,-0.4099312452253629,0.016050259772521447,0.06750029092077509
Eggerthella_Eggerthella_unclassified,HILp_QI19243,0.4099312452253629,0.016050259772521447,0.06750029092077509
Enterococcus_Enterococcus_faecium,C8p_QI27459,0.4099312452253629,0.016050259772521447,0.06750029092077509
Clostridiaceae_noname_Clostridiaceae_bacterium_JC118,C8p_QI12050,-0.4099312452253629,0.016050259772521447,0.06750029092077509
Paraprevotella_Paraprevotella_unclassified,HILp_QI14788,0.4099312452253629,0.016050259772521447,0.06750029092077509
Bacteroides_Bacteroides_cellulosilyticus,C8p_QI16414,-0.4099312452253629,0.016050259772521447,0.06750029092077509
Lactobacillus_Lactobacillus_fermentum,HILp_QI13997,-0.4099312452253629,0.016050259772521447,0.06750029092077509
Clostridium_Clostridium_sp_KLE_1755,C8p_QI29000,-0.4099312452253629,0.016050259772521447,0.06750029092077509
Bilophila_Bilophila_wadsworthia,C8p_QI19740,-0.4099312452253629,0.016050259772521447,0.06750029092077509
Siphoviridae_noname_Lactobacillus_phage_Lc_Nu,HILp_QI11726,-0.4099312452253629,0.016050259772521447,0.06750029092077509
Eubacterium_Eubacterium_sp_3_1_31,HILp_QI15101,-0.4099312452253629,0.016050259772521447,0.06750029092077509
Streptococcus_Streptococcus_australis,HILp_QI11726,-0.4099312452253629,0.016050259772521447,0.06750029092077509
Ruminococcaceae_noname_Ruminococcaceae_bacterium_D16,C8p_QI17852,-0.4099312452253629,0.016050259772521447,0.06750029092077509
Eubacterium_Eubacterium_siraeum,C8p_QI27460,-0.4099312452253629,0.016050259772521447,0.06750029092077509
Bacteroides_Bacteroides_thetaiotaomicron,HILp_QI20611,-0.4099312452253629,0.016050259772521447,0.06750029092077509
Bacteroides_Bacteroides_eggerthii,HILn_QI18145,0.4099312452253629,0.016050259772521447,0.06750029092077509
Eggerthella_Eggerthella_lenta,HILp_QI24677,0.4099312452253629,0.016050259772521447,0.06750029092077509
Bacteroides_Bacteroides_fragilis,C8p_QI29405,0.4099312452253629,0.016050259772521447,0.06750029092077509
Streptococcus_Streptococcus_sanguinis,C8p_QI28213,0.4099312452253629,0.016050259772521447,0.06750029092077509
Ruminococcus_Ruminococcus_flavefaciens,HILp_QI13627,0.4096256684491979,0.01613710225094607,0.0675167436017786
Methanobrevibacter_Methanobrevibacter_unclassified,HILp_QI22250,0.4096256684491979,0.01613710225094607,0.0675167436017786
Megasphaera_Megasphaera_micronuciformis,C8p_QI29764,0.4096256684491979,0.01613710225094607,0.0675167436017786
Oscillibacter_Oscillibacter_sp_KLE_1745,C8p_QI25056,-0.4096256684491979,0.01613710225094607,0.0675167436017786
Alistipes_Alistipes_shahii,HILp_TF24,-0.4096256684491979,0.01613710225094607,0.0675167436017786
Coprobacillus_Coprobacillus_unclassified,C18n_QI4015,-0.4096256684491979,0.01613710225094607,0.0675167436017786
Roseburia_Roseburia_hominis,C8p_QI28518,-0.4096256684491979,0.01613710225094607,0.0675167436017786
Clostridium_Clostridium_sp_KLE_1755,C8p_QI27445,0.4096256684491979,0.01613710225094607,0.0675167436017786
Granulicatella_Granulicatella_unclassified,C8p_QI14022,0.4096256684491979,0.01613710225094607,0.0675167436017786
Parabacteroides_Parabacteroides_distasonis,HILp_TF39,0.4096256684491979,0.01613710225094607,0.0675167436017786
Lactobacillus_Lactobacillus_casei_paracasei,C8p_QI28805,0.4096256684491979,0.01613710225094607,0.0675167436017786
Streptococcus_Streptococcus_mitis_oralis_pneumoniae,HILp_QI13241,0.4096256684491979,0.01613710225094607,0.0675167436017786
Porphyromonas_Porphyromonas_bennonis,HILp_QI24677,0.4096256684491979,0.01613710225094607,0.0675167436017786
Coprococcus_Coprococcus_catus,C8p_QI29281,-0.4096256684491979,0.01613710225094607,0.0675167436017786
Clostridium_Clostridium_symbiosum,C8p_QI16431,0.4096256684491979,0.01613710225094607,0.0675167436017786
Lachnospiraceae_noname_Lachnospiraceae_bacterium_1_4_56FAA,HILn_QI31756,-0.4096256684491979,0.01613710225094607,0.0675167436017786
Alistipes_Alistipes_sp_HGB5,HILp_QI20571,0.4096256684491979,0.01613710225094607,0.0675167436017786
Ruminococcus_Ruminococcus_callidus,HILp_QI12724,0.4096256684491979,0.01613710225094607,0.0675167436017786
Enterococcus_Enterococcus_casseliflavus,HILp_TF25,0.4096256684491979,0.01613710225094607,0.0675167436017786
Anaerotruncus_Anaerotruncus_colihominis,HILp_QI17793,-0.4096256684491979,0.01613710225094607,0.0675167436017786
Ruminococcaceae_noname_Ruminococcaceae_bacterium_D16,C8p_QI2165,0.4096256684491979,0.01613710225094607,0.0675167436017786
Bacteroides_Bacteroides_cellulosilyticus,HILp_QI18525,0.4096256684491979,0.01613710225094607,0.0675167436017786
Alistipes_Alistipes_unclassified,HILp_QI13451,0.4096256684491979,0.01613710225094607,0.0675167436017786
Prevotella_Prevotella_bivia,HILp_QI16931,0.4096256684491979,0.01613710225094607,0.0675167436017786
Bacteroides_Bacteroides_fragilis,HILp_QI22166,-0.4096256684491979,0.01613710225094607,0.0675167436017786
Rothia_Rothia_mucilaginosa,HILp_QI19849,0.4096256684491979,0.01613710225094607,0.0675167436017786
Bacteroides_Bacteroides_cellulosilyticus,C8p_QI21322,-0.4096256684491979,0.01613710225094607,0.0675167436017786
Butyricicoccus_Butyricicoccus_pullicaecorum,C18n_QI13912,0.4096256684491979,0.01613710225094607,0.0675167436017786
Bacteroides_Bacteroides_caccae,HILn_QI1418,-0.4096256684491979,0.01613710225094607,0.0675167436017786
Eubacterium_Eubacterium_siraeum,C8p_QI21798,-0.4090145148968678,0.016311966802788704,0.06756588354628795
Bacteroides_Bacteroides_dorei,C18n_QI8539,0.4093200916730328,0.01622433747355819,0.06756588354628795
Eubacterium_Eubacterium_sp_3_1_31,HILp_QI7608,-0.4093200916730328,0.01622433747355819,0.06756588354628795
Morganella_Morganella_morganii,HILp_QI14407,0.4093200916730328,0.01622433747355819,0.06756588354628795
Subdoligranulum_Subdoligranulum_unclassified,HILn_QI957,-0.4093200916730328,0.01622433747355819,0.06756588354628795
Lachnospiraceae_noname_Lachnospiraceae_bacterium_1_1_57FAA,C8p_QI28615,0.4090145148968678,0.016311966802788704,0.06756588354628795
Clostridium_Clostridium_symbiosum,C8p_QI21780,0.4093200916730328,0.01622433747355819,0.06756588354628795
Ruminococcus_Ruminococcus_callidus,HILn_QI1148,0.4093200916730328,0.01622433747355819,0.06756588354628795
Eubacterium_Eubacterium_sp_3_1_31,HILp_QI22179,0.4090145148968678,0.016311966802788704,0.06756588354628795
Methanobrevibacter_Methanobrevibacter_unclassified,HILp_QI25258,0.4093200916730328,0.01622433747355819,0.06756588354628795
Oscillibacter_Oscillibacter_sp_KLE_1745,HILp_QI25190,0.4090145148968678,0.016311966802788704,0.06756588354628795
Streptococcus_Streptococcus_parasanguinis,HILn_QI18157,-0.4090145148968678,0.016311966802788704,0.06756588354628795
Morganella_Morganella_morganii,C8p_QI20464,0.4090145148968678,0.016311966802788704,0.06756588354628795
Butyricimonas_Butyricimonas_synergistica,HILp_QI25194,0.4090145148968678,0.016311966802788704,0.06756588354628795
Dorea_Dorea_formicigenerans,C8p_QI25030,-0.4090145148968678,0.016311966802788704,0.06756588354628795
Desulfovibrio_Desulfovibrio_desulfuricans,HILp_QI22498,0.4090145148968678,0.016311966802788704,0.06756588354628795
Citrobacter_Citrobacter_unclassified,C8p_QI28810,0.4090145148968678,0.016311966802788704,0.06756588354628795
Granulicella_Granulicella_unclassified,HILp_QI25246,0.4093200916730328,0.01622433747355819,0.06756588354628795
Aggregatibacter_Aggregatibacter_unclassified,C8p_QI14434,0.4090145148968678,0.016311966802788704,0.06756588354628795
Granulicatella_Granulicatella_unclassified,C8p_QI22835,0.4093200916730328,0.01622433747355819,0.06756588354628795
Holdemania_Holdemania_unclassified,C8p_QI10711,0.4093200916730328,0.01622433747355819,0.06756588354628795
Roseburia_Roseburia_hominis,C8p_QI17482,-0.4090145148968678,0.016311966802788704,0.06756588354628795
Alistipes_Alistipes_indistinctus,HILn_QI1148,0.4093200916730328,0.01622433747355819,0.06756588354628795
Megamonas_Megamonas_unclassified,C18n_QI13897,0.4090145148968678,0.016311966802788704,0.06756588354628795
Eubacterium_Eubacterium_siraeum,C8p_QI26101,-0.4093200916730328,0.01622433747355819,0.06756588354628795
Pantoea_Pantoea_unclassified,C8p_QI22589,0.4093200916730328,0.01622433747355819,0.06756588354628795
Clostridium_Clostridium_hathewayi,HILp_TF20,-0.4090145148968678,0.016311966802788704,0.06756588354628795
Megamonas_Megamonas_unclassified,C18n_QI13811,0.4093200916730328,0.01622433747355819,0.06756588354628795
Lactobacillus_Lactobacillus_casei_paracasei,C8p_QI21897,0.4090145148968678,0.016311966802788704,0.06756588354628795
Bacteroides_Bacteroides_caccae,HILp_TF25,-0.4090145148968678,0.016311966802788704,0.06756588354628795
Peptostreptococcaceae_noname_Peptostreptococcaceae_noname_unclassified,HILp_QI18348,-0.4090145148968678,0.016311966802788704,0.06756588354628795
Erysipelotrichaceae_noname_Erysipelotrichaceae_bacterium_5_2_54FAA,C8p_QI27839,0.4093200916730328,0.01622433747355819,0.06756588354628795
Anaerostipes_Anaerostipes_hadrus,HILp_TF33,-0.4093200916730328,0.01622433747355819,0.06756588354628795
Eubacterium_Eubacterium_ventriosum,HILp_QI18387,-0.4090145148968678,0.016311966802788704,0.06756588354628795
Eubacterium_Eubacterium_siraeum,C8p_QI14120,-0.4090145148968678,0.016311966802788704,0.06756588354628795
Anaerostipes_Anaerostipes_hadrus,HILp_QI25245,-0.4090145148968678,0.016311966802788704,0.06756588354628795
Ruminococcaceae_noname_Ruminococcaceae_bacterium_D16,C18n_QI13297,0.4093200916730328,0.01622433747355819,0.06756588354628795
Lactobacillus_Lactobacillus_casei_paracasei,C8p_QI28519,0.4093200916730328,0.01622433747355819,0.06756588354628795
Methanobrevibacter_Methanobrevibacter_smithii,HILp_QI17522,0.4090145148968678,0.016311966802788704,0.06756588354628795
Anaerotruncus_Anaerotruncus_unclassified,C8p_QI15043,-0.4090145148968678,0.016311966802788704,0.06756588354628795
Bacteroides_Bacteroides_coprocola,HILp_QI16931,-0.4090145148968678,0.016311966802788704,0.06756588354628795
Bacteroides_Bacteroides_intestinalis,HILp_QI24391,-0.4093200916730328,0.01622433747355819,0.06756588354628795
Eubacterium_Eubacterium_eligens,C8p_QI28213,-0.4090145148968678,0.016311966802788704,0.06756588354628795
Erysipelotrichaceae_noname_Erysipelotrichaceae_bacterium_5_2_54FAA,C8p_QI19280,0.4090145148968678,0.016311966802788704,0.06756588354628795
Ruminococcaceae_noname_Ruminococcaceae_bacterium_D16,C8p_QI18802,-0.4093200916730328,0.01622433747355819,0.06756588354628795
Anaerostipes_Anaerostipes_caccae,HILp_QI13997,-0.4090145148968678,0.016311966802788704,0.06756588354628795
Veillonella_Veillonella_unclassified,HILp_QI20509,-0.4090145148968678,0.016311966802788704,0.06756588354628795
Adlercreutzia_Adlercreutzia_equolifaciens,C8p_QI10696,-0.4093200916730328,0.01622433747355819,0.06756588354628795
Erysipelotrichaceae_noname_Erysipelotrichaceae_bacterium_6_1_45,HILp_TF39,-0.4093200916730328,0.01622433747355819,0.06756588354628795
Paraprevotella_Paraprevotella_unclassified,HILp_QI18387,-0.4090145148968678,0.016311966802788704,0.06756588354628795
Bifidobacterium_Bifidobacterium_breve,HILp_QI12952,0.4090145148968678,0.016311966802788704,0.06756588354628795
Lactobacillus_Lactobacillus_casei_paracasei,HILn_QI2724,0.4090145148968678,0.016311966802788704,0.06756588354628795
Propionibacterium_Propionibacterium_acnes,HILp_QI22294,0.4090145148968678,0.016311966802788704,0.06756588354628795
Coprococcus_Coprococcus_comes,HILp_QI22784,0.4090145148968678,0.016311966802788704,0.06756588354628795
Anaerotruncus_Anaerotruncus_unclassified,C18n_QI3052,-0.4090145148968678,0.016311966802788704,0.06756588354628795
Collinsella_Collinsella_aerofaciens,HILp_QI14988,0.4093200916730328,0.01622433747355819,0.06756588354628795
Bilophila_Bilophila_wadsworthia,C8p_QI15929,-0.4090145148968678,0.016311966802788704,0.06756588354628795
Bacteroides_Bacteroides_faecis,HILp_QI15608,0.4087089381207028,0.01639999160383247,0.06768113996967044
Oscillibacter_Oscillibacter_sp_KLE_1745,HILp_QI18062,0.4087089381207028,0.01639999160383247,0.06768113996967044
Ruminococcaceae_noname_Ruminococcaceae_bacterium_D16,C8p_QI23206,-0.4087089381207028,0.01639999160383247,0.06768113996967044
Odoribacter_Odoribacter_splanchnicus,C8p_QI21200,-0.4087089381207028,0.01639999160383247,0.06768113996967044
Citrobacter_Citrobacter_unclassified,HILn_QI27030,-0.4087089381207028,0.01639999160383247,0.06768113996967044
Bacteroides_Bacteroides_dorei,HILn_QI598,-0.4087089381207028,0.01639999160383247,0.06768113996967044
Erysipelotrichaceae_noname_Erysipelotrichaceae_bacterium_6_1_45,HILp_QI20172,0.4087089381207028,0.01639999160383247,0.06768113996967044
Propionibacterium_Propionibacterium_acnes,HILp_QI25194,0.4087089381207028,0.01639999160383247,0.06768113996967044
Clostridium_Clostridium_leptum,HILp_QI16884,0.4087089381207028,0.01639999160383247,0.06768113996967044
Oscillibacter_Oscillibacter_unclassified,C8p_QI24716,0.4087089381207028,0.01639999160383247,0.06768113996967044
Alistipes_Alistipes_putredinis,C8p_QI23704,-0.4087089381207028,0.01639999160383247,0.06768113996967044
Anaerostipes_Anaerostipes_unclassified,C8p_QI2112,-0.4087089381207028,0.01639999160383247,0.06768113996967044
Granulicatella_Granulicatella_unclassified,C8p_QI14480,0.4087089381207028,0.01639999160383247,0.06768113996967044
Clostridium_Clostridium_scindens,C8p_QI21798,0.4087089381207028,0.01639999160383247,0.06768113996967044
Bilophila_Bilophila_wadsworthia,C8p_QI23279,-0.4087089381207028,0.01639999160383247,0.06768113996967044
Lachnospiraceae_noname_Lachnospiraceae_bacterium_2_1_58FAA,C8p_QI29312,0.4087089381207028,0.01639999160383247,0.06768113996967044
Lachnospiraceae_noname_Lachnospiraceae_bacterium_1_1_57FAA,HILp_QI13144,-0.4087089381207028,0.01639999160383247,0.06768113996967044
Ruminococcus_Ruminococcus_bromii,HILn_QI2724,-0.4087089381207028,0.01639999160383247,0.06768113996967044
Enterococcus_Enterococcus_faecium,C8p_QI26155,0.4087089381207028,0.01639999160383247,0.06768113996967044
Bacteroides_Bacteroides_plebeius,C8p_QI25628,0.4087089381207028,0.01639999160383247,0.06768113996967044
Aggregatibacter_Aggregatibacter_unclassified,C8p_QI23206,0.4087089381207028,0.01639999160383247,0.06768113996967044
Anaerostipes_Anaerostipes_caccae,HILp_QI24293,0.40840336134453775,0.016488413244645148,0.06773820022726153
Bilophila_Bilophila_unclassified,C8p_QI20937,-0.40840336134453775,0.016488413244645148,0.06773820022726153
Oscillibacter_Oscillibacter_sp_KLE_1745,C8p_QI28866,-0.40840336134453775,0.016488413244645148,0.06773820022726153
Rothia_Rothia_unclassified,HILp_QI15293,0.40840336134453775,0.016488413244645148,0.06773820022726153
Morganella_Morganella_morganii,HILp_QI25015,0.40840336134453775,0.016488413244645148,0.06773820022726153
Lactobacillus_Lactobacillus_casei_paracasei,C8p_QI29208,0.40840336134453775,0.016488413244645148,0.06773820022726153
Flavonifractor_Flavonifractor_plautii,HILp_QI13097,0.40840336134453775,0.016488413244645148,0.06773820022726153
Burkholderia_Burkholderia_unclassified,C8p_QI13344,0.40840336134453775,0.016488413244645148,0.06773820022726153
Bacteroides_Bacteroides_coprocola,HILp_QI16930,-0.40840336134453775,0.016488413244645148,0.06773820022726153
Subdoligranulum_Subdoligranulum_unclassified,HILn_QI857,-0.40840336134453775,0.016488413244645148,0.06773820022726153
Porphyromonas_Porphyromonas_uenonis,HILp_QI10795,-0.40840336134453775,0.016488413244645148,0.06773820022726153
Lachnospiraceae_noname_Lachnospiraceae_bacterium_5_1_63FAA,C8p_QI21897,0.40840336134453775,0.016488413244645148,0.06773820022726153
Bilophila_Bilophila_wadsworthia,C8p_QI29621,-0.40840336134453775,0.016488413244645148,0.06773820022726153
Holdemania_Holdemania_filiformis,HILp_QI13017,-0.40840336134453775,0.016488413244645148,0.06773820022726153
Bifidobacterium_Bifidobacterium_breve,C8p_QI28203,0.40840336134453775,0.016488413244645148,0.06773820022726153
Lachnospiraceae_noname_Lachnospiraceae_bacterium_2_1_58FAA,C18n_QI13830,0.40840336134453775,0.016488413244645148,0.06773820022726153
Anaerostipes_Anaerostipes_hadrus,HILp_QI17463,0.40840336134453775,0.016488413244645148,0.06773820022726153
Collinsella_Collinsella_tanakaei,HILp_QI21980,0.40840336134453775,0.016488413244645148,0.06773820022726153
Bacteroides_Bacteroides_uniformis,HILp_QI24821,-0.40840336134453775,0.016488413244645148,0.06773820022726153
Bacteroidales_noname_Bacteroidales_bacterium_ph8,HILn_QI803,-0.40840336134453775,0.016488413244645148,0.06773820022726153
Peptostreptococcaceae_noname_Clostridium_bartlettii,HILp_QI20509,-0.40840336134453775,0.016488413244645148,0.06773820022726153
C2likevirus_C2likevirus_unclassified,HILp_QI17745,0.40840336134453775,0.016488413244645148,0.06773820022726153
Bilophila_Bilophila_wadsworthia,C8p_QI20098,-0.40840336134453775,0.016488413244645148,0.06773820022726153
Alistipes_Alistipes_sp_AP11,HILp_QI22009,-0.40840336134453775,0.016488413244645148,0.06773820022726153
Bilophila_Bilophila_unclassified,C8p_QI19692,-0.40840336134453775,0.016488413244645148,0.06773820022726153
Porphyromonas_Porphyromonas_asaccharolytica,HILp_QI17419,0.40840336134453775,0.016488413244645148,0.06773820022726153
Bilophila_Bilophila_unclassified,C8p_QI22834,-0.40809778456837276,0.016577233095940336,0.06778463342486167
Blautia_Blautia_producta,HILn_QI803,-0.40809778456837276,0.016577233095940336,0.06778463342486167
Eubacterium_Eubacterium_ramulus,HILp_QI20485,0.40809778456837276,0.016577233095940336,0.06778463342486167
Holdemania_Holdemania_filiformis,C8p_QI25661,-0.40809778456837276,0.016577233095940336,0.06778463342486167
Granulicatella_Granulicatella_unclassified,C8p_QI13820,0.40809778456837276,0.016577233095940336,0.06778463342486167
Mitsuokella_Mitsuokella_unclassified,HILp_QI22477,0.40809778456837276,0.016577233095940336,0.06778463342486167
Alistipes_Alistipes_onderdonkii,HILp_QI18143,0.40809778456837276,0.016577233095940336,0.06778463342486167
Proteus_Proteus_mirabilis,C8p_QI29259,0.40809778456837276,0.016577233095940336,0.06778463342486167
Eubacterium_Eubacterium_siraeum,C8p_QI20140,-0.40809778456837276,0.016577233095940336,0.06778463342486167
Prevotella_Prevotella_buccalis,HILp_QI24729,0.40809778456837276,0.016577233095940336,0.06778463342486167
Escherichia_Escherichia_coli,HILp_QI23876,-0.40809778456837276,0.016577233095940336,0.06778463342486167
Parabacteroides_Parabacteroides_johnsonii,C8p_QI21804,0.40809778456837276,0.016577233095940336,0.06778463342486167
Pseudomonas_Pseudomonas_unclassified,HILp_QI18170,0.40809778456837276,0.016577233095940336,0.06778463342486167
Megasphaera_Megasphaera_micronuciformis,HILp_QI23019,0.40809778456837276,0.016577233095940336,0.06778463342486167
Dorea_Dorea_formicigenerans,C8p_QI19698,-0.40809778456837276,0.016577233095940336,0.06778463342486167
Peptostreptococcus_Peptostreptococcus_anaerobius,HILp_QI17522,0.40809778456837276,0.016577233095940336,0.06778463342486167
Alistipes_Alistipes_sp_AP11,HILp_QI24293,0.40809778456837276,0.016577233095940336,0.06778463342486167
Lachnospiraceae_noname_Lachnospiraceae_bacterium_9_1_43BFAA,C8p_QI27025,0.40809778456837276,0.016577233095940336,0.06778463342486167
Eubacterium_Eubacterium_siraeum,HILp_QI13241,-0.40809778456837276,0.016577233095940336,0.06778463342486167
Lactobacillus_Lactobacillus_gasseri,HILp_QI16884,-0.40809778456837276,0.016577233095940336,0.06778463342486167
Clostridium_Clostridium_sp_KLE_1755,HILp_QI25144,0.40809778456837276,0.016577233095940336,0.06778463342486167
Odoribacter_Odoribacter_splanchnicus,C8p_QI19829,-0.40809778456837276,0.016577233095940336,0.06778463342486167
Dialister_Dialister_invisus,HILp_QI15408,0.40809778456837276,0.016577233095940336,0.06778463342486167
Streptococcus_Streptococcus_thermophilus,C8p_QI5680,0.40809778456837276,0.016577233095940336,0.06778463342486167
Erysipelotrichaceae_noname_Erysipelotrichaceae_bacterium_3_1_53,HILp_QI18170,0.40809778456837276,0.016577233095940336,0.06778463342486167
Clostridium_Clostridium_scindens,HILp_QI25194,0.40809778456837276,0.016577233095940336,0.06778463342486167
Bacteroides_Bacteroides_uniformis,HILp_QI22835,0.40809778456837276,0.016577233095940336,0.06778463342486167
Blautia_Ruminococcus_torques,C8p_QI28794,0.40748663101604277,0.016756072926604478,0.06784614676678644
Saccharomyces_Saccharomyces_cerevisiae,HILp_QI23693,-0.40748663101604277,0.016756072926604478,0.06784614676678644
Collinsella_Collinsella_unclassified,HILp_QI25041,0.40748663101604277,0.016756072926604478,0.06784614676678644
Siphoviridae_noname_Propionibacterium_phage_PAD20,HILp_QI19733,-0.40779220779220776,0.016666452531186583,0.06784614676678644
Alistipes_Alistipes_shahii,HILp_QI14501,-0.40748663101604277,0.016756072926604478,0.06784614676678644
Holdemania_Holdemania_unclassified,C8p_QI26159,-0.40748663101604277,0.016756072926604478,0.06784614676678644
Sutterella_Sutterella_wadsworthensis,C8p_QI19692,-0.40748663101604277,0.016756072926604478,0.06784614676678644
Lactobacillus_Lactobacillus_casei_paracasei,C8p_QI29041,0.40779220779220776,0.016666452531186583,0.06784614676678644
Morganella_Morganella_morganii,C8p_QI21897,0.40748663101604277,0.016756072926604478,0.06784614676678644
Granulicatella_Granulicatella_unclassified,C8p_QI26101,0.40779220779220776,0.016666452531186583,0.06784614676678644
Bifidobacterium_Bifidobacterium_breve,C8p_QI25661,0.40748663101604277,0.016756072926604478,0.06784614676678644
Anaerostipes_Anaerostipes_hadrus,HILp_QI25192,0.40748663101604277,0.016756072926604478,0.06784614676678644
Erysipelotrichaceae_noname_Erysipelotrichaceae_bacterium_6_1_45,HILn_QI857,-0.40779220779220776,0.016666452531186583,0.06784614676678644
Bacteroides_Bacteroides_caccae,C8p_QI27253,-0.40748663101604277,0.016756072926604478,0.06784614676678644
Gammaretrovirus_Porcine_type_C_oncovirus,HILp_QI21690,0.40779220779220776,0.016666452531186583,0.06784614676678644
Prevotella_Prevotella_timonensis,C8p_QI25592,-0.40748663101604277,0.016756072926604478,0.06784614676678644
Bifidobacterium_Bifidobacterium_breve,HILp_QI18168,0.40779220779220776,0.016666452531186583,0.06784614676678644
Blautia_Blautia_producta,C8p_QI2112,-0.40779220779220776,0.016666452531186583,0.06784614676678644
Clostridium_Clostridium_scindens,C8p_QI22539,0.40748663101604277,0.016756072926604478,0.06784614676678644
Bifidobacterium_Bifidobacterium_longum,C8p_QI13344,0.40779220779220776,0.016666452531186583,0.06784614676678644
Roseburia_Roseburia_hominis,HILp_QI23880,0.40748663101604277,0.016756072926604478,0.06784614676678644
Alistipes_Alistipes_shahii,C8p_QI12648,-0.40779220779220776,0.016666452531186583,0.06784614676678644
Fusobacterium_Fusobacterium_nucleatum,HILn_QI1484,0.40748663101604277,0.016756072926604478,0.06784614676678644
Clostridium_Clostridium_bolteae,HILp_QI17402,0.40748663101604277,0.016756072926604478,0.06784614676678644
Flavonifractor_Flavonifractor_plautii,C8p_QI26171,0.40779220779220776,0.016666452531186583,0.06784614676678644
Bifidobacterium_Bifidobacterium_adolescentis,HILp_QI16931,-0.40748663101604277,0.016756072926604478,0.06784614676678644
Lachnospiraceae_noname_Lachnospiraceae_bacterium_5_1_57FAA,C8p_QI18806,0.40779220779220776,0.016666452531186583,0.06784614676678644
Bacteroides_Bacteroides_intestinalis,C8p_QI11637,0.40748663101604277,0.016756072926604478,0.06784614676678644
Granulicatella_Granulicatella_unclassified,C8p_QI22360,0.40748663101604277,0.016756072926604478,0.06784614676678644
Klebsiella_Klebsiella_pneumoniae,HILn_QI1148,-0.40748663101604277,0.016756072926604478,0.06784614676678644
Dorea_Dorea_unclassified,C8p_QI25126,-0.40779220779220776,0.016666452531186583,0.06784614676678644
Streptococcus_Streptococcus_thermophilus,HILp_QI20501,0.40748663101604277,0.016756072926604478,0.06784614676678644
Ruminococcus_Ruminococcus_sp_5_1_39BFAA,C8p_QI29616,0.40748663101604277,0.016756072926604478,0.06784614676678644
Erysipelotrichaceae_noname_Erysipelotrichaceae_bacterium_5_2_54FAA,C8p_QI29042,0.40779220779220776,0.016666452531186583,0.06784614676678644
Streptococcus_Streptococcus_thermophilus,HILp_QI5892,0.40748663101604277,0.016756072926604478,0.06784614676678644
Escherichia_Escherichia_coli,HILp_QI24673,-0.40779220779220776,0.016666452531186583,0.06784614676678644
