sample_id,early_score,late_score,risk_delta,score_trend,peak_fraction,std_score,group,pattern
p03441,0.1469501256942749,0.0754804549117883,-0.0714696707824866,-0.0714696707824866,0.1111111111111111,0.047927428085753745,TN,declining
p03456,0.13141080886125564,0.049637040495872496,-0.08177376836538314,-0.08177376836538314,0.0,0.042632533131598885,TN,declining
p03460,0.27558114139303086,0.23035364718206466,-0.045227494210966196,-0.045227494210966196,0.16304347826086957,0.11420119048699681,TN,stable
p03465,0.1695043407380581,0.10129653041561444,-0.06820781032244365,-0.06820781032244365,0.2777777777777778,0.05485442072081286,TN,declining
p03470,0.06446072421967983,0.057922692596912385,-0.0065380316227674415,-0.0065380316227674415,0.5862068965517241,0.013334207995209029,TN,stable
p03477,0.09131429679691791,0.21972462832927703,0.12841033153235912,0.12841033153235912,0.896551724137931,0.09801183350092156,TN,escalating
p03483,0.6809174336493016,0.6346298217773437,-0.046287611871957846,-0.046287611871957846,0.29508196721311475,0.18552073567888508,TN,stable
p03502,0.19869008021695272,0.10023571337972369,-0.09845436683722904,-0.09845436683722904,0.023809523809523808,0.07989436021845782,TN,declining
p03508,0.05545109696686268,0.05848448723554611,0.0030333902686834335,0.0030333902686834335,0.6666666666666666,0.011786912685656752,TN,stable
p03516,0.07018111944198609,0.055314527824521065,-0.014866591617465022,-0.014866591617465022,0.7666666666666667,0.014103014446395013,TN,stable
p03522,0.2788642179220915,0.1072939159348607,-0.17157030198723078,-0.17157030198723078,0.0,0.1034839653722269,TN,declining
p03544,0.41238656089357706,0.7137823364009028,0.30139577550732577,0.30139577550732577,0.12857142857142856,0.21605681697470958,TN,escalating
p03547,0.10846451786346734,0.06748924474231899,-0.04097527312114835,-0.04097527312114835,0.22448979591836735,0.04657688622857852,TN,stable
p03550,0.1966905211408933,0.11583866526683172,-0.08085185587406159,-0.08085185587406159,0.25842696629213485,0.0622435575915697,TN,declining
p03563,0.3427898846566677,0.49686257541179657,0.15407269075512886,0.15407269075512886,0.3076923076923077,0.15406056646964275,TN,escalating
p03570,0.4130741126007504,0.4807024929258559,0.06762838032510549,0.06762838032510549,0.48148148148148145,0.11557652376401893,TN,escalating
p03592,0.5709903921399798,0.5313456228801182,-0.0396447692598616,-0.0396447692598616,0.05,0.1333185581067621,TN,stable
p03635,0.5917983967810869,0.33253927156329155,-0.25925912521779537,-0.25925912521779537,0.0625,0.18754013805655123,TN,declining
p03666,0.5010371689613049,0.6266808922474201,0.12564372328611517,0.12564372328611517,0.0,0.14791880798137422,TN,escalating
p03785,0.21143518159022698,0.41750633258085984,0.20607115099063286,0.20607115099063286,0.8333333333333334,0.14083817440574461,TN,escalating
p03831,0.23368918597698213,0.15553125441074372,-0.0781579315662384,-0.0781579315662384,0.07142857142857142,0.06257924709784973,TN,declining
p03859,0.3604271211303197,0.2106880574272229,-0.1497390637030968,-0.1497390637030968,0.1,0.1602230635404508,TN,declining
p03892,0.06337316232648763,0.029186207123778084,-0.03418695520270954,-0.03418695520270954,0.6470588235294118,0.023751517359301547,TN,stable
p03898,0.2840322268505891,0.26393241435289383,-0.02009981249769527,-0.02009981249769527,0.24324324324324326,0.13144776637836264,TN,stable
p03900,0.07574778641848003,0.18331628205145106,0.10756849563297104,0.10756849563297104,0.7,0.07015308164835242,TN,escalating
p03903,0.4897027462720871,0.1696451442937056,-0.3200576019783815,-0.3200576019783815,0.05555555555555555,0.15919681563584948,TN,declining
p03932,0.12988816450039545,0.06235694761077563,-0.06753121688961983,-0.06753121688961983,0.0,0.02975059107444676,TN,declining
p03961,0.47278991980212076,0.3196715989283153,-0.15311832087380545,-0.15311832087380545,0.36363636363636365,0.14515377192458778,TN,declining
p03963,0.40826506167650223,0.39147506561130285,-0.016789996065199375,-0.016789996065199375,0.10638297872340426,0.11967676079823833,TN,stable
p04056,0.061526428908109665,0.07494858528176944,0.013422156373659774,0.013422156373659774,0.875,0.008920410625928007,TN,stable
p04099,0.5049621363480886,0.6155482033888499,0.11058606704076124,0.11058606704076124,0.8947368421052632,0.0726798661871793,TN,escalating
p04123,0.30845893575594974,0.349979797234902,0.04152086147895229,0.04152086147895229,0.5641025641025641,0.10098005000875383,TN,stable
p04140,0.66709940508008,0.16857026889920235,-0.4985291361808777,-0.4985291361808777,0.04,0.2560682382275143,TN,declining
p04167,0.1690142173320055,0.36512359231710434,0.19610937498509884,0.19610937498509884,0.6153846153846154,0.15729816314421155,TN,escalating
p04230,0.37010943293571474,0.3080113967259725,-0.06209803620974225,-0.06209803620974225,0.022727272727272728,0.13639351349121298,TN,declining
p04242,0.06768083838479859,0.06824566423892975,0.0005648258541311596,0.0005648258541311596,0.0,0.019867089790585345,TN,stable
p04247,0.20633918104263452,0.07287171740944569,-0.13346746363318884,-0.13346746363318884,0.0,0.08168438493825836,TN,declining
p04256,0.6293231050173441,0.6623556017875671,0.03303249677022302,0.03303249677022302,0.625,0.11892423825137707,TN,stable
p04261,0.21800359462698302,0.20756984154383343,-0.010433753083149588,-0.010433753083149588,0.0898876404494382,0.0855943151111744,TN,stable
p04276,0.8017901256680489,0.3572874628007412,-0.44450266286730766,-0.44450266286730766,0.2,0.2057036106206669,TN,declining
p04296,0.21294975578784942,0.0711129903793335,-0.14183676540851592,-0.14183676540851592,0.21428571428571427,0.07298965090494772,TN,declining
p04313,0.3821695191519601,0.6622054364000048,0.2800359172480447,0.2800359172480447,0.9534883720930233,0.1624745710531191,TN,escalating
p04324,0.5628773838281631,0.09859257489442826,-0.46428480893373486,-0.46428480893373486,0.1590909090909091,0.2520058697290967,TN,declining
p04355,0.10062740453415447,0.039806141483562964,-0.06082126305059151,-0.06082126305059151,0.0,0.04006438835239336,TN,declining
p04368,0.6468975724031528,0.4219569265842438,-0.22494064581890905,-0.22494064581890905,0.15492957746478872,0.18734955061663777,TN,declining
p04370,0.04681723701457183,0.381599926451842,0.3347826894372702,0.3347826894372702,0.7391304347826086,0.18999663575117723,TN,escalating
p04404,0.5587105590563554,0.5442496996659499,-0.014460859390405423,-0.014460859390405423,0.625,0.1234218105730602,TN,stable
p04442,0.10271179924408595,0.11914949739972751,0.016437698155641556,0.016437698155641556,0.7777777777777778,0.03317644763014554,TN,stable
p04459,0.15108724758028985,0.059461898356676104,-0.09162534922361375,-0.09162534922361375,0.034482758620689655,0.0811398639356985,TN,declining
p04465,0.7955579573199862,0.6153720560527983,-0.18018590126718792,-0.18018590126718792,0.23809523809523808,0.12114397034423097,TN,declining
p04526,0.3060783244669437,0.1562744490802288,-0.1498038753867149,-0.1498038753867149,0.3770491803278688,0.08823533331307531,TN,declining
p04532,0.21185474395751952,0.12173956334590912,-0.0901151806116104,-0.0901151806116104,0.0,0.06158994189217105,TN,declining
p04536,0.6189842919508616,0.5499211847782135,-0.06906310717264807,-0.06906310717264807,0.1111111111111111,0.08569684161843033,TN,declining
p04544,0.641306734085083,0.4619613528251648,-0.17934538125991817,-0.17934538125991817,0.6666666666666666,0.15501186409095555,TN,declining
p04545,0.1537990802899003,0.07404757663607597,-0.07975150365382433,-0.07975150365382433,0.0,0.07330482367844707,TN,declining
p04554,0.1624939056734244,0.5523073623577753,0.38981345668435097,0.38981345668435097,1.0,0.21950003918603342,TN,escalating
p04583,0.1288074395131497,0.30011796738420216,0.17131052787105244,0.17131052787105244,0.4032258064516129,0.23054658406594666,TN,escalating
p04604,0.5260186225175858,0.5138606607913971,-0.01215796172618866,-0.01215796172618866,0.7741935483870968,0.10402018721519983,TN,stable
p04611,0.4843874368816614,0.5353351272642612,0.05094769038259983,0.05094769038259983,0.04,0.0933209924510063,TN,escalating
p04639,0.4820006415247917,0.6138101443648338,0.13180950284004211,0.13180950284004211,1.0,0.153643217176954,TN,escalating
p04669,0.5360289307741019,0.36861907518827,-0.16740985558583188,-0.16740985558583188,0.425,0.11762669094858087,TN,declining
p04680,0.2428148819931916,0.1675164405079115,-0.07529844148528009,-0.07529844148528009,0.016129032258064516,0.14260477636826507,TN,declining
p04688,0.6112531224886576,0.5558632910251617,-0.05538983146349585,-0.05538983146349585,0.125,0.19125497010428658,TN,declining
p04740,0.5320737361907959,0.4740867449177636,-0.05798699127303231,-0.05798699127303231,0.34615384615384615,0.19537981030750812,TN,declining
p04745,0.11093527552756396,0.1424139223315499,0.03147864680398593,0.03147864680398593,0.0,0.06526336388578889,TN,stable
p04789,0.22136137261986732,0.34771564106146496,0.12635426844159764,0.12635426844159764,0.8947368421052632,0.10783113605372746,TN,escalating
p04820,0.6839951276779175,0.4697557141383489,-0.2142394135395686,-0.2142394135395686,0.05555555555555555,0.13740463444067924,TN,declining
p04845,0.14133543893694878,0.10151158113564764,-0.03982385780130114,-0.03982385780130114,0.0,0.03963786456996493,TN,stable
p04856,0.2987298220396042,0.33219006657600403,0.03346024453639984,0.03346024453639984,0.0,0.15123310548763164,TN,stable
p04885,0.48593146229783696,0.6938409209251404,0.20790945862730342,0.20790945862730342,0.7,0.21060752848941247,TN,escalating
p04891,0.4005060281072344,0.16600365723882402,-0.2345023708684104,-0.2345023708684104,0.0,0.13811372613840675,TN,declining
p04957,0.12332442828587123,0.22184242095266068,0.09851799266678946,0.09851799266678946,0.85,0.06674874081636838,TN,escalating
p04961,0.2722583624223868,0.16656508234639963,-0.10569328007598719,-0.10569328007598719,0.08571428571428572,0.09183733923627203,TN,declining
p04964,0.22932097586718472,0.5171581235798922,0.2878371477127075,0.2878371477127075,0.7352941176470589,0.1548292817350859,TN,escalating
p05001,0.54786065078917,0.39558696037247065,-0.15227369041669936,-0.15227369041669936,0.16129032258064516,0.1269352008949485,TN,declining
p05007,0.11405386837820213,0.061278607696294785,-0.05277526068190734,-0.05277526068190734,0.23529411764705882,0.04196183039262156,TN,declining
p05020,0.2409104200700919,0.1335436649620533,-0.10736675510803859,-0.10736675510803859,0.16483516483516483,0.12075347219125497,TN,declining
p05083,0.20044138641269119,0.5579771079398967,0.3575357215272056,0.3575357215272056,0.7926829268292683,0.22078771469206523,TN,escalating
p05099,0.42649857912744793,0.3122394063643047,-0.11425917276314324,-0.11425917276314324,0.3,0.13232180579938446,TN,declining
p05104,0.4981244330604871,0.24985712269941965,-0.24826731036106744,-0.24826731036106744,0.3142857142857143,0.1597694903177812,TN,declining
p05118,0.16227413713932037,0.21396138722246344,0.051687250083143066,0.051687250083143066,0.2727272727272727,0.0785013921182937,TN,escalating
p05127,0.42461415380239487,0.7798077315092087,0.3551935777068138,0.3551935777068138,0.6666666666666666,0.21504365052817656,TN,escalating
p05146,0.3660885002464056,0.33204368129372597,-0.034044818952679634,-0.034044818952679634,0.08333333333333333,0.13431817998234513,TN,stable
p05159,0.20118094533681868,0.07033508066087961,-0.13084586467593906,-0.13084586467593906,0.0,0.08700834750450324,TN,declining
p05166,0.4691697253900416,0.14988467404071024,-0.3192850513493314,-0.3192850513493314,0.13725490196078433,0.17826336296329764,TN,declining
p05220,0.4875693807999293,0.1619554951786995,-0.3256138856212298,-0.3256138856212298,0.13333333333333333,0.2108625246753029,TN,declining
p05243,0.2015342584678105,0.051920688045876365,-0.14961357042193413,-0.14961357042193413,0.09090909090909091,0.08953525913575903,TN,declining
p05260,0.07480728094066892,0.11879651887076241,0.04398923793009349,0.04398923793009349,0.8571428571428571,0.02672657900425113,TN,stable
p05292,0.059648952023549515,0.06083594262599945,0.001186990602449936,0.001186990602449936,0.06060606060606061,0.02043265132596552,TN,stable
p05317,0.3205260545015335,0.5678490221500396,0.24732296764850614,0.24732296764850614,0.8125,0.17936744972734492,TN,escalating
p05342,0.1386321997642517,0.19183035373687743,0.05319815397262573,0.05319815397262573,0.3157894736842105,0.10153014048424852,TN,escalating
p05349,0.2915339996417364,0.1055755709608396,-0.1859584286808968,-0.1859584286808968,0.15555555555555556,0.10702725715717151,TN,declining
p05374,0.3841494818528493,0.4711593786875407,0.0870098968346914,0.0870098968346914,0.8,0.10497760015191059,TN,escalating
p05376,0.09590736362669203,0.18767618760466576,0.09176882397797373,0.09176882397797373,0.7777777777777778,0.08848703656192049,TN,escalating
p05425,0.10871550149243811,0.12367204819684444,0.014956546704406326,0.014956546704406326,0.0,0.07715589744001203,TN,stable
p05426,0.23294123510519663,0.17048261314630508,-0.06245862195889154,-0.06245862195889154,0.5,0.07797937250820035,TN,declining
p05429,0.4117848048607508,0.3285849740107854,-0.0831998308499654,-0.0831998308499654,0.07692307692307693,0.09517180129544157,TN,declining
p05435,0.22364331036806107,0.5088831558823586,0.2852398455142975,0.2852398455142975,0.9090909090909091,0.15124784365372698,TN,escalating
p05468,0.4486137221256892,0.0722946658730507,-0.3763190562526385,-0.3763190562526385,0.08888888888888889,0.21313948043554817,TN,declining
p05483,0.6184784434735775,0.5840895585715771,-0.03438888490200043,-0.03438888490200043,0.43478260869565216,0.11588433145436065,TN,stable
p05502,0.07734965160489082,0.0605816338211298,-0.016768017783761024,-0.016768017783761024,1.0,0.02981136246006724,TN,stable
p05504,0.6010923609137535,0.4857031814754009,-0.11538917943835258,-0.11538917943835258,0.125,0.1317463613001723,TN,declining
p05552,0.36223924938928,0.30597962032664905,-0.056259629062630934,-0.056259629062630934,0.6865671641791045,0.16559610495871208,TN,declining
p05564,0.12783362374951443,0.06791096615294616,-0.05992265759656827,-0.05992265759656827,0.05555555555555555,0.04289978325296211,TN,declining
p05575,0.3451214293638865,0.09581217070420583,-0.24930925865968068,-0.24930925865968068,0.1111111111111111,0.14207969006439788,TN,declining
p05590,0.18924313082414515,0.461270272731781,0.2720271419076359,0.2720271419076359,0.78,0.13765938356306429,TN,escalating
p05614,0.05472274882985013,0.20807515031525067,0.15335240148540055,0.15335240148540055,0.813953488372093,0.07911517603556806,TN,escalating
p05655,0.051271554082632065,0.043444775665799774,-0.00782677841683229,-0.00782677841683229,0.4722222222222222,0.019695582554179653,TN,stable
p05761,0.23589757710695267,0.1665349707007408,-0.06936260640621186,-0.06936260640621186,0.013333333333333334,0.09369946545080521,TN,declining
p05782,0.0951250356156379,0.049151302548125386,-0.04597373306751251,-0.04597373306751251,0.3469387755102041,0.0496984404778928,TN,stable
p05809,0.2853077594190836,0.09008426032960415,-0.19522349908947945,-0.19522349908947945,0.13043478260869565,0.11319884900447223,TN,declining
p05810,0.6017079187764062,0.3359231154123942,-0.26578480336401195,-0.26578480336401195,0.2222222222222222,0.15354597818153926,TN,declining
p05813,0.37715179134498944,0.4875395731492476,0.11038778180425818,0.11038778180425818,0.38235294117647056,0.11693834926184307,TN,escalating
p05853,0.08177958466112614,0.2437571555376053,0.16197757087647915,0.16197757087647915,0.03278688524590164,0.08651677406442658,TN,escalating
p05858,0.33700583860278127,0.5920272958278656,0.25502145722508435,0.25502145722508435,0.7702702702702703,0.21171185397425163,TN,escalating
p05883,0.08753622594204816,0.1001540564677932,0.012617830525745041,0.012617830525745041,0.0,0.01904731824719238,TN,stable
p05898,0.15889699384570122,0.1250092089176178,-0.03388778492808342,-0.03388778492808342,0.3333333333333333,0.06699806768344574,TN,stable
p05913,0.2839781492948532,0.08279099315404892,-0.2011871561408043,-0.2011871561408043,0.1111111111111111,0.10771636664541234,TN,declining
p05930,0.6197748672962189,0.597872211933136,-0.02190265536308289,-0.02190265536308289,0.33783783783783783,0.11180914556900515,TN,stable
p05938,0.2145059686154127,0.15357978828251362,-0.060926180332899094,-0.060926180332899094,0.18181818181818182,0.06937303782812694,TN,declining
p05955,0.47619016197594727,0.5092023583975706,0.033012196421623285,0.033012196421623285,0.75,0.15955776416530362,TN,stable
p06006,0.10372239191617284,0.051764065133673806,-0.05195832678249904,-0.05195832678249904,0.0,0.03671568974793428,TN,declining
p06016,0.3313823180894057,0.32174888749917346,-0.00963343059023225,-0.00963343059023225,0.5789473684210527,0.15668946750733337,TN,stable
p06037,0.154975921412309,0.06823465824127198,-0.08674126317103703,-0.08674126317103703,0.0,0.0614286684172565,TN,declining
p06046,0.08172324140157018,0.1125154686825616,0.030792227280991416,0.030792227280991416,0.75,0.05498095472446578,TN,stable
p06081,0.07939055375754833,0.187695000320673,0.10830444656312466,0.10830444656312466,0.926829268292683,0.07714682940830797,TN,escalating
p06088,0.54466962069273,0.551959753036499,0.0072901323437690735,0.0072901323437690735,0.3225806451612903,0.14620267346153426,TN,stable
p06091,0.34318341314792633,0.4008742421865463,0.057690829038619995,0.057690829038619995,0.5882352941176471,0.14450423264785014,TN,escalating
p06099,0.4095524698495865,0.44813228079250883,0.038579810942922343,0.038579810942922343,1.0,0.12429151101103049,TN,stable
p06102,0.09737790482384819,0.18702715741736547,0.08964925259351729,0.08964925259351729,0.85,0.0660945131888189,TN,escalating
p06109,0.17646787839907188,0.4418706148862839,0.265402736487212,0.265402736487212,1.0,0.1992357637191677,TN,escalating
p06111,0.2109557804134157,0.7275794280899895,0.5166236476765739,0.5166236476765739,0.7547169811320755,0.25427831989175453,TN,escalating
p06147,0.43504175330911365,0.42180810442992617,-0.013233648879187487,-0.013233648879187487,0.11290322580645161,0.12892483910196947,TN,stable
p06151,0.6504004044192178,0.33276520882334026,-0.3176351955958775,-0.3176351955958775,0.25,0.1947994682627236,TN,declining
p06157,0.29571303725242615,0.6417303681373596,0.34601733088493347,0.34601733088493347,1.0,0.17396654763056862,TN,escalating
p06158,0.2378850198454327,0.10631707062323888,-0.13156794922219384,-0.13156794922219384,0.037037037037037035,0.08262563792469443,TN,declining
p06178,0.06774957962334156,0.1371653102338314,0.06941573061048985,0.06941573061048985,1.0,0.04609555497418963,TN,escalating
p06188,0.1989219089349111,0.10128180889619721,-0.09764010003871389,-0.09764010003871389,0.38461538461538464,0.11176596685881662,TN,declining
p06202,0.3565285097468983,0.4116432599046014,0.05511475015770306,0.05511475015770306,0.5384615384615384,0.1162379422025342,TN,escalating
p06209,0.18329630385745654,0.1819388194178993,-0.0013574844395572438,-0.0013574844395572438,0.0,0.14476589143797702,TN,stable
p06228,0.2761817052960396,0.16430835177501044,-0.11187335352102915,-0.11187335352102915,0.4117647058823529,0.12474985298433308,TN,declining
p06246,0.24918809859082103,0.5919473562389612,0.3427592576481402,0.3427592576481402,0.9583333333333334,0.20200067931983545,TN,escalating
p06268,0.10348397493362427,0.06501173228025436,-0.038472242653369904,-0.038472242653369904,0.0,0.02189494239794683,TN,stable
p06274,0.10540074184536934,0.09137012049555779,-0.014030621349811548,-0.014030621349811548,0.013513513513513514,0.03914036446025129,TN,stable
p06299,0.29065470211207867,0.12881124578416348,-0.1618434563279152,-0.1618434563279152,0.0,0.10663505084528407,TN,declining
p06316,0.22596063039132527,0.12989948689937592,-0.09606114349194936,-0.09606114349194936,0.045454545454545456,0.08981158890289068,TN,declining
p06321,0.675597196116167,0.5118475118104149,-0.1637496843057521,-0.1637496843057521,0.06,0.164332369228682,TN,declining
p06335,0.1417377566297849,0.29877249896526337,0.15703474233547846,0.15703474233547846,0.6071428571428571,0.09712640975345212,TN,escalating
p06358,0.07787421494722366,0.09280406186978023,0.01492984692255657,0.01492984692255657,0.4222222222222222,0.052126602773096206,TN,stable
p06362,0.4468071013689041,0.4720453441143036,0.025238242745399486,0.025238242745399486,0.4,0.14419929813109061,TN,stable
p06363,0.1443995958303704,0.09443590307936948,-0.04996369275100092,-0.04996369275100092,0.3137254901960784,0.09167363053314988,TN,stable
p06406,0.2503291657194495,0.2559618353843689,0.005632669664919376,0.005632669664919376,0.25,0.09477317639259827,TN,stable
p06413,0.2992350061734517,0.2071384390195211,-0.09209656715393064,-0.09209656715393064,0.1111111111111111,0.08729902845593439,TN,declining
p06432,0.363279115408659,0.03172175291304787,-0.33155736249561113,-0.33155736249561113,0.02702702702702703,0.1664593729202428,TN,declining
p06433,0.4504395517564955,0.4658937660001573,0.015454214243661779,0.015454214243661779,0.4126984126984127,0.19610139597043508,TN,stable
p06441,0.4660259075462818,0.2778053643802802,-0.18822054316600162,-0.18822054316600162,0.10810810810810811,0.13124318877885982,TN,declining
p06444,0.25278133650620777,0.2583059784438875,0.0055246419376797085,0.0055246419376797085,0.48148148148148145,0.10377353477960098,TN,stable
p06449,0.1359174237586558,0.1546862229394416,0.018768799180785806,0.018768799180785806,0.2222222222222222,0.11731569823760862,TN,stable
p06467,0.5706515163183212,0.2406503912061453,-0.33000112511217594,-0.33000112511217594,0.16,0.17691822919783004,TN,declining
p06514,0.7439433336257935,0.48780281841754913,-0.2561405152082443,-0.2561405152082443,0.3333333333333333,0.14589071330163278,TN,declining
p06525,0.19713881611824036,0.16546267519394556,-0.0316761409242948,-0.0316761409242948,0.375,0.07549071964013773,TN,stable
p06545,0.15150217629141277,0.19055680433909097,0.0390546280476782,0.0390546280476782,0.2909090909090909,0.07250423828964239,TN,stable
p06553,0.19450796986448354,0.22963487022909626,0.03512690036461272,0.03512690036461272,0.5340909090909091,0.06582209687259466,TN,stable
p06617,0.13954757981830174,0.11221779137849808,-0.02732978843980366,-0.02732978843980366,0.0,0.061811191435635446,TN,stable
p06620,0.2143368676304817,0.27746346667408944,0.06312659904360773,0.06312659904360773,0.45901639344262296,0.16107115443845302,TN,escalating
p06643,0.35621381231716703,0.19672567823103496,-0.15948813408613208,-0.15948813408613208,0.0,0.12786257443148344,TN,declining
p06649,0.34838128615828123,0.15911902136662426,-0.18926226479165698,-0.18926226479165698,0.0392156862745098,0.14582464703760378,TN,declining
p06654,0.15593724697828293,0.3478614166378975,0.19192416965961456,0.19192416965961456,0.8888888888888888,0.1730162593633623,TN,escalating
p06670,0.26762186487515766,0.28721707065900165,0.019595205783843994,0.019595205783843994,0.7,0.14398025785068685,TN,stable
p06699,0.44319390079804827,0.12937339288847788,-0.3138205079095704,-0.3138205079095704,0.2857142857142857,0.16469471676954023,TN,declining
p06767,0.38184291598471726,0.3931268399411982,0.011283923956480924,0.011283923956480924,0.3235294117647059,0.21331534163543867,TN,stable
p06775,0.4596794971397945,0.2719070751752172,-0.18777242196457727,-0.18777242196457727,0.13636363636363635,0.13100098636243085,TN,declining
p06797,0.6602021008729935,0.6280150972306728,-0.03218700364232063,-0.03218700364232063,0.782608695652174,0.1265478425100244,TN,stable
p06827,0.08509707876614162,0.0646654332854918,-0.02043164548064981,-0.02043164548064981,0.12195121951219512,0.024309235793391334,TN,stable
p06863,0.10721271159127355,0.08415403962135315,-0.023058671969920397,-0.023058671969920397,0.0,0.044785549432389424,TN,stable
p06882,0.21526397243142129,0.1624785840511322,-0.052785388380289094,-0.052785388380289094,0.4838709677419355,0.08109506349389228,TN,declining
p06914,0.18477296782657504,0.16403141990303993,-0.02074154792353511,-0.02074154792353511,0.14285714285714285,0.07060667484055867,TN,stable
p06921,0.39908458665013313,0.13673463417217135,-0.2623499524779618,-0.2623499524779618,0.22916666666666666,0.1816463001159801,TN,declining
p06933,0.09457179283102353,0.30133403837680817,0.20676224554578465,0.20676224554578465,1.0,0.10161699713961983,TN,escalating
p06942,0.5084920600056648,0.3380476493727077,-0.17044441063295712,-0.17044441063295712,0.04477611940298507,0.16683821672106403,TN,declining
p06959,0.5134946150439126,0.8101138983454023,0.2966192833014897,0.2966192833014897,0.7619047619047619,0.18251663360616682,TN,escalating
p07006,0.09664606385760838,0.055434830486774445,-0.04121123337083393,-0.04121123337083393,0.0,0.03008176315974476,TN,stable
p07062,0.09445381135894702,0.08851222235422868,-0.005941589004718348,-0.005941589004718348,0.0,0.0561277550227038,TN,stable
p07067,0.37780377119779585,0.36540930569171903,-0.012394465506076813,-0.012394465506076813,0.8620689655172413,0.14446012872529812,TN,stable
p07128,0.443760272115469,0.3762086946517229,-0.06755157746374607,-0.06755157746374607,0.75,0.10879443356194358,TN,declining
p07135,0.16989893838763237,0.5864848494529724,0.41658591106534004,0.41658591106534004,0.9230769230769231,0.21468219217457196,TN,escalating
p07137,0.3516586534678936,0.13955421497424444,-0.21210443849364916,-0.21210443849364916,0.10526315789473684,0.15248810612947006,TN,declining
p07167,0.21641082726418973,0.15995877236127853,-0.05645205490291119,-0.05645205490291119,0.26666666666666666,0.1382657655187966,TN,declining
p07217,0.22487548738718033,0.18970557302236557,-0.03516991436481476,-0.03516991436481476,0.0,0.06666092014044776,TN,stable
p07280,0.2594232112169266,0.5771727442741394,0.3177495330572129,0.3177495330572129,1.0,0.18786294398947742,TN,escalating
p07295,0.6735449859074184,0.4539180483136858,-0.21962693759373259,-0.21962693759373259,0.15,0.13338753685883564,TN,declining
p07305,0.21563385054469109,0.5928348302841187,0.37720097973942757,0.37720097973942757,0.8461538461538461,0.17605262860720924,TN,escalating
p07368,0.38354989389578503,0.2098472093542417,-0.17370268454154333,-0.17370268454154333,0.0,0.17744066445513804,TN,declining
p07373,0.2568984308413097,0.4252397545746395,0.16834132373332977,0.16834132373332977,0.5,0.12367529639661443,TN,escalating
p07375,0.5421027175404809,0.3691632119995175,-0.17293950554096338,-0.17293950554096338,0.10204081632653061,0.16345944200286275,TN,declining
p07380,0.2600885033607483,0.21984767764806748,-0.04024082571268081,-0.04024082571268081,0.9333333333333333,0.11490528770063946,TN,stable
p07392,0.26355719566345215,0.2158590853214264,-0.04769811034202576,-0.04769811034202576,0.5,0.0819116512322854,TN,stable
p07398,0.6103967905044556,0.21430051028728486,-0.39609628021717075,-0.39609628021717075,0.13333333333333333,0.19534541441265776,TN,declining
p07445,0.4173019995743578,0.2293223129077391,-0.1879796866666187,-0.1879796866666187,0.15151515151515152,0.17826456192150644,TN,declining
p07447,0.19369526278404964,0.3550229420264562,0.16132767924240654,0.16132767924240654,0.515625,0.152135398726193,TN,escalating
p07456,0.11364887390906613,0.10801190634568532,-0.005636967563380807,-0.005636967563380807,0.0,0.06747711024369238,TN,stable
p07480,0.3862031325697899,0.19261214137077332,-0.19359099119901657,-0.19359099119901657,0.15384615384615385,0.1078086421560345,TN,declining
p07529,0.42007215321063995,0.3653857068469127,-0.05468644636372727,-0.05468644636372727,0.9027777777777778,0.1395042063988893,TN,declining
p07543,0.30148989893496037,0.20711957787473997,-0.09437032106022039,-0.09437032106022039,0.0,0.15267066689360825,TN,declining
p07607,0.2323287587899428,0.12069266518721214,-0.11163609360273066,-0.11163609360273066,0.175,0.06818176366929576,TN,declining
p07624,0.4018579178622791,0.493455959217889,0.0915980413556099,0.0915980413556099,0.3333333333333333,0.16364553743629903,TN,escalating
p07656,0.09099977308263381,0.03125616271669666,-0.05974361036593715,-0.05974361036593715,0.0,0.057457332310801884,TN,declining
p07692,0.12831641419937737,0.1949173353220287,0.06660092112265134,0.06660092112265134,0.7413793103448276,0.07738432816272701,TN,escalating
p07697,0.09552872180938721,0.10213588579342915,0.006607163984041944,0.006607163984041944,0.025,0.042987330208034275,TN,stable
p07737,0.6876943537167141,0.3427877979619162,-0.34490655575479784,-0.34490655575479784,0.05,0.18381398575291455,TN,declining
p07745,0.705398847659429,0.5968302190303802,-0.1085686286290487,-0.1085686286290487,0.058823529411764705,0.15676327227031311,TN,declining
p07764,0.41278964068208424,0.12513955921999045,-0.2876500814620938,-0.2876500814620938,0.18823529411764706,0.18464810890878852,TN,declining
p07799,0.2158191278576851,0.16646155289241246,-0.04935757496527263,-0.04935757496527263,1.0,0.10457917092743671,TN,stable
p07847,0.1805340596474707,0.1627051834948361,-0.01782887615263462,-0.01782887615263462,0.061224489795918366,0.05807961986034643,TN,stable
p07862,0.24404714703559877,0.07526971325278282,-0.16877743378281596,-0.16877743378281596,0.0,0.08424527666015491,TN,declining
p07883,0.14529010355472566,0.09659775197505951,-0.04869235157966614,-0.04869235157966614,0.25,0.04640949669050771,TN,stable
p07906,0.3434879432121913,0.3829164405663808,0.03942849735418952,0.03942849735418952,1.0,0.14763450777113474,TN,stable
p07954,0.06757778097544948,0.035090645775198936,-0.03248713520025054,-0.03248713520025054,0.0,0.04747437338195081,TN,stable
p07955,0.20455994953711829,0.06888890328506629,-0.135671046252052,-0.135671046252052,0.058823529411764705,0.06297093757370333,TN,declining
