gene,cell_type,condition,patient,gsm,mean_expr,total_expr,n_cells,pct_expressing
FCN3,Unassigned,pre,Patient_1,GSM8879029,0.0,0.0,85,0.0
FCN3,Unassigned,pre,Patient_5,GSM8879033,0.0,0.0,55,0.0
MASP1,B_cell,control,Control_1,GSM8879039,0.0,0.0,807,0.0
MASP1,B_cell,control,Control_2,GSM8879040,0.0,0.0,841,0.0
MASP1,B_cell,control,Control_4,GSM8879042,0.0,0.0,626,0.0
MASP1,B_cell,post,Patient_1,GSM8879034,0.0,0.0,58,0.0
MASP1,B_cell,post,Patient_4,GSM8879037,0.0,0.0,2,0.0
MASP1,B_cell,post,Patient_5,GSM8879038,0.0,0.0,423,0.0
MASP1,B_cell,pre,Patient_1,GSM8879029,0.0,0.0,438,0.0
MASP1,B_cell,pre,Patient_5,GSM8879033,0.0,0.0,1141,0.0
MASP1,DC,control,Control_1,GSM8879039,0.0,0.0,74,0.0
MASP1,DC,control,Control_2,GSM8879040,0.0,0.0,47,0.0
MASP1,DC,control,Control_4,GSM8879042,0.0,0.0,24,0.0
MASP1,DC,post,Patient_1,GSM8879034,0.0,0.0,9,0.0
MASP1,DC,post,Patient_4,GSM8879037,0.0,0.0,2,0.0
MASP1,DC,post,Patient_5,GSM8879038,0.0,0.0,64,0.0
MASP1,DC,pre,Patient_1,GSM8879029,0.0,0.0,7,0.0
MASP1,DC,pre,Patient_5,GSM8879033,0.0,0.0,44,0.0
MASP1,Monocyte,control,Control_1,GSM8879039,0.0,0.0,3316,0.0
MASP1,Monocyte,control,Control_2,GSM8879040,0.00040064102564102563,2.0,4992,0.04006410256410256
MASP1,Monocyte,control,Control_4,GSM8879042,0.00030147723846849563,1.0,3317,0.030147723846849564
MASP1,Monocyte,post,Patient_1,GSM8879034,0.0013925813394100519,11.0,7899,0.1392581339410052
MASP1,Monocyte,post,Patient_4,GSM8879037,0.0025669642857142857,23.0,8960,0.25669642857142855
MASP1,Monocyte,post,Patient_5,GSM8879038,0.0005655308921249824,4.0,7073,0.056553089212498235
MASP1,Monocyte,pre,Patient_1,GSM8879029,0.00023646252069047056,1.0,4229,0.023646252069047056
MASP1,Monocyte,pre,Patient_5,GSM8879033,0.0015748031496062992,5.0,3175,0.09448818897637795
MASP1,NK_cell,control,Control_1,GSM8879039,0.0,0.0,2002,0.0
MASP1,NK_cell,control,Control_2,GSM8879040,0.0,0.0,691,0.0
MASP1,NK_cell,control,Control_4,GSM8879042,0.0,0.0,331,0.0
MASP1,NK_cell,post,Patient_1,GSM8879034,0.0,0.0,56,0.0
MASP1,NK_cell,post,Patient_4,GSM8879037,0.0,0.0,2,0.0
MASP1,NK_cell,post,Patient_5,GSM8879038,0.0,0.0,79,0.0
MASP1,NK_cell,pre,Patient_1,GSM8879029,0.0,0.0,328,0.0
MASP1,NK_cell,pre,Patient_5,GSM8879033,0.0,0.0,345,0.0
MASP1,Neutrophil,control,Control_1,GSM8879039,0.0002828854314002829,1.0,3535,0.028288543140028287
MASP1,Neutrophil,control,Control_2,GSM8879040,0.0,0.0,3514,0.0
MASP1,Neutrophil,control,Control_4,GSM8879042,0.0001694628029147602,1.0,5901,0.01694628029147602
MASP1,Neutrophil,post,Patient_1,GSM8879034,0.000517464424320828,2.0,3865,0.0517464424320828
MASP1,Neutrophil,post,Patient_4,GSM8879037,0.0006637902422834385,2.0,3013,0.06637902422834385
MASP1,Neutrophil,post,Patient_5,GSM8879038,0.0018094089264173703,3.0,1658,0.12062726176115801
MASP1,Neutrophil,pre,Patient_1,GSM8879029,0.0,0.0,5296,0.0
MASP1,Neutrophil,pre,Patient_5,GSM8879033,0.0,0.0,3468,0.0
MASP1,T_cell,control,Control_1,GSM8879039,0.0,0.0,2086,0.0
MASP1,T_cell,control,Control_2,GSM8879040,0.0,0.0,1759,0.0
MASP1,T_cell,control,Control_4,GSM8879042,0.0,0.0,1766,0.0
MASP1,T_cell,post,Patient_1,GSM8879034,0.0,0.0,101,0.0
MASP1,T_cell,post,Patient_4,GSM8879037,0.0,0.0,7,0.0
MASP1,T_cell,post,Patient_5,GSM8879038,0.0,0.0,879,0.0
MASP1,T_cell,pre,Patient_1,GSM8879029,0.0,0.0,1617,0.0
MASP1,T_cell,pre,Patient_5,GSM8879033,0.0002651113467656416,1.0,3772,0.02651113467656416
MASP1,Unassigned,control,Control_1,GSM8879039,0.0,0.0,180,0.0
MASP1,Unassigned,control,Control_2,GSM8879040,0.0,0.0,156,0.0
MASP1,Unassigned,control,Control_4,GSM8879042,0.0,0.0,35,0.0
MASP1,Unassigned,post,Patient_1,GSM8879034,0.0,0.0,12,0.0
MASP1,Unassigned,post,Patient_4,GSM8879037,0.0,0.0,14,0.0
MASP1,Unassigned,post,Patient_5,GSM8879038,0.0,0.0,1824,0.0
MASP1,Unassigned,pre,Patient_1,GSM8879029,0.0,0.0,85,0.0
MASP1,Unassigned,pre,Patient_5,GSM8879033,0.0,0.0,55,0.0
MASP2,B_cell,control,Control_1,GSM8879039,0.0,0.0,807,0.0
MASP2,B_cell,control,Control_2,GSM8879040,0.0,0.0,841,0.0
MASP2,B_cell,control,Control_3,GSM8879041,0.0016891891891891893,1.0,592,0.16891891891891891
MASP2,B_cell,control,Control_4,GSM8879042,0.0,0.0,626,0.0
MASP2,B_cell,post,Patient_1,GSM8879034,0.0,0.0,58,0.0
MASP2,B_cell,post,Patient_2,GSM8879035,0.0,0.0,939,0.0
MASP2,B_cell,post,Patient_3,GSM8879036,0.0,0.0,108,0.0
MASP2,B_cell,post,Patient_4,GSM8879037,0.0,0.0,2,0.0
MASP2,B_cell,post,Patient_5,GSM8879038,0.0,0.0,423,0.0
MASP2,B_cell,pre,Patient_1,GSM8879029,0.0,0.0,438,0.0
MASP2,B_cell,pre,Patient_2,GSM8879030,0.0,0.0,684,0.0
MASP2,B_cell,pre,Patient_3,GSM8879031,0.0,0.0,949,0.0
MASP2,B_cell,pre,Patient_4,GSM8879032,0.0,0.0,118,0.0
MASP2,B_cell,pre,Patient_5,GSM8879033,0.0,0.0,1141,0.0
MASP2,DC,control,Control_1,GSM8879039,0.0,0.0,74,0.0
MASP2,DC,control,Control_2,GSM8879040,0.0,0.0,47,0.0
MASP2,DC,control,Control_3,GSM8879041,0.0,0.0,28,0.0
MASP2,DC,control,Control_4,GSM8879042,0.0,0.0,24,0.0
MASP2,DC,post,Patient_1,GSM8879034,0.0,0.0,9,0.0
MASP2,DC,post,Patient_2,GSM8879035,0.0,0.0,51,0.0
MASP2,DC,post,Patient_3,GSM8879036,0.0,0.0,39,0.0
MASP2,DC,post,Patient_4,GSM8879037,0.0,0.0,2,0.0
MASP2,DC,post,Patient_5,GSM8879038,0.0,0.0,64,0.0
MASP2,DC,pre,Patient_1,GSM8879029,0.0,0.0,7,0.0
MASP2,DC,pre,Patient_2,GSM8879030,0.0,0.0,84,0.0
MASP2,DC,pre,Patient_3,GSM8879031,0.0,0.0,40,0.0
MASP2,DC,pre,Patient_4,GSM8879032,0.0,0.0,54,0.0
MASP2,DC,pre,Patient_5,GSM8879033,0.0,0.0,44,0.0
MASP2,Monocyte,control,Control_1,GSM8879039,0.00030156815440289503,1.0,3316,0.030156815440289503
MASP2,Monocyte,control,Control_2,GSM8879040,0.00020032051282051281,1.0,4992,0.02003205128205128
MASP2,Monocyte,control,Control_3,GSM8879041,0.0006854009595613434,4.0,5836,0.06854009595613435
MASP2,Monocyte,control,Control_4,GSM8879042,0.0006029544769369913,2.0,3317,0.06029544769369913
MASP2,Monocyte,post,Patient_1,GSM8879034,0.0008861881250791239,7.0,7899,0.0886188125079124
MASP2,Monocyte,post,Patient_2,GSM8879035,0.0005765350245027386,4.0,6938,0.04324012683770539
MASP2,Monocyte,post,Patient_3,GSM8879036,0.00016231131309852296,1.0,6161,0.016231131309852296
MASP2,Monocyte,post,Patient_4,GSM8879037,0.0013392857142857143,12.0,8960,0.13392857142857142
MASP2,Monocyte,post,Patient_5,GSM8879038,0.0002827654460624912,2.0,7073,0.028276544606249118
MASP2,Monocyte,pre,Patient_1,GSM8879029,0.0007093875620714117,3.0,4229,0.04729250413809411
MASP2,Monocyte,pre,Patient_2,GSM8879030,0.00017482517482517483,1.0,5720,0.017482517482517484
MASP2,Monocyte,pre,Patient_3,GSM8879031,0.00032754667540124465,1.0,3053,0.03275466754012447
MASP2,Monocyte,pre,Patient_4,GSM8879032,0.0002494387627837366,1.0,4009,0.02494387627837366
MASP2,Monocyte,pre,Patient_5,GSM8879033,0.0006299212598425197,2.0,3175,0.06299212598425197
MASP2,NK_cell,control,Control_1,GSM8879039,0.0,0.0,2002,0.0
MASP2,NK_cell,control,Control_2,GSM8879040,0.0,0.0,691,0.0
MASP2,NK_cell,control,Control_3,GSM8879041,0.0024125452352231603,2.0,829,0.24125452352231602
MASP2,NK_cell,control,Control_4,GSM8879042,0.0030211480362537764,1.0,331,0.3021148036253776
MASP2,NK_cell,post,Patient_1,GSM8879034,0.0,0.0,56,0.0
MASP2,NK_cell,post,Patient_2,GSM8879035,0.006349206349206349,2.0,315,0.6349206349206349
MASP2,NK_cell,post,Patient_3,GSM8879036,0.0,0.0,379,0.0
MASP2,NK_cell,post,Patient_4,GSM8879037,0.0,0.0,2,0.0
MASP2,NK_cell,post,Patient_5,GSM8879038,0.0,0.0,79,0.0
MASP2,NK_cell,pre,Patient_1,GSM8879029,0.0,0.0,328,0.0
MASP2,NK_cell,pre,Patient_2,GSM8879030,0.0011135857461024498,1.0,898,0.11135857461024498
MASP2,NK_cell,pre,Patient_3,GSM8879031,0.0016375545851528383,3.0,1832,0.10917030567685589
MASP2,NK_cell,pre,Patient_4,GSM8879032,0.0,0.0,92,0.0
MASP2,NK_cell,pre,Patient_5,GSM8879033,0.0,0.0,345,0.0
MASP2,Neutrophil,control,Control_1,GSM8879039,0.0002828854314002829,1.0,3535,0.028288543140028287
MASP2,Neutrophil,control,Control_2,GSM8879040,0.0002845759817871372,1.0,3514,0.028457598178713718
MASP2,Neutrophil,control,Control_3,GSM8879041,0.0,0.0,3182,0.0
MASP2,Neutrophil,control,Control_4,GSM8879042,0.0010167768174885613,6.0,5901,0.0847314014573801
MASP2,Neutrophil,post,Patient_1,GSM8879034,0.000517464424320828,2.0,3865,0.0517464424320828
MASP2,Neutrophil,post,Patient_2,GSM8879035,0.0019249278152069298,2.0,1039,0.192492781520693
MASP2,Neutrophil,post,Patient_3,GSM8879036,0.00020329335230737954,1.0,4919,0.020329335230737954
MASP2,Neutrophil,post,Patient_4,GSM8879037,0.00033189512114171923,1.0,3013,0.033189512114171926
MASP2,Neutrophil,post,Patient_5,GSM8879038,0.0,0.0,1658,0.0
MASP2,Neutrophil,pre,Patient_1,GSM8879029,0.0005664652567975831,3.0,5296,0.0377643504531722
MASP2,Neutrophil,pre,Patient_2,GSM8879030,0.0,0.0,1053,0.0
MASP2,Neutrophil,pre,Patient_3,GSM8879031,0.0014970059880239522,5.0,3340,0.14970059880239522
MASP2,Neutrophil,pre,Patient_4,GSM8879032,0.0,0.0,573,0.0
MASP2,Neutrophil,pre,Patient_5,GSM8879033,0.0002883506343713956,1.0,3468,0.02883506343713956
MASP2,T_cell,control,Control_1,GSM8879039,0.0019175455417066154,4.0,2086,0.19175455417066153
MASP2,T_cell,control,Control_2,GSM8879040,0.0,0.0,1759,0.0
MASP2,T_cell,control,Control_3,GSM8879041,0.0007168458781362007,1.0,1395,0.07168458781362007
MASP2,T_cell,control,Control_4,GSM8879042,0.0,0.0,1766,0.0
MASP2,T_cell,post,Patient_1,GSM8879034,0.0,0.0,101,0.0
MASP2,T_cell,post,Patient_2,GSM8879035,0.0,0.0,2686,0.0
MASP2,T_cell,post,Patient_3,GSM8879036,0.0,0.0,362,0.0
MASP2,T_cell,post,Patient_4,GSM8879037,0.0,0.0,7,0.0
MASP2,T_cell,post,Patient_5,GSM8879038,0.0,0.0,879,0.0
MASP2,T_cell,pre,Patient_1,GSM8879029,0.0006184291898577613,1.0,1617,0.06184291898577613
MASP2,T_cell,pre,Patient_2,GSM8879030,0.0005812263876780006,2.0,3441,0.058122638767800064
MASP2,T_cell,pre,Patient_3,GSM8879031,0.000364963503649635,1.0,2740,0.0364963503649635
MASP2,T_cell,pre,Patient_4,GSM8879032,0.0,0.0,277,0.0
MASP2,T_cell,pre,Patient_5,GSM8879033,0.0005302226935312832,2.0,3772,0.05302226935312832
MASP2,Unassigned,control,Control_1,GSM8879039,0.0,0.0,180,0.0
MASP2,Unassigned,control,Control_2,GSM8879040,0.0,0.0,156,0.0
MASP2,Unassigned,control,Control_3,GSM8879041,0.0,0.0,138,0.0
MASP2,Unassigned,control,Control_4,GSM8879042,0.0,0.0,35,0.0
MASP2,Unassigned,post,Patient_1,GSM8879034,0.0,0.0,12,0.0
MASP2,Unassigned,post,Patient_2,GSM8879035,0.0,0.0,32,0.0
MASP2,Unassigned,post,Patient_3,GSM8879036,0.0,0.0,32,0.0
MASP2,Unassigned,post,Patient_4,GSM8879037,0.0,0.0,14,0.0
MASP2,Unassigned,post,Patient_5,GSM8879038,0.0,0.0,1824,0.0
MASP2,Unassigned,pre,Patient_1,GSM8879029,0.0,0.0,85,0.0
MASP2,Unassigned,pre,Patient_2,GSM8879030,0.0,0.0,120,0.0
MASP2,Unassigned,pre,Patient_3,GSM8879031,0.0,0.0,46,0.0
MASP2,Unassigned,pre,Patient_4,GSM8879032,0.0,0.0,6877,0.0
MASP2,Unassigned,pre,Patient_5,GSM8879033,0.0,0.0,55,0.0
MBL2,B_cell,control,Control_2,GSM8879040,0.0011890606420927466,1.0,841,0.11890606420927466
MBL2,B_cell,pre,Patient_3,GSM8879031,0.0,0.0,949,0.0
MBL2,DC,control,Control_2,GSM8879040,0.0,0.0,47,0.0
MBL2,DC,pre,Patient_3,GSM8879031,0.0,0.0,40,0.0
MBL2,Monocyte,control,Control_2,GSM8879040,0.0,0.0,4992,0.0
MBL2,Monocyte,pre,Patient_3,GSM8879031,0.0,0.0,3053,0.0
MBL2,NK_cell,control,Control_2,GSM8879040,0.0,0.0,691,0.0
MBL2,NK_cell,pre,Patient_3,GSM8879031,0.0,0.0,1832,0.0
MBL2,Neutrophil,control,Control_2,GSM8879040,0.0,0.0,3514,0.0
MBL2,Neutrophil,pre,Patient_3,GSM8879031,0.0,0.0,3340,0.0
MBL2,T_cell,control,Control_2,GSM8879040,0.0,0.0,1759,0.0
MBL2,T_cell,pre,Patient_3,GSM8879031,0.000364963503649635,1.0,2740,0.0364963503649635
MBL2,Unassigned,control,Control_2,GSM8879040,0.0,0.0,156,0.0
MBL2,Unassigned,pre,Patient_3,GSM8879031,0.0,0.0,46,0.0
