gene,n_cancer_types,mean_cohens_d,min_fdr,cancer_types,is_swisnf
GALR3,1,-1.3284506862475842,0.8776493075459502,Breast,False
CTRL,1,-1.3281104826509755,0.8776493075459502,Breast,False
ZNF131,1,-1.325965331091158,1.0,Bladder/Urinary Tract,False
PDE1A,1,-1.3251038780082824,1.0,Bladder/Urinary Tract,False
BOLA1,1,-1.3249146645236816,0.8776493075459502,Breast,False
ITPRIP,1,-1.3247592929446703,0.3011442637689808,Uterus,False
NLRP10,1,-1.3245181434346747,0.5537864846051892,Biliary Tract,False
KCNQ1,1,-1.3235124349184066,0.43700189753320684,Biliary Tract,False
DQX1,1,-1.323056708207375,0.6137357200341474,Lymphoid,False
SCNN1A,1,-1.3225520497276169,0.9969807075405016,Skin,False
LRIT2,1,-1.3214191613858808,0.5120934889906281,Biliary Tract,False
CRELD2,1,-1.3213947621266486,0.9969807075405016,Skin,False
POLA1,1,-1.3201577982247201,0.9969807075405016,Skin,False
EXOC6B,1,-1.320003536455087,0.9969807075405016,Skin,False
RPS6KA1,1,-1.3184627155060047,0.5898363377609109,Biliary Tract,False
ANAPC2,1,-1.318394711619582,0.9969807075405016,Skin,False
GALNTL5,1,-1.317864911570495,0.6137357200341474,Lymphoid,False
PSMD9,1,-1.3173594808372107,0.5255361255558615,Biliary Tract,False
MKI67,1,-1.317155532031764,0.6900386609823649,Lymphoid,False
SPTLC2,1,-1.315676332824475,0.9969807075405016,Skin,False
ELMO2,1,-1.3144938469730774,0.9969807075405016,Skin,False
GFPT1,1,-1.3144156842339505,0.9969807075405016,Skin,False
CACNA2D3,1,-1.3134114269597352,0.8776493075459502,Breast,False
INAVA,1,-1.3130423493863579,0.8914748538826587,Breast,False
IQCD,1,-1.312475663336593,0.8949562803774491,Breast,False
OR9A4,1,-1.3119676107872142,0.3961811230521134,Bowel,False
EMC4,1,-1.3118500797348551,0.9969807075405016,Skin,False
ONECUT2,1,-1.3116671694658852,0.8776493075459502,Breast,False
ZFAT,1,-1.3113409498284072,0.9969807075405016,Skin,False
BRAT1,1,-1.3099174274903165,0.9969807075405016,Skin,False
OXSR1,1,-1.309673877921515,0.9969807075405016,Skin,False
C17orf58,1,-1.308983627692361,0.3011442637689808,Uterus,False
STK11,1,-1.308649976405305,0.9969807075405016,Skin,False
TRMT10B,1,-1.3082904707802332,0.324441478759195,Bowel,False
HMGB1,1,-1.3074118247140316,0.5255361255558615,Biliary Tract,False
MTFP1,1,-1.306585303365636,0.5255361255558615,Biliary Tract,False
MSL1,1,-1.3064760572728071,1.0,Bladder/Urinary Tract,False
CCDC34,1,-1.3056420170452248,0.2538567676471896,Bowel,False
IRAG2,1,-1.3053623928021314,0.9969807075405016,Skin,False
FSAF1,1,-1.3052998144582464,0.8776493075459502,Breast,False
ZNF705G,1,-1.304525355310013,0.5684101675016724,Biliary Tract,False
THSD4,1,-1.3038940749501042,0.8776493075459502,Breast,False
NR3C2,1,-1.3031400580609402,0.8776493075459502,Breast,False
QRICH1,1,-1.3015971244527096,1.0,Bladder/Urinary Tract,False
OR4S1,1,-1.3007622818738447,0.3011442637689808,Uterus,False
HNRNPUL2,1,-1.2989258100901127,0.9969807075405016,Skin,False
ADAM23,1,-1.2982586561573917,0.5178213974007704,Biliary Tract,False
GPR39,1,-1.297849272237164,0.9969807075405016,Skin,False
SSNA1,1,-1.2954422602252609,0.9969807075405016,Skin,False
GBP5,1,-1.294716669789313,0.1851930601054243,Bowel,False
ZNF99,1,-1.2945616513643854,0.8776493075459502,Breast,False
PSIP1,1,-1.2944351367478686,1.0,Esophagus/Stomach,False
CAPN11,1,-1.293341261304366,0.5178213974007704,Biliary Tract,False
DUSP6,1,-1.2931553662087423,0.8776493075459502,Breast,False
SMIM12,1,-1.2923554510110302,0.6137357200341474,Lymphoid,False
USF1,1,-1.2919489092571033,0.9041286739135341,Breast,False
MAGEC1,1,-1.2919338479712403,1.0,Bladder/Urinary Tract,False
PNMA5,1,-1.2919131072189272,0.2868184153209086,Uterus,False
OR11L1,1,-1.291568105170418,0.8776493075459502,Breast,False
DRC12,1,-1.2915061492108943,0.5255361255558615,Biliary Tract,False
ZDHHC21,1,-1.2912538164569278,0.9969807075405016,Skin,False
UMPS,1,-1.290801540735483,0.9994757549302502,Pancreas,False
OR4D2,1,-1.2905621252940578,0.6137357200341474,Lymphoid,False
MBD3,1,-1.2901259601805357,0.9969807075405016,Skin,False
TMEM181,1,-1.2897158290759856,0.8949562803774491,Breast,False
ADAM9,1,-1.2896766206525958,0.5684101675016724,Biliary Tract,False
ART5,1,-1.2894534217390576,0.6137357200341474,Lymphoid,False
LOXL4,1,-1.2891187623927667,0.5120934889906281,Biliary Tract,False
GALNT18,1,-1.2889244346219866,0.9969807075405016,Skin,False
ITM2C,1,-1.288128884599898,0.494395657737964,Biliary Tract,False
SNRPF,1,-1.2880768449840856,0.9969807075405016,Skin,False
KLK6,1,-1.288067076111355,0.9969807075405016,Skin,False
FAM181B,1,-1.2878883049447865,0.5684101675016724,Biliary Tract,False
TMEM231,1,-1.2867677761940586,1.0,Bladder/Urinary Tract,False
CCN5,1,-1.2862795451352236,0.9969807075405016,Skin,False
FCHSD1,1,-1.2857629636624148,0.9969807075405016,Skin,False
GPX4,1,-1.2856871652070605,0.9969807075405016,Skin,False
C8orf33,1,-1.2856107259011318,1.0,Esophagus/Stomach,False
PIK3IP1,1,-1.2838616178916238,0.5255361255558615,Biliary Tract,False
ANPEP,1,-1.2834344355102085,0.5178213974007704,Biliary Tract,False
IL12B,1,-1.281695271584378,0.6137357200341474,Lymphoid,False
RINT1,1,-1.281534670823797,0.8949562803774491,Breast,False
TMEM39B,1,-1.2813178140742947,0.29849194327383294,Ovary/Fallopian Tube,False
BNIP2,1,-1.2801432549004685,1.0,Esophagus/Stomach,False
ATP6V1G1,1,-1.2798758985273253,0.33214855032288565,Uterus,False
ETHE1,1,-1.2795592720056748,0.3398922387255376,Bowel,False
FBXO24,1,-1.2792161426416637,0.9969807075405016,Skin,False
ARHGAP10,1,-1.2782793268275188,0.6004309844800014,Biliary Tract,False
ZYX,1,-1.277798317856039,0.6004309844800014,Biliary Tract,False
CSRNP3,1,-1.2769304946198143,0.8776493075459502,Breast,False
CHIT1,1,-1.276391423590253,0.8776493075459502,Breast,False
DMRTA1,1,-1.2752448320293035,0.8776493075459502,Breast,False
NAT9,1,-1.2751736757229466,0.7241882556896287,Lymphoid,False
FNIP2,1,-1.2748841867061809,0.5684101675016724,Biliary Tract,False
TLR5,1,-1.2747743246000074,0.4644416360294118,Biliary Tract,False
PIGA,1,-1.273899265407733,0.8776493075459502,Breast,False
HPCAL1,1,-1.2733515740458161,0.8776493075459502,Breast,False
ESR1,1,-1.2732193792006763,0.6137357200341474,Lymphoid,False
DNASE1,1,-1.2721505650300358,0.4125948766603416,Biliary Tract,False
ENTPD2,1,-1.2712824238406693,0.8776493075459502,Breast,False
FOXD4,1,-1.271139939733003,0.9969807075405016,Skin,False
PPIE,1,-1.2709657887662926,1.0,Bladder/Urinary Tract,False
SYT12,1,-1.2700469682306286,0.9969807075405016,Skin,False
CHST15,1,-1.269445543804591,0.8776493075459502,Breast,False
SPATA31G1,1,-1.2687476922789842,0.9969807075405016,Skin,False
HAUS4,1,-1.267335417095247,0.6214543699352375,Biliary Tract,False
TCERG1L,1,-1.267314370479948,0.6034249226006193,Biliary Tract,False
LMF1,1,-1.2668496398282347,0.6137357200341474,Lymphoid,False
CHTOP,1,-1.2651250511304164,0.6949361184835696,Lymphoid,False
SERPIND1,1,-1.2629340854482352,1.0,Bladder/Urinary Tract,False
NECAP1,1,-1.2627340832947733,0.5537864846051892,Biliary Tract,False
STX12,1,-1.2619858895896194,0.5684101675016724,Biliary Tract,False
TIMP4,1,-1.2606307918424478,0.5120934889906281,Biliary Tract,False
TMEM216,1,-1.260580145547608,0.9969807075405016,Skin,False
CCDC122,1,-1.2603544176511852,0.9041286739135341,Breast,False
B4GALNT3,1,-1.2598741038210546,0.8776493075459502,Breast,False
FTL,1,-1.2596918142799403,0.8776493075459502,Breast,False
NEMP2,1,-1.2596436286180221,0.9969807075405016,Skin,False
EFR3B,1,-1.2585611911052037,0.6496301819781287,Lymphoid,False
MAPKAP1,1,-1.2579881369013386,0.9994757549302502,Pancreas,False
SFXN4,1,-1.2577494182166613,0.494395657737964,Biliary Tract,False
GUSB,1,-1.2573460772527503,0.33942765829814897,Uterus,False
C21orf140,1,-1.2572082904769621,1.0,Bladder/Urinary Tract,False
PPP3R1,1,-1.2569989883926314,0.8914748538826587,Breast,False
CNTN5,1,-1.2559384528727366,0.9969807075405016,Skin,False
MALL,1,-1.2556801396084782,1.0,Bladder/Urinary Tract,False
ARFRP1,1,-1.2551350677744966,0.9997943488153372,Lung,False
BRCA2,1,-1.2547716596418141,0.3273248990744671,Bowel,False
PHF14,1,-1.254043039356928,0.9969807075405016,Skin,False
SREK1,1,-1.2529867057807524,0.8776493075459502,Breast,False
C21orf58,1,-1.252055395129591,0.2868184153209086,Uterus,False
PTPRS,1,-1.2519269082153854,0.9969807075405016,Skin,False
ZBTB16,1,-1.251773472851066,0.8914748538826587,Breast,False
R3HDM2,1,-1.2507082498940616,0.31595059880860804,Bowel,False
TRIB1,1,-1.249740251842323,1.0,Bladder/Urinary Tract,False
CBX4,1,-1.2496730987231406,0.8776493075459502,Breast,False
CHD4,1,-1.2492661504241036,0.9969807075405016,Skin,False
CERCAM,1,-1.249212861812162,0.6137357200341474,Lymphoid,False
AGXT2,1,-1.2487216151836358,0.3011442637689808,Uterus,False
PLEKHG4,1,-1.2476202894424213,0.3100561446908712,Bowel,False
NOX3,1,-1.2474693478434664,0.5684101675016724,Biliary Tract,False
C19orf18,1,-1.246759667989063,0.8776493075459502,Breast,False
LZTS3,1,-1.2461465818684623,0.8776493075459502,Breast,False
VENTX,1,-1.2455576287664198,0.8776493075459502,Breast,False
CRHBP,1,-1.2444603166600632,0.3517122069902322,Uterus,False
FGF22,1,-1.2438407124585187,0.9969807075405016,Skin,False
ZNF385B,1,-1.2436915121312708,0.8776493075459502,Breast,False
JKAMP,1,-1.2432247612050413,0.6004309844800014,Biliary Tract,False
LRRC39,1,-1.2428157756640998,0.9969807075405016,Skin,False
DTNBP1,1,-1.2419009651773012,0.6034249226006193,Biliary Tract,False
NCK2,1,-1.241057321406345,0.6137357200341474,Lymphoid,False
DEFB116,1,-1.2410373215383954,0.33214855032288565,Uterus,False
BSG,1,-1.2404458165309689,0.8776493075459502,Breast,False
FEZ2,1,-1.240333323833129,0.8776493075459502,Breast,False
SLC7A6OS,1,-1.2401700649621985,0.6034249226006193,Biliary Tract,False
NEDD8,1,-1.23983529244017,0.2868184153209086,Uterus,False
IFT43,1,-1.2393280380285958,0.8776493075459502,Breast,False
MISP,1,-1.2387518099737038,0.5178213974007704,Biliary Tract,False
HSD17B2,1,-1.238683252885073,0.9969807075405016,Skin,False
MVP,1,-1.238298319829454,1.0,Bladder/Urinary Tract,False
CYBC1,1,-1.2374929763509903,0.6004309844800014,Biliary Tract,False
PHF23,1,-1.237479989691059,1.0,Bladder/Urinary Tract,False
ANAPC7,1,-1.2373434283995257,0.8776493075459502,Breast,False
UQCC1,1,-1.2371656336682582,0.29849194327383294,Ovary/Fallopian Tube,False
ACOT6,1,-1.2369446565029152,0.6137357200341474,Lymphoid,False
MYL1,1,-1.2367913444942862,0.8776493075459502,Breast,False
PRKAR1A,1,-1.2364794688684102,0.9969807075405016,Skin,False
PCDH7,1,-1.2360117286274317,0.7241882556896287,Lymphoid,False
TLN1,1,-1.2358231653235134,0.9969807075405016,Skin,False
SNRPG,1,-1.2355750695264058,0.3248148603762443,Uterus,False
LRIG3,1,-1.2350404126779713,0.6278632420710221,Biliary Tract,False
PDCL2,1,-1.2350313447416164,0.6004309844800014,Biliary Tract,False
CBY1,1,-1.2349715964232175,0.6137357200341474,Lymphoid,False
UGP2,1,-1.2348207903981945,0.9969807075405016,Skin,False
PKD1,1,-1.234729185581424,0.8776493075459502,Breast,False
FRA10AC1,1,-1.2343811849821011,0.5537864846051892,Biliary Tract,False
SEPTIN14,1,-1.233898422991327,0.34426099731776927,Bowel,False
TCHP,1,-1.233635450196342,0.29849194327383294,Ovary/Fallopian Tube,False
KIF22,1,-1.2333476488454316,0.6137357200341474,Lymphoid,False
ZNF569,1,-1.2326128319288172,0.6560885262082808,Lymphoid,False
CBLL1,1,-1.2320515692105838,0.8776493075459502,Breast,False
PPIB,1,-1.2318399424350863,0.6137357200341474,Lymphoid,False
ILKAP,1,-1.230370493040972,0.6949361184835696,Lymphoid,False
LRRC45,1,-1.230224926966774,0.5178213974007704,Biliary Tract,False
SBDS,1,-1.2299628623938272,0.8776493075459502,Breast,False
NMRK2,1,-1.2297769075282616,0.8776493075459502,Breast,False
DNAH10,1,-1.2294832809827128,0.6590034336399664,Lymphoid,False
ZNF736,1,-1.2283518459134248,0.3011442637689808,Uterus,False
NUDT2,1,-1.2277380551255868,0.4644416360294118,Biliary Tract,False
SH3BP1,1,-1.227711285550062,0.3011442637689808,Uterus,False
BBOX1,1,-1.2273705833446027,0.9969807075405016,Skin,False
ABCD1,1,-1.227118819269793,0.6214543699352375,Biliary Tract,False
CACNG2,1,-1.227108558207062,0.8776493075459502,Breast,False
TAF15,1,-1.2265290566380296,0.3011442637689808,Uterus,False
CPLX1,1,-1.2263782028982133,0.6004309844800014,Biliary Tract,False
DUSP16,1,-1.2253864889945016,0.8949562803774491,Breast,False
LYPD3,1,-1.224927885745881,0.8776493075459502,Breast,False
CDK5,1,-1.2242442974392143,0.9969807075405016,Skin,False
DUSP12,1,-1.22409138994259,0.6278632420710221,Biliary Tract,False
HES4,1,-1.2234141227393294,0.5684101675016724,Biliary Tract,False
GSTA3,1,-1.2230976892690695,0.6214543699352375,Biliary Tract,False
VASP,1,-1.2229431463292624,0.8776493075459502,Breast,False
LGI4,1,-1.2227954072761524,0.2868184153209086,Uterus,False
PLA2G4F,1,-1.222265538843296,0.3011442637689808,Uterus,False
CCDC42,1,-1.222124517945777,0.8776493075459502,Breast,False
MXD1,1,-1.2217150750820804,0.8776493075459502,Breast,False
EIF4EBP3,1,-1.2213286246071804,0.29849194327383294,Ovary/Fallopian Tube,False
MLLT1,1,-1.220749575771203,0.8776493075459502,Breast,False
SAAL1,1,-1.2185548139607738,0.9969807075405016,Skin,False
TPCN1,1,-1.2181534702183858,0.8776493075459502,Breast,False
TMEM168,1,-1.2173133808614436,0.8776493075459502,Breast,False
ZBTB7B,1,-1.2172833054047196,1.0,Bladder/Urinary Tract,False
TMEM249,1,-1.2166867072580918,0.6137357200341474,Lymphoid,False
TACC3,1,-1.2155272927578336,0.6396936097382857,Lymphoid,False
RBP7,1,-1.2148806535863175,0.494395657737964,Biliary Tract,False
DYNLRB2,1,-1.214728059104979,0.8949562803774491,Breast,False
AMACR,1,-1.2144161154093571,0.9969807075405016,Skin,False
STPG3,1,-1.213117367539047,0.8776493075459502,Breast,False
TSPAN6,1,-1.2130735886976385,0.4125948766603416,Biliary Tract,False
LPAR4,1,-1.2128844984055664,0.6278632420710221,Biliary Tract,False
GPR17,1,-1.212446853695261,0.32797536311417086,Uterus,False
TMEM129,1,-1.2121962339724048,0.8776493075459502,Breast,False
TMC8,1,-1.211799783537785,0.9969807075405016,Skin,False
DPT,1,-1.2113688860997378,0.29849194327383294,Ovary/Fallopian Tube,False
TXNIP,1,-1.2106509971913313,0.9041286739135341,Breast,False
TMED2,1,-1.21061283603043,0.9189337655608593,Esophagus/Stomach,False
TRIM77,1,-1.2105754968676483,1.0,Bladder/Urinary Tract,False
YIPF3,1,-1.2105667127492576,0.6949361184835696,Lymphoid,False
DRD5,1,-1.2096911971541613,0.9969807075405016,Skin,False
STIP1,1,-1.2092204110522424,0.2923439264864039,Uterus,False
RCOR2,1,-1.2090896044747763,0.9969807075405016,Skin,False
PRLH,1,-1.2083233567014666,0.9189337655608593,Esophagus/Stomach,False
CSTB,1,-1.207429990893413,0.5255361255558615,Biliary Tract,False
PCDHB4,1,-1.2072759566311129,0.6137357200341474,Lymphoid,False
ASL,1,-1.2072365218278447,0.3248148603762443,Uterus,False
ELOA2,1,-1.2068574215638914,0.9969807075405016,Skin,False
KHK,1,-1.2068036193252056,0.5178213974007704,Biliary Tract,False
PCDHA5,1,-1.206042615457977,0.8776493075459502,Breast,False
SLC22A8,1,-1.20546245242566,0.9969807075405016,Skin,False
PSMC4,1,-1.205266187748146,0.9997943488153372,Lung,False
TTLL10,1,-1.2045934554989668,0.6900386609823649,Lymphoid,False
ZPLD1,1,-1.2039188965408745,1.0,Bladder/Urinary Tract,False
ELMOD3,1,-1.2038106713871999,0.32797536311417086,Uterus,False
HDAC10,1,-1.2033610984735368,0.9969807075405016,Skin,False
PAFAH1B2,1,-1.202896042251896,0.8776493075459502,Breast,False
PRR18,1,-1.2027948439297445,0.8776493075459502,Breast,False
DDX55,1,-1.2027276331672765,0.6034249226006193,Biliary Tract,False
ENTREP2,1,-1.2026134687842318,1.0,Bladder/Urinary Tract,False
TEX29,1,-1.2025973832840438,0.9994757549302502,Pancreas,False
RNH1,1,-1.2025914425513518,0.6540332218830897,Lymphoid,False
CEP57L1,1,-1.2021512649145905,0.8949562803774491,Breast,False
VWA7,1,-1.2018155379356668,0.9969807075405016,Skin,False
SIT1,1,-1.2017994063330595,0.3011442637689808,Uterus,False
SLC29A1,1,-1.200765174164434,0.3343174285145299,Uterus,False
GABPA,1,-1.2002637105899034,1.0,Bladder/Urinary Tract,False
STMND1,1,-1.1999647881547597,0.8776493075459502,Breast,False
MUC15,1,-1.1995949129546184,0.2991215025092648,Bowel,False
VSNL1,1,-1.1989681771615335,0.8949562803774491,Breast,False
TRIM54,1,-1.197935076560299,0.2868184153209086,Uterus,False
TMEM241,1,-1.1965664941593537,0.8776493075459502,Breast,False
ELOVL3,1,-1.1960222682213288,0.3248148603762443,Uterus,False
FUS,1,-1.1956354352589176,0.2991215025092648,Bowel,False
KLHL30,1,-1.1944639230051088,0.6137357200341474,Lymphoid,False
CTAGE1,1,-1.194050170801352,1.0,Esophagus/Stomach,False
CACNB3,1,-1.1936918235910938,0.6949361184835696,Lymphoid,False
NOP9,1,-1.1935496734479443,0.9997943488153372,Lung,False
ELP1,1,-1.193384656537857,0.6640204893021006,Lymphoid,False
SHISA2,1,-1.1931878424204836,0.494395657737964,Biliary Tract,False
TMEM41A,1,-1.1929262875476263,0.9969807075405016,Skin,False
CIZ1,1,-1.192040089612895,0.6004309844800014,Biliary Tract,False
H1-4,1,-1.1919673346977362,0.5684101675016724,Biliary Tract,False
AP1M1,1,-1.1918591270989232,0.9994757549302502,Pancreas,False
RNF141,1,-1.1911297200472541,0.6278632420710221,Biliary Tract,False
USE1,1,-1.1908590427264651,0.8776493075459502,Breast,False
MS4A10,1,-1.1905345286656228,0.2549745243304255,Bowel,False
OR2G3,1,-1.190274364305242,0.8776493075459502,Breast,False
ITIH3,1,-1.1902042201185254,1.0,Bladder/Urinary Tract,False
FLII,1,-1.1894670620479126,0.8914748538826587,Breast,False
PPIG,1,-1.188271673021426,1.0,Bladder/Urinary Tract,False
C20orf96,1,-1.187867094786482,0.5898363377609109,Biliary Tract,False
U2AF2,1,-1.1876699201334988,0.6278632420710221,Biliary Tract,False
NHLRC3,1,-1.1873393302987347,0.5178213974007704,Biliary Tract,False
TCEANC,1,-1.186482113996186,0.7241882556896287,Lymphoid,False
CUL4A,1,-1.1863517686212723,0.8776493075459502,Breast,False
OSBPL7,1,-1.1862420451661784,0.33214855032288565,Uterus,False
GJC1,1,-1.1858328041733228,0.8776493075459502,Breast,False
SPC24,1,-1.1850192550785361,0.1851930601054243,Bowel,False
FNTA,1,-1.1844502344787216,0.3011442637689808,Uterus,False
ASB9,1,-1.1830056669058722,0.9997943488153372,Lung,False
CEP112,1,-1.1830053860393048,0.9969807075405016,Skin,False
RNF186,1,-1.182592309237897,0.6214543699352375,Biliary Tract,False
ADCY2,1,-1.182411077139336,1.0,Bladder/Urinary Tract,False
RWDD2B,1,-1.182182186613908,0.8776493075459502,Breast,False
EPX,1,-1.1812001403329317,0.6159036285308653,Lymphoid,False
CATSPER1,1,-1.1802821851247995,0.9969807075405016,Skin,False
PLEKHG3,1,-1.1802136957490545,0.5684101675016724,Biliary Tract,False
DEF8,1,-1.179928373888801,0.8776493075459502,Breast,False
KRT3,1,-1.1787435594486417,0.3100561446908712,Bowel,False
CRBN,1,-1.178284805380538,0.6137357200341474,Lymphoid,False
ZNF287,1,-1.1782692544602915,0.5898363377609109,Biliary Tract,False
SYMPK,1,-1.1782042885431614,1.0,Bladder/Urinary Tract,False
KNTC1,1,-1.1778326296782056,0.6560885262082808,Lymphoid,False
CUTA,1,-1.1776129056366207,0.6616268834463832,Lymphoid,False
MASTL,1,-1.177594430135938,0.9969807075405016,Skin,False
CCN3,1,-1.1767753325144266,0.6278632420710221,Biliary Tract,False
RD3L,1,-1.1750364820231636,0.6004309844800014,Biliary Tract,False
ZNF608,1,-1.1749065729271675,1.0,Bladder/Urinary Tract,False
ARHGAP4,1,-1.1746547034039225,0.9969807075405016,Skin,False
GRAMD1A,1,-1.174581256235575,0.6034249226006193,Biliary Tract,False
TRIM52,1,-1.174446942845414,0.6214543699352375,Biliary Tract,False
BAD,1,-1.1741489738297326,0.8776493075459502,Breast,False
PNP,1,-1.1741047300593765,0.3248148603762443,Uterus,False
OR6K3,1,-1.1740134009683554,0.8776493075459502,Breast,False
TMBIM1,1,-1.1729501723295666,0.5255361255558615,Biliary Tract,False
NDUFA4,1,-1.1728243786609411,0.308013596486265,Ovary/Fallopian Tube,False
OR5M10,1,-1.1721493365617512,0.8776493075459502,Breast,False
LEMD1,1,-1.1720854168552903,0.43700189753320684,Biliary Tract,False
RAPGEF1,1,-1.1719924171139713,0.9969807075405016,Skin,False
IZUMO2,1,-1.1718923156887522,0.7084790688144357,Lymphoid,False
SNX8,1,-1.1716680311400436,1.0,Bladder/Urinary Tract,False
NKX2-2,1,-1.1714998427965913,0.9969807075405016,Skin,False
A4GALT,1,-1.1714357007205418,0.6137357200341474,Lymphoid,False
LILRB3,1,-1.1712108155436272,0.6278632420710221,Biliary Tract,False
PEX26,1,-1.1710445251592434,0.3011442637689808,Uterus,False
MXRA7,1,-1.17077874569735,0.8776493075459502,Breast,False
CIBAR1,1,-1.170717136578134,0.8776493075459502,Breast,False
GEMIN5,1,-1.1707147687830808,0.9969807075405016,Skin,False
COLGALT2,1,-1.1703319202973455,0.9969807075405016,Skin,False
RASGRP2,1,-1.1700562656350435,0.6949361184835696,Lymphoid,False
MYL6B,1,-1.1699832690123486,0.3011442637689808,Uterus,False
SNTB1,1,-1.16975973868763,1.0,Bladder/Urinary Tract,False
RHBDL1,1,-1.1697373244391018,0.6396936097382857,Lymphoid,False
WHAMM,1,-1.169677412807553,0.8949562803774491,Breast,False
SPMIP7,1,-1.169637274247555,1.0,Bladder/Urinary Tract,False
PUF60,1,-1.1694503129555425,0.9997943488153372,Lung,False
MTHFR,1,-1.1681540563266162,0.6396936097382857,Lymphoid,False
TREML4,1,-1.1678362033874832,0.9969807075405016,Skin,False
EFHB,1,-1.167539987187316,0.8776493075459502,Breast,False
TYK2,1,-1.1674931111045244,0.9969807075405016,Skin,False
KCNJ5,1,-1.1667840575186046,0.8776493075459502,Breast,False
SPEM2,1,-1.1665344527685924,0.9969807075405016,Skin,False
COMMD9,1,-1.1661282655603649,0.2549745243304255,Bowel,False
ELP6,1,-1.166121894347308,0.6907930151804587,Lymphoid,False
QSOX2,1,-1.166116471771057,0.6034249226006193,Biliary Tract,False
NCSTN,1,-1.1659124418256384,0.8776493075459502,Breast,False
P2RY14,1,-1.1657662767374914,0.5898363377609109,Biliary Tract,False
ZNF517,1,-1.165406143204628,0.8914748538826587,Breast,False
CD300LF,1,-1.1653271439189432,0.6278632420710221,Biliary Tract,False
ZFYVE1,1,-1.1649334738934372,0.8776493075459502,Breast,False
RNF182,1,-1.1647564916523077,0.6137357200341474,Lymphoid,False
GFRAL,1,-1.1645234209898971,0.33214855032288565,Uterus,False
METTL16,1,-1.164461224822194,0.35702346963883996,Uterus,False
KCNN2,1,-1.1643612873002789,0.8776493075459502,Breast,False
TRAF4,1,-1.1636927593670328,0.3011442637689808,Uterus,False
BSND,1,-1.1632982929616973,0.33214855032288565,Uterus,False
RBM46,1,-1.1629537727269372,0.8776493075459502,Breast,False
CD109,1,-1.1624585298696264,0.2991215025092648,Bowel,False
SOD1,1,-1.161333442701314,0.9969807075405016,Skin,False
SLCO2A1,1,-1.1612232228851516,0.6396936097382857,Lymphoid,False
DBT,1,-1.1611519909580792,0.9969807075405016,Skin,False
RASGRP1,1,-1.161057063758504,1.0,Esophagus/Stomach,False
SFRP2,1,-1.1604777307314607,0.6137357200341474,Lymphoid,False
ZNF672,1,-1.1604356292908193,0.6396936097382857,Lymphoid,False
ARHGAP18,1,-1.1599438623147875,0.9969807075405016,Skin,False
THOC2,1,-1.159267463406593,0.8914748538826587,Breast,False
INTU,1,-1.1584986577602339,1.0,Bladder/Urinary Tract,False
EEA1,1,-1.1578487318413644,1.0,Bladder/Urinary Tract,False
MTX1,1,-1.1574263416866875,1.0,Bladder/Urinary Tract,False
VWA5A,1,-1.1572929641624385,0.8776493075459502,Breast,False
VRK3,1,-1.156286983169391,0.9969807075405016,Skin,False
IL1R2,1,-1.1560388879567796,0.38517488059003313,Uterus,False
UNK,1,-1.155989074862314,0.6137357200341474,Lymphoid,False
NFRKB,1,-1.155936375990453,0.9969807075405016,Skin,False
VCF2,1,-1.155644686734311,0.36538501067420426,Uterus,False
CORO2B,1,-1.1554482279723288,0.6396936097382857,Lymphoid,False
NUDT7,1,-1.1550061573359194,0.8776493075459502,Breast,False
MAP3K11,1,-1.1543152304347177,0.9969807075405016,Skin,False
TMA16,1,-1.153945661421661,0.6278632420710221,Biliary Tract,False
ARMC12,1,-1.153914353731854,0.6034249226006193,Biliary Tract,False
MIIP,1,-1.153788283348536,0.6159036285308653,Lymphoid,False
CHGA,1,-1.1535371916067085,0.6214543699352375,Biliary Tract,False
FLT3,1,-1.151635301477969,0.32797536311417086,Uterus,False
ECM1,1,-1.1514812745869893,0.6214543699352375,Biliary Tract,False
NCL,1,-1.1508774564971356,0.5898363377609109,Biliary Tract,False
AHSG,1,-1.1504113799207532,0.8776493075459502,Breast,False
CAMK1G,1,-1.1501022466884243,0.3248148603762443,Uterus,False
ACSM2B,1,-1.1500985340839756,0.8776493075459502,Breast,False
DNMT1,1,-1.1499171860300659,0.8776493075459502,Breast,False
KLC4,1,-1.1498522967924532,0.2991215025092648,Bowel,False
AP1S1,1,-1.149436300336198,1.0,Bladder/Urinary Tract,False
SMUG1,1,-1.1491904251649472,0.6137357200341474,Lymphoid,False
LONRF2,1,-1.1487874692923599,0.8776493075459502,Breast,False
LOXL1,1,-1.1485378750633957,0.8776493075459502,Breast,False
ACTMAP,1,-1.1484357978615798,0.9969807075405016,Skin,False
GOSR1,1,-1.1478316656929728,1.0,Bladder/Urinary Tract,False
CLTC,1,-1.1473826130212708,0.6137357200341474,Lymphoid,False
IPO4,1,-1.146521571948054,1.0,Esophagus/Stomach,False
SH3KBP1,1,-1.1461941807406473,0.8776493075459502,Breast,False
GAN,1,-1.1450881573054665,0.9969807075405016,Skin,False
DLL1,1,-1.1444851512917986,0.9969807075405016,Skin,False
LMO1,1,-1.1440828308630024,0.6004309844800014,Biliary Tract,False
FOXO1,1,-1.1439601086530355,0.5120934889906281,Biliary Tract,False
CSRP3,1,-1.1439019714887344,1.0,Bladder/Urinary Tract,False
CAMKK2,1,-1.1437693784463192,0.8776493075459502,Breast,False
HMX1,1,-1.1436498408510893,0.3438652154763171,Ovary/Fallopian Tube,False
