ModelID,OncotreeLineage,CDKN2A_status,RB1_status,MTAP_co_deleted,CCNE1_amplified,CDK2_response_score,CDK2_predicted_responder
ACH-001394,Breast,unknown,intact,False,False,1.3573519368351195,True
ACH-001437,Testis,unknown,intact,False,False,1.3527989964050082,True
ACH-000008,Skin,deleted,intact,True,False,1.350093989302718,True
ACH-000587,Lung,intact,intact,False,False,1.3494591944542975,True
ACH-001623,CNS/Brain,deleted,intact,True,False,1.3467089185026024,True
ACH-000774,Lung,unknown,intact,False,False,1.3456650958953442,True
ACH-001670,CNS/Brain,deleted,intact,True,False,1.3437678500843182,True
ACH-003470,Thyroid,unknown,intact,False,False,1.3390525314658228,True
ACH-000096,Kidney,intact,intact,False,False,1.336224853418093,True
ACH-002061,Myeloid,deleted,intact,True,False,1.3303925278150235,True
ACH-001978,Skin,deleted,intact,True,False,1.321466266806577,True
ACH-002834,Bone,deleted,intact,False,False,1.3178407111616939,True
ACH-000212,Breast,intact,intact,False,True,1.3173353784409731,True
ACH-000160,CNS/Brain,deleted,intact,True,False,1.3157944274911615,True
ACH-000859,Breast,intact,intact,False,False,1.3071276919075479,True
ACH-001716,Peripheral Nervous System,unknown,intact,False,False,1.3035103417290077,True
ACH-000352,Breast,intact,intact,False,False,1.298269404196361,True
ACH-000380,Lymphoid,unknown,intact,False,False,1.292876658040112,True
ACH-002044,Head and Neck,deleted,intact,True,False,1.2903013707181334,True
ACH-000308,Ovary/Fallopian Tube,intact,intact,False,False,1.286936947145744,True
ACH-002846,Skin,deleted,intact,True,False,1.2844598832196232,True
ACH-000700,Lung,deleted,intact,True,False,1.2815380446019522,True
ACH-000998,Bowel,unknown,intact,False,False,1.2810172657521925,True
ACH-000289,CNS/Brain,unknown,intact,False,False,1.2806593505132096,True
ACH-000789,Lung,unknown,intact,False,False,1.2741606492131525,True
ACH-002440,Thyroid,unknown,intact,False,False,1.2722137278903807,True
ACH-001673,Biliary Tract,unknown,intact,False,False,1.271738889458786,True
ACH-001301,Peripheral Nervous System,intact,intact,False,False,1.2681816403443846,True
ACH-000761,Esophagus/Stomach,unknown,intact,False,False,1.2667430087406406,True
ACH-000663,Ovary/Fallopian Tube,deleted,intact,False,False,1.263250149003499,True
ACH-000052,Bone,deleted,intact,True,False,1.2603315296896846,True
ACH-000317,Kidney,deleted,intact,False,False,1.2584743867166719,False
ACH-000190,Myeloid,deleted,intact,False,False,1.2573998678825062,False
ACH-000875,Lung,unknown,intact,False,False,1.2569180982636698,False
ACH-000628,Lung,intact,lost,False,False,1.2568998395101993,False
ACH-000745,Lymphoid,unknown,intact,False,False,1.2526026749209846,False
ACH-000089,Bowel,unknown,intact,False,False,1.2511867541964299,False
ACH-000268,Biliary Tract,unknown,intact,False,False,1.2465567460584315,False
ACH-000437,CNS/Brain,deleted,intact,True,False,1.240637009019815,False
ACH-000152,CNS/Brain,intact,intact,False,False,1.2395190513208019,False
ACH-001605,CNS/Brain,unknown,lost,False,False,1.238801798940945,False
ACH-000450,Skin,deleted,intact,False,False,1.2382629725764074,False
ACH-000471,Liver,deleted,intact,True,False,1.2360540651759755,False
ACH-001465,Peripheral Nervous System,intact,intact,False,False,1.2353138836890494,False
ACH-003469,Thyroid,unknown,intact,False,False,1.2350612312551175,False
ACH-000808,Biliary Tract,unknown,lost,False,False,1.2329760255693014,False
ACH-000002,Myeloid,unknown,intact,False,False,1.223386874754027,False
ACH-000955,Bowel,intact,intact,False,False,1.2231834353433169,False
ACH-000883,CNS/Brain,intact,lost,False,False,1.2182773356417285,False
ACH-001494,Biliary Tract,deleted,intact,True,False,1.2128077168086044,False
ACH-001431,Bone,deleted,intact,True,False,1.2100333728370758,False
ACH-000963,Bowel,intact,intact,False,False,1.2054442107950503,False
ACH-000485,Esophagus/Stomach,unknown,intact,False,False,1.204593879662022,False
ACH-000999,Bowel,unknown,lost,False,False,1.202378794297786,False
ACH-001541,Lymphoid,unknown,intact,False,False,1.2020591777232945,False
ACH-000100,Soft Tissue,unknown,intact,False,False,1.200383946506104,False
ACH-001375,Pancreas,unknown,intact,False,False,1.2001199788144767,False
ACH-000181,Head and Neck,unknown,intact,False,False,1.1918776110542437,False
ACH-001996,Biliary Tract,deleted,intact,True,False,1.1848375438067742,False
ACH-000126,CNS/Brain,deleted,intact,True,False,1.184297992490476,False
ACH-000824,Esophagus/Stomach,unknown,intact,False,False,1.184111508308427,False
ACH-002531,Lung,deleted,intact,False,False,1.1819405770496405,False
ACH-000793,Esophagus/Stomach,intact,intact,False,False,1.1757586258168844,False
ACH-000231,CNS/Brain,intact,intact,False,False,1.1701229995376838,False
ACH-001856,Biliary Tract,unknown,intact,False,False,1.1671979116050362,False
ACH-003181,Soft Tissue,deleted,intact,True,False,1.1667553007989737,False
ACH-000454,Lung,deleted,intact,False,False,1.1631291351002724,False
ACH-000155,Pancreas,deleted,intact,True,False,1.157156872043513,False
ACH-002688,Bone,intact,intact,False,True,1.1566758069692118,False
ACH-000457,Kidney,deleted,intact,True,False,1.1559461156467608,False
ACH-000213,Pancreas,unknown,intact,False,False,1.1548108706721711,False
ACH-000283,CNS/Brain,deleted,intact,True,False,1.1527087497706285,False
ACH-000203,Peripheral Nervous System,intact,intact,False,False,1.1480932837872213,False
ACH-000442,Lung,unknown,intact,False,False,1.144189038127905,False
ACH-000730,Skin,deleted,intact,True,False,1.142181652429741,False
ACH-000738,CNS/Brain,deleted,intact,True,False,1.141669316039173,False
ACH-002705,Esophagus/Stomach,intact,intact,False,False,1.140965379949848,False
ACH-000330,Breast,deleted,intact,True,False,1.1357615853310619,False
ACH-001743,Soft Tissue,unknown,intact,False,False,1.1354621865407066,False
ACH-002524,Ovary/Fallopian Tube,deleted,intact,True,False,1.1345736984582329,False
ACH-000604,Myeloid,unknown,intact,False,False,1.1271702163108257,False
ACH-000463,Lung,deleted,intact,False,False,1.1249529794124515,False
ACH-000533,Kidney,intact,intact,False,False,1.123811376705314,False
ACH-000818,Breast,intact,intact,False,False,1.1232439709571955,False
ACH-001813,Bone,intact,intact,False,False,1.113620714196271,False
ACH-000275,Fibroblast,unknown,intact,False,False,1.1047893768687074,False
ACH-000248,Breast,intact,intact,False,False,1.1002131685621575,False
ACH-001578,Testis,intact,intact,False,False,1.1000191734037101,False
ACH-000501,Bowel,unknown,intact,False,False,1.0959904395437043,False
ACH-000550,Skin,deleted,intact,True,False,1.0956422195356375,False
ACH-000017,Breast,intact,intact,False,False,1.0954609867012222,False
ACH-000973,Bladder/Urinary Tract,intact,lost,False,False,1.0937947042407485,False
ACH-000256,Ovary/Fallopian Tube,intact,intact,False,True,1.0889793620528088,False
ACH-000650,Skin,unknown,intact,False,False,1.0824806979191643,False
ACH-001370,Ovary/Fallopian Tube,unknown,intact,False,False,1.0807232296049611,False
ACH-000161,Lung,unknown,intact,False,False,1.078522504463529,False
ACH-002689,Bone,intact,lost,False,False,1.0760440788083343,False
ACH-000610,Lung,intact,lost,False,True,1.0743680882893858,False
ACH-000902,Breast,unknown,intact,False,False,1.0735551027055783,False
ACH-000634,CNS/Brain,deleted,intact,True,False,1.0725859164997693,False
ACH-000163,Head and Neck,deleted,intact,True,False,1.0684491952989696,False
ACH-001128,Soft Tissue,intact,intact,False,False,1.0681236146646922,False
ACH-001971,Skin,unknown,intact,False,False,1.06811954310627,False
ACH-001050,Soft Tissue,unknown,intact,False,False,1.0664584749620467,False
ACH-002002,Skin,deleted,intact,False,False,1.0628888910665717,False
ACH-002789,Soft Tissue,intact,intact,False,False,1.0549839293223058,False
ACH-000947,Ovary/Fallopian Tube,intact,intact,False,False,1.0519026630817585,False
ACH-000597,Soft Tissue,unknown,intact,False,False,1.0501499934710177,False
ACH-002433,Bone,intact,intact,False,False,1.049073424614761,False
ACH-000103,Ovary/Fallopian Tube,unknown,intact,False,False,1.048126257805862,False
ACH-000044,Breast,intact,intact,False,False,1.0479814320910854,False
ACH-001838,Biliary Tract,unknown,intact,False,False,1.0451080855551107,False
ACH-001559,Pleura,unknown,intact,False,False,1.045086016433063,False
ACH-001190,Skin,intact,intact,False,False,1.0446533131144105,False
ACH-000582,Skin,deleted,intact,True,False,1.044601379060233,False
ACH-001552,Skin,unknown,lost,False,False,1.0431007741655165,False
ACH-000353,Esophagus/Stomach,unknown,intact,False,False,1.0391160619362176,False
ACH-000296,Bowel,unknown,intact,False,False,1.0375140225949204,False
ACH-000482,Lung,unknown,intact,False,False,1.0286447139911408,False
ACH-001188,Peripheral Nervous System,intact,intact,False,False,1.0255504318478248,False
ACH-000428,Kidney,unknown,intact,False,False,1.0163540232313388,False
ACH-000952,Prostate,unknown,intact,False,False,1.015729656783575,False
ACH-000648,Pleura,deleted,intact,False,False,1.0155094954719783,False
ACH-001183,Bladder/Urinary Tract,deleted,intact,True,False,1.0142372487726505,False
ACH-002799,Peripheral Nervous System,deleted,intact,True,False,1.0137398428070445,False
ACH-000560,Esophagus/Stomach,unknown,lost,False,False,1.0118319928315755,False
ACH-001558,Pleura,unknown,intact,False,False,1.0101727684489292,False
ACH-001030,Bone,unknown,intact,False,False,1.0076966483738985,False
ACH-000929,Lung,intact,intact,False,False,1.0058465143235973,False
ACH-000040,CNS/Brain,deleted,intact,True,False,1.0025847537288823,False
ACH-001786,Bowel,unknown,intact,False,False,1.000473877226464,False
ACH-000912,Lung,intact,intact,False,False,0.9918564496822486,False
ACH-000781,Lung,deleted,intact,True,False,0.9904684218557449,False
ACH-001277,Soft Tissue,intact,intact,False,False,0.9895985586129887,False
ACH-000014,Skin,deleted,intact,True,False,0.9873915456745326,False
ACH-000133,Fibroblast,intact,lost,False,False,0.9870897367025295,False
ACH-000319,Pleura,intact,intact,False,False,0.9862916590508244,False
ACH-000827,Skin,intact,intact,False,False,0.9797289740035193,False
ACH-001566,Skin,unknown,intact,False,False,0.9789679112648219,False
ACH-000661,Skin,deleted,intact,False,False,0.9771383142210267,False
ACH-000335,Pleura,deleted,intact,False,False,0.9730540182226334,False
ACH-000950,Bowel,intact,intact,False,False,0.9727764750390573,False
ACH-000826,Lung,intact,intact,False,False,0.9673469290421406,False
ACH-001283,Bone,deleted,intact,True,False,0.9618652899327762,False
ACH-000746,Esophagus/Stomach,intact,intact,False,False,0.9552114277842191,False
ACH-000598,Lymphoid,unknown,intact,False,False,0.9542748939713862,False
ACH-000302,Uterus,intact,intact,False,False,0.9535830188636489,False
ACH-000822,Skin,deleted,intact,True,False,0.9528780871708856,False
ACH-000863,CNS/Brain,unknown,intact,False,False,0.9507661603380928,False
ACH-000398,Lymphoid,unknown,intact,False,False,0.9503740649328327,False
ACH-001984,Skin,intact,intact,False,False,0.9494465788584653,False
ACH-000193,Lymphoid,unknown,intact,False,False,0.9469472407881699,False
ACH-000042,Pancreas,intact,intact,False,False,0.9459095750759369,False
ACH-000171,Kidney,unknown,intact,False,False,0.9428640659880914,False
ACH-000281,Pancreas,deleted,intact,True,False,0.9365571310629163,False
ACH-002801,Peripheral Nervous System,deleted,intact,False,False,0.9331111410820169,False
ACH-001419,Breast,unknown,intact,False,False,0.9280635819370411,False
ACH-000989,Bowel,unknown,intact,False,False,0.9171884094384828,False
ACH-000706,Lung,intact,intact,False,False,0.9171687873771804,False
ACH-001622,CNS/Brain,deleted,intact,False,False,0.9156610235705598,False
ACH-000117,Breast,intact,intact,False,False,0.9150490156935418,False
ACH-001423,Kidney,unknown,intact,False,False,0.9126960822835195,False
ACH-001318,Liver,intact,intact,False,False,0.9119680644601628,False
ACH-001386,Lung,unknown,lost,False,False,0.9098956476013921,False
ACH-001667,Soft Tissue,deleted,intact,True,False,0.9078327356454985,False
ACH-000067,CNS/Brain,unknown,intact,False,False,0.9069055614088842,False
ACH-000424,Bone,deleted,intact,True,False,0.9040810277615496,False
ACH-000237,Ovary/Fallopian Tube,deleted,intact,True,False,0.8979972634750598,False
ACH-002459,Skin,deleted,intact,True,False,0.8976489680778892,False
ACH-000590,Lung,unknown,intact,False,False,0.8958231989189128,False
ACH-000368,CNS/Brain,deleted,intact,True,False,0.8957642135356636,False
ACH-002708,Soft Tissue,deleted,intact,True,False,0.8952413811457467,False
ACH-002706,Esophagus/Stomach,intact,intact,False,False,0.8935455129610186,False
ACH-001702,Soft Tissue,deleted,intact,True,False,0.8921447052481304,False
ACH-000301,Myeloid,deleted,intact,False,False,0.8918560368267556,False
ACH-000876,Breast,unknown,intact,False,False,0.8884447387272325,False
ACH-000054,Soft Tissue,deleted,intact,True,False,0.8881347782728397,False
ACH-000804,Peripheral Nervous System,intact,intact,False,False,0.8860276398811074,False
ACH-000544,Esophagus/Stomach,deleted,intact,False,False,0.8849945961721598,False
ACH-001328,Skin,unknown,intact,False,False,0.8818409930056209,False
ACH-001557,Pleura,unknown,intact,False,False,0.8782239022076319,False
ACH-000393,Liver,intact,lost,False,False,0.8767323558942194,False
ACH-000221,Liver,intact,intact,False,False,0.8739001394510322,False
ACH-001150,Bone,unknown,intact,False,False,0.8736376129277307,False
ACH-000926,Bowel,unknown,intact,False,False,0.8735419985698515,False
ACH-001038,Bone,deleted,intact,True,False,0.8686812747960251,False
ACH-000291,Ovary/Fallopian Tube,intact,intact,False,False,0.8683730753582758,False
ACH-000988,Uterus,intact,intact,False,False,0.8677536788982332,False
ACH-001655,Uterus,unknown,intact,False,False,0.8652763139323862,False
ACH-001239,Skin,deleted,intact,False,False,0.8629479647968404,False
ACH-000639,Lung,intact,intact,False,False,0.8614672315137286,False
ACH-002470,Bone,intact,intact,False,True,0.858282369933783,False
ACH-000363,Lymphoid,intact,intact,False,False,0.858061018984019,False
ACH-000351,Esophagus/Stomach,intact,intact,False,True,0.8574009576182104,False
ACH-000148,Breast,deleted,intact,False,False,0.8564515781169195,False
ACH-000724,Bladder/Urinary Tract,intact,intact,False,False,0.8490934645601014,False
ACH-001393,Breast,intact,intact,False,False,0.8481803475569247,False
ACH-000467,Bowel,unknown,intact,False,False,0.8451350655368514,False
ACH-000862,Bladder/Urinary Tract,unknown,intact,False,False,0.844760714479347,False
ACH-001610,CNS/Brain,deleted,intact,True,False,0.8442023869268989,False
ACH-000455,CNS/Brain,deleted,intact,True,False,0.8424017832340497,False
ACH-000977,Prostate,intact,intact,False,False,0.8351165678235734,False
ACH-002038,Ovary/Fallopian Tube,deleted,intact,False,False,0.8315524806300081,False
ACH-000699,Breast,deleted,intact,True,False,0.8249204871107754,False
ACH-000571,CNS/Brain,unknown,intact,False,False,0.8214833030870559,False
ACH-000136,Peripheral Nervous System,unknown,intact,False,False,0.8188638004796194,False
ACH-000483,Liver,intact,intact,False,False,0.813663197650289,False
ACH-000935,Bowel,intact,intact,False,False,0.8092261470037916,False
ACH-000764,Esophagus/Stomach,intact,lost,False,False,0.8076470194491807,False
ACH-001438,Testis,unknown,intact,False,False,0.8064259183740384,False
ACH-001843,Biliary Tract,unknown,intact,False,False,0.8038532424288353,False
ACH-000718,Lung,intact,intact,False,False,0.8012964848077104,False
ACH-000908,Esophagus/Stomach,unknown,intact,False,False,0.8012682544487426,False
ACH-000904,Lung,unknown,intact,False,False,0.7998356419247723,False
ACH-000568,Breast,intact,intact,False,False,0.7872462067755959,False
ACH-001842,Biliary Tract,unknown,intact,False,False,0.7857904210509481,False
ACH-000649,Kidney,deleted,intact,False,False,0.7844856513660721,False
ACH-000421,Bowel,intact,intact,False,False,0.7841988687330629,False
ACH-000201,Kidney,intact,intact,False,False,0.7821548763413247,False
ACH-000869,Lung,deleted,intact,False,False,0.7799667608431355,False
ACH-000375,Kidney,intact,intact,False,False,0.779305413598705,False
ACH-002460,Skin,deleted,intact,True,False,0.7767237982787156,False
ACH-001151,Ovary/Fallopian Tube,deleted,intact,True,False,0.7750200630097517,False
ACH-000132,Ovary/Fallopian Tube,deleted,intact,True,False,0.7726180941806579,False
ACH-001048,Ovary/Fallopian Tube,unknown,intact,False,False,0.7684682174582254,False
ACH-000742,Fibroblast,unknown,intact,False,False,0.7680448841895681,False
ACH-002033,Pleura,deleted,intact,True,True,0.7675479520694198,False
ACH-000342,Bowel,unknown,intact,False,False,0.7644510532903066,False
ACH-000076,Myeloid,intact,intact,False,False,0.7633020031643372,False
ACH-000223,Breast,intact,lost,False,False,0.7604140241088606,False
ACH-000951,Lung,unknown,intact,False,False,0.7597370106463817,False
ACH-000629,CNS/Brain,unknown,intact,False,False,0.7590838540822373,False
ACH-000143,Lung,intact,intact,False,False,0.7589850947188951,False
ACH-000189,Kidney,deleted,intact,False,False,0.7585707554028295,False
ACH-003265,Soft Tissue,unknown,intact,False,False,0.7562000306287703,False
ACH-001391,Breast,unknown,intact,False,False,0.7556414061919837,False
ACH-000487,Myeloid,deleted,intact,True,False,0.7551498957779665,False
ACH-000856,Breast,intact,intact,False,False,0.7550876800239632,False
ACH-000219,Skin,deleted,intact,False,False,0.7532455787085972,False
ACH-000240,Fibroblast,unknown,intact,False,False,0.7516069184323193,False
ACH-000570,CNS/Brain,deleted,intact,True,False,0.7427175648379583,False
ACH-000874,Lymphoid,deleted,intact,True,False,0.7415010513185184,False
ACH-000613,Bone,unknown,intact,False,False,0.7402847437920939,False
ACH-000790,Lung,intact,intact,False,False,0.7338082734999438,False
ACH-001650,Cervix,unknown,lost,False,False,0.7313552390365228,False
ACH-001414,Bladder/Urinary Tract,unknown,intact,False,False,0.7279895261537279,False
ACH-002486,Ovary/Fallopian Tube,deleted,intact,False,False,0.7250051254329039,False
ACH-000247,Esophagus/Stomach,intact,intact,False,False,0.7238404109125306,False
ACH-002070,CNS/Brain,deleted,intact,False,False,0.7192338038410211,False
ACH-001418,Ovary/Fallopian Tube,unknown,intact,False,False,0.717343660834564,False
ACH-000087,Bone,intact,intact,False,False,0.7146650836223253,False
ACH-000909,Uterus,unknown,intact,False,False,0.7126854491696677,False
ACH-000694,Esophagus/Stomach,deleted,intact,True,False,0.7105753281131526,False
ACH-002001,Skin,deleted,intact,False,False,0.7104131070087086,False
ACH-000911,Esophagus/Stomach,intact,intact,False,False,0.7056854946578169,False
ACH-001374,Ovary/Fallopian Tube,unknown,intact,False,False,0.701352004982432,False
ACH-000099,Peripheral Nervous System,intact,intact,False,False,0.7001299673696942,False
ACH-000566,Bladder/Urinary Tract,unknown,intact,False,False,0.6999357383293172,False
ACH-001356,Thyroid,unknown,intact,False,False,0.6980293817838787,False
ACH-002458,Skin,deleted,intact,True,False,0.6965105166115992,False
ACH-000543,CNS/Brain,unknown,intact,False,False,0.6947532167162698,False
ACH-001982,Skin,deleted,intact,True,False,0.6904650159280381,False
ACH-000434,Lung,unknown,intact,False,False,0.6859077486055278,False
ACH-001034,Bone,unknown,intact,False,False,0.6787234371584955,False
ACH-000123,Ovary/Fallopian Tube,intact,intact,False,False,0.6688502833387721,False
ACH-000844,Lung,intact,intact,False,False,0.6656849377412553,False
ACH-002509,Skin,unknown,intact,False,False,0.6651167714311251,False
ACH-001385,Head and Neck,intact,intact,False,False,0.663816769802319,False
ACH-000934,Breast,intact,intact,False,False,0.6601499985196319,False
ACH-000925,Lung,unknown,intact,False,False,0.6577955260199124,False
ACH-000146,Myeloid,deleted,intact,True,False,0.6548631856109017,False
ACH-001974,Skin,deleted,intact,True,False,0.6544660488588541,False
ACH-000259,Peripheral Nervous System,intact,intact,False,False,0.6522106213989123,False
ACH-000272,Kidney,deleted,intact,False,False,0.651994025531171,False
ACH-002065,Peripheral Nervous System,deleted,intact,True,False,0.6511362747157461,False
ACH-000027,CNS/Brain,unknown,intact,False,False,0.6496427613593037,False
ACH-000796,Ovary/Fallopian Tube,intact,intact,False,False,0.648701475751603,False
ACH-000074,Myeloid,intact,intact,False,False,0.6451502812688656,False
ACH-001369,Ovary/Fallopian Tube,unknown,intact,False,False,0.6417578740592715,False
ACH-000270,Pancreas,intact,intact,False,False,0.6393398916615614,False
ACH-000968,Skin,intact,intact,False,False,0.6351381411057749,False
ACH-001411,Bladder/Urinary Tract,unknown,intact,False,False,0.6320284627200115,False
ACH-000078,Peripheral Nervous System,intact,intact,False,False,0.6240094451592211,False
ACH-000390,Lung,deleted,intact,True,False,0.6190565685139757,False
ACH-000359,Bone,deleted,intact,True,False,0.6164905292722012,False
ACH-001819,Breast,unknown,intact,False,False,0.6151818514793577,False
ACH-001750,Soft Tissue,deleted,intact,False,False,0.6134868702159746,False
ACH-000850,Fibroblast,unknown,intact,False,False,0.6110945336162003,False
ACH-002925,Eye,intact,intact,False,False,0.6071501968862449,False
ACH-001384,Thyroid,unknown,intact,False,False,0.606935916015311,False
ACH-001403,Ovary/Fallopian Tube,unknown,intact,False,False,0.6044384762559518,False
ACH-000945,Lung,intact,intact,False,False,0.6039713828121589,False
ACH-000358,Lung,intact,lost,False,False,0.6030330533352755,False
ACH-000411,Kidney,deleted,intact,False,False,0.6014842861489316,False
ACH-000607,Kidney,intact,intact,False,False,0.598461994390439,False
ACH-000563,Lung,unknown,intact,False,False,0.5974740897495991,False
ACH-000149,Peripheral Nervous System,unknown,intact,False,False,0.5947173356790628,False
ACH-000387,Myeloid,intact,intact,False,False,0.5898851854707263,False
ACH-000416,Lung,deleted,intact,True,False,0.5887135263295635,False
ACH-002522,Lung,deleted,intact,True,False,0.5831629210769573,False
ACH-000435,Uterus,intact,intact,False,False,0.5830224269645771,False
ACH-000638,Lung,unknown,intact,False,False,0.5810718660977036,False
ACH-001700,Head and Neck,intact,intact,False,False,0.5803893814082568,False
ACH-000870,Lung,intact,lost,False,False,0.5777217127017438,False
ACH-000328,CNS/Brain,unknown,intact,False,False,0.5759182834848464,False
ACH-001699,Head and Neck,deleted,intact,False,False,0.5709913905207903,False
ACH-000419,Lymphoid,unknown,intact,False,False,0.5694947139996196,False
ACH-001113,Lung,unknown,intact,False,False,0.5660481163666508,False
ACH-001416,Bladder/Urinary Tract,unknown,intact,False,False,0.5625438961833467,False
ACH-001427,Bone,unknown,intact,False,False,0.5624899267844747,False
ACH-000041,Bone,intact,intact,False,False,0.5608472190336121,False
ACH-000927,Breast,intact,intact,False,False,0.5563627356224815,False
ACH-000385,Kidney,deleted,intact,False,False,0.5555211891049705,False
ACH-000677,Lung,unknown,intact,False,False,0.5547195933984459,False
ACH-000931,Skin,unknown,intact,False,False,0.5534616035270935,False
ACH-000779,Lung,unknown,intact,False,False,0.5508230873825819,False
ACH-000806,Lymphoid,unknown,intact,False,False,0.5441471037062973,False
ACH-001533,Lymphoid,intact,intact,False,False,0.5403196487704931,False
ACH-000531,Fibroblast,unknown,intact,False,False,0.5266373758839864,False
ACH-000119,Fibroblast,unknown,intact,False,False,0.5199407150948196,False
ACH-001517,Uterus,unknown,intact,False,False,0.51866253085947,False
ACH-000025,CNS/Brain,deleted,intact,True,False,0.508430307102656,False
ACH-003433,Pancreas,unknown,intact,False,False,0.5007251929074152,False
ACH-001350,Thyroid,intact,intact,False,False,0.49137233171897376,False
ACH-000120,Peripheral Nervous System,intact,intact,False,False,0.491280443174653,False
ACH-001814,Bone,intact,lost,False,False,0.4891739646606241,False
ACH-000814,Skin,intact,intact,False,False,0.4886397385720141,False
ACH-001988,Skin,intact,intact,False,False,0.48733426446452954,False
ACH-000921,Lung,intact,intact,False,False,0.4866983722533486,False
ACH-000819,CNS/Brain,deleted,intact,True,False,0.4810011738336528,False
ACH-001683,Breast,intact,intact,False,False,0.47596615983822943,False
ACH-000135,Fibroblast,unknown,intact,False,False,0.4661637222113556,False
ACH-000343,Lung,intact,intact,False,False,0.4598814050004203,False
ACH-002924,Eye,intact,intact,False,False,0.45971124263584273,False
ACH-001029,Bone,intact,intact,False,False,0.45850542091581825,False
ACH-001961,Biliary Tract,unknown,intact,False,False,0.45376478554353505,False
ACH-001791,Soft Tissue,intact,intact,False,False,0.44068923275902616,False
ACH-001609,CNS/Brain,deleted,intact,True,False,0.4400277315337361,False
ACH-000502,Pancreas,deleted,intact,True,False,0.4396792075903361,False
ACH-000137,CNS/Brain,intact,intact,False,False,0.433389464125413,False
ACH-002080,Peripheral Nervous System,intact,intact,False,False,0.43241044773190734,False
ACH-000585,Lung,intact,intact,False,False,0.42692923141291317,False
ACH-001555,Pleura,unknown,intact,False,False,0.4255209534389067,False
ACH-001278,Ovary/Fallopian Tube,intact,intact,False,False,0.42430644268121687,False
ACH-000954,Uterus,intact,intact,False,False,0.4239533940094182,False
ACH-000257,Lung,intact,intact,False,False,0.4236667716628111,False
ACH-000985,Bowel,intact,lost,False,False,0.4158824220449058,False
ACH-001028,CNS/Brain,unknown,intact,False,False,0.41459369806254553,False
ACH-000046,Kidney,deleted,intact,True,False,0.4133457253051287,False
ACH-000023,Pancreas,intact,intact,False,False,0.41300367924411996,False
ACH-000589,Lung,deleted,intact,True,False,0.41249023064442114,False
ACH-000312,Peripheral Nervous System,intact,intact,False,False,0.40964508511460374,False
ACH-000741,Bladder/Urinary Tract,unknown,intact,False,False,0.4038180186133089,False
ACH-000833,Soft Tissue,intact,intact,False,False,0.3947939725909848,False
ACH-000037,Soft Tissue,deleted,intact,True,False,0.3938265943081867,False
ACH-000106,Lymphoid,unknown,intact,False,False,0.39364268210612124,False
ACH-000445,CNS/Brain,deleted,intact,True,False,0.3918538766393489,False
ACH-000618,Head and Neck,deleted,intact,True,False,0.39118120883704277,False
ACH-002544,Esophagus/Stomach,intact,intact,False,False,0.38938813488819235,False
ACH-001068,Lymphoid,intact,intact,False,False,0.3833327917833914,False
ACH-000679,Esophagus/Stomach,intact,intact,False,False,0.38014627614554175,False
ACH-000446,Peripheral Nervous System,unknown,intact,False,False,0.37491979450290924,False
ACH-003451,Kidney,unknown,intact,False,False,0.3731659085343747,False
ACH-000537,Liver,intact,intact,False,False,0.37229690540261173,False
ACH-002025,Bowel,intact,intact,False,False,0.36949148458071646,False
ACH-000910,Breast,intact,intact,False,False,0.3591261672018423,False
ACH-001338,Peripheral Nervous System,intact,intact,False,False,0.35754624448526506,False
ACH-000577,Liver,unknown,intact,False,False,0.3555153524914467,False
ACH-001332,Head and Neck,unknown,intact,False,False,0.35538235231563564,False
ACH-001704,Skin,intact,intact,False,False,0.3539296208967925,False
ACH-000616,Esophagus/Stomach,intact,intact,False,False,0.34707969825841334,False
ACH-001522,Skin,unknown,intact,False,False,0.3461649536002692,False
ACH-002046,Uterus,intact,lost,False,False,0.34536717541283246,False
ACH-000879,Uterus,intact,intact,False,False,0.3410499749800098,False
ACH-000853,Lung,intact,intact,False,True,0.33916146673582426,False
ACH-000134,Fibroblast,unknown,intact,False,False,0.3376494222925106,False
ACH-001172,CNS/Brain,unknown,intact,False,False,0.3358047476409671,False
ACH-000086,Pleura,deleted,intact,True,False,0.3340502072357512,False
ACH-000469,CNS/Brain,deleted,intact,True,False,0.33270314395048806,False
ACH-000314,Lung,intact,intact,False,False,0.32997663924718457,False
ACH-000691,Breast,intact,intact,False,False,0.3270771591912087,False
ACH-000184,Fibroblast,unknown,intact,False,False,0.3266563011665853,False
ACH-000965,Uterus,intact,intact,False,False,0.3245176274621133,False
ACH-000050,Lymphoid,intact,intact,False,False,0.32429531762560615,False
ACH-003267,Soft Tissue,unknown,intact,False,False,0.3225338503779427,False
ACH-001549,Lung,unknown,lost,False,False,0.322444566829148,False
ACH-002039,Pancreas,deleted,intact,True,False,0.3165561173096525,False
ACH-000672,Lung,unknown,intact,False,False,0.31622765660356267,False
ACH-000303,Esophagus/Stomach,unknown,intact,False,False,0.31609885855478126,False
ACH-002003,Skin,deleted,intact,False,False,0.3147363072615103,False
ACH-000551,Myeloid,deleted,intact,True,False,0.30626114531445925,False
ACH-001300,Peripheral Nervous System,intact,intact,False,False,0.30463942767282814,False
ACH-002780,Bone,intact,intact,False,False,0.30122176432244807,False
ACH-000083,Fibroblast,unknown,intact,False,False,0.30080489448778064,False
ACH-000783,Breast,intact,intact,False,False,0.2985144641763014,False
ACH-001970,Skin,unknown,intact,False,False,0.2964538543111481,False
