treatment_id,drug_name,cohens_d,p_value,n_lost,n_intact,median_sens_lost,median_sens_intact,fdr
BRD:BRD-K00004571-001-01-9,,-0.0363,0.2579199929520265,249,625,0.0371,0.0715,0.9222355637414763
BRD:BRD-K00004572-001-01-9,,0.0088,0.2729925091258518,250,629,-0.002,-0.0493,0.925130208142894
BRD:BRD-K00004573-001-01-9,,0.1038,0.03497781979354835,250,629,-1.7036,-1.8171,0.6934258709334518
BRD:BRD-K00004574-001-01-9,,-0.0897,0.31267719598134514,250,629,0.017,0.0301,0.9385233837114426
BRD:BRD-K00004575-001-01-9,,-0.0676,0.7813607198422461,250,629,-0.0146,-0.0358,0.9835206034909428
BRD:BRD-K00004576-001-01-9,,-0.0765,0.4739758635188148,250,629,-0.1358,-0.1051,0.959430815512415
BRD:BRD-K00004577-001-01-9,,-0.1046,0.2697844357584728,250,629,-0.0614,-0.007,0.9237405669423356
BRD:BRD-K00004578-001-01-9,,0.0162,0.23492008203401993,250,629,-0.0308,-0.058,0.9217600959236736
BRD:BRD-K00004579-001-01-9,,0.0663,0.09245565040749855,249,625,0.0169,-0.0344,0.8148154971351174
BRD:BRD-K00004580-001-01-9,,0.097,0.23272680995538886,249,625,0.228,0.2025,0.9217600959236736
BRD:BRD-K00004581-001-01-9,,0.0018,0.9606601448280784,250,629,-0.0427,-0.0272,0.9964399313440717
BRD:BRD-K00004582-001-01-9,,0.029,0.4338753899298713,250,629,0.1539,0.1575,0.9572404656692337
BRD:BRD-K00004583-001-01-9,,-0.0221,0.6014906647684,250,629,-0.1339,-0.1072,0.9753194268502591
BRD:BRD-K00004584-001-01-9,,0.0223,0.20442103116279697,250,629,0.1639,0.1369,0.9217600959236736
BRD:BRD-K00004585-001-01-9,,-0.0057,0.6196517757572482,250,629,-0.2188,-0.2138,0.9753194268502591
BRD:BRD-K00004586-001-01-9,,0.0037,0.9794432705799335,250,629,-0.1882,-0.2451,0.9964399313440717
BRD:BRD-K00004587-001-01-9,,0.0995,0.09150523788706534,250,629,-0.0022,-0.0648,0.8148154971351174
BRD:BRD-K00004588-001-01-9,,-0.0375,0.8593328579426526,249,625,0.0026,-0.0022,0.9945722867985088
BRD:BRD-K00004589-001-01-9,,0.0443,0.8170716032726728,250,629,0.2188,0.1923,0.9888947877537451
BRD:BRD-K00004590-001-01-9,,-0.1612,0.11050496268639312,250,629,-0.0144,0.0293,0.8559699215399703
BRD:BRD-K00004591-001-01-9,,0.0261,0.5434150547090293,250,629,-0.5376,-0.5518,0.9705541501936746
BRD:BRD-K00004592-001-01-9,,-0.0922,0.35506448158148607,250,629,-0.157,-0.1297,0.9487268946748633
BRD:BRD-K00004593-001-01-9,,-0.0056,0.5885951353664687,249,625,-2.2133,-2.2632,0.9722816883566735
BRD:BRD-K00004594-001-01-9,,0.034,0.5294411282441738,250,629,-0.0923,-0.1118,0.9700952221696888
BRD:BRD-K00004595-001-01-9,,0.0407,0.8383999327072358,249,625,-0.0022,-0.0079,0.9936700197385462
BRD:BRD-K00004596-001-01-9,,-0.09,0.7634047837597303,249,625,-0.2019,-0.1839,0.982557516215774
BRD:BRD-K00004597-001-01-9,,0.0193,0.44427165193832985,249,625,0.0486,0.0347,0.9572404656692337
BRD:BRD-K00004598-001-01-9,,0.0432,0.502802717842795,250,629,-0.0739,-0.0663,0.9671206831278966
BRD:BRD-K00004599-001-01-9,,0.0173,0.9526833185439878,250,629,-0.1806,-0.1552,0.9964399313440717
BRD:BRD-K00004600-001-01-9,,-0.0306,0.7232559265326303,250,629,-0.1622,-0.1496,0.9809110261769779
BRD:BRD-K00004601-001-01-9,,-0.0186,0.7861124966939147,250,629,-0.0711,-0.0357,0.9839625506704637
BRD:BRD-K00004602-001-01-9,,0.139,0.1966932876299039,249,625,0.1021,0.0578,0.9217600959236736
BRD:BRD-K00004603-001-01-9,,0.0281,0.7294439544040016,250,629,-0.1528,-0.1595,0.9809110261769779
BRD:BRD-K00004604-001-01-9,,0.1982,0.009787512279462314,249,625,-3.9875,-5.3831,0.48284940499421275
BRD:BRD-K00004606-001-01-9,,0.0844,0.3495844694330651,249,625,0.1396,0.1433,0.9479546914738466
BRD:BRD-K00004607-001-01-9,,-0.0771,0.7634047837597303,249,625,-0.0174,-0.0101,0.982557516215774
BRD:BRD-K00004608-001-01-9,,0.0581,0.2359661593876229,250,629,0.0586,-0.0019,0.9217600959236736
BRD:BRD-K00004609-001-01-9,,0.0234,0.5957770961528221,249,625,-1.0998,-1.0934,0.9749677468107714
BRD:BRD-K00004610-001-01-9,,-0.1049,0.6781377136279219,249,625,-1.9431,-1.9513,0.977592701671885
BRD:BRD-K00004611-001-01-9,,0.003,0.7636311600566333,249,625,0.0593,0.046,0.982557516215774
BRD:BRD-K00004612-001-01-9,,-0.124,0.13891839335943568,249,625,-0.0247,0.0001,0.8991953202197982
BRD:BRD-K00004613-001-01-9,,0.0083,0.5154254060390655,249,625,0.1914,0.211,0.9688837276728343
BRD:BRD-K00004614-001-01-9,,-0.1825,0.015905775937368916,249,625,-3.5247,-3.2365,0.558663603700278
BRD:BRD-K00004615-001-01-9,,0.0151,0.38037167987785525,249,625,-0.8247,-0.9445,0.9489776683064901
BRD:BRD-K00004616-001-01-9,,0.0202,0.9649563776238442,249,625,-0.0601,-0.0597,0.9964399313440717
BRD:BRD-K00004617-001-01-9,,0.0982,0.2893804563131076,249,625,-0.4565,-0.5211,0.9335602935686252
BRD:BRD-K00004618-001-01-9,,0.0068,0.6826249797042405,250,629,-0.2305,-0.2229,0.977592701671885
BRD:BRD-K00004619-001-01-9,,0.0088,0.36179824697359275,249,625,0.057,0.0014,0.9487268946748633
BRD:BRD-K00004620-001-01-9,,0.0542,0.3868536300535885,249,625,0.006,-0.0257,0.9509693334486558
BRD:BRD-K00004622-001-01-9,,-0.0138,0.3976139959415168,250,629,-1.0874,-0.9852,0.9541443117508334
BRD:BRD-K00004623-001-01-9,,0.1749,0.19454038199219792,249,625,0.0305,0.0419,0.9217600959236736
BRD:BRD-K00004624-001-01-9,,0.1089,0.3288851952688524,249,625,-0.0771,-0.0843,0.9464094819787652
BRD:BRD-K00004625-001-01-9,,-0.0028,0.9902890859526338,249,625,0.1549,0.1397,0.9984068498929946
BRD:BRD-K00004626-001-01-9,,0.0082,0.9130095328837561,249,625,0.1254,0.1079,0.9956935167913216
BRD:BRD-K00004627-001-01-9,,0.0215,0.9867253697747249,250,629,-0.0186,-0.0125,0.9982102339028653
BRD:BRD-K00004629-001-01-9,,-0.0322,0.7827175461983135,250,629,0.0215,0.0307,0.9837905817046202
BRD:BRD-K00004630-001-01-9,,-0.1921,0.02323977295457544,249,625,0.029,0.0904,0.6202289519443486
BRD:BRD-K00004631-001-01-9,,-0.1013,0.06728827172141348,250,629,-0.0769,-0.0397,0.7873478515395912
BRD:BRD-K00004632-001-01-9,,0.0345,0.8928300749518168,250,629,-0.0096,-0.0078,0.9947840224237079
BRD:BRD-K00004633-001-01-9,,0.0258,0.9646500854809336,250,629,-0.2118,-0.1902,0.9964399313440717
BRD:BRD-K00004634-001-01-9,,0.1916,0.0030680467939616365,250,629,0.2262,0.111,0.33600060856450825
BRD:BRD-K00004635-001-01-9,,-0.003,0.9332841432560447,249,625,0.0826,0.0903,0.9964399313440717
BRD:BRD-K00004636-001-01-9,,-0.1605,0.040009101663027555,249,625,-5.4348,-4.9392,0.7100237049326155
BRD:BRD-K00004638-001-01-9,,0.0133,0.4513721581778303,250,629,0.0079,0.0018,0.9572404656692337
BRD:BRD-K00004639-001-01-9,,0.0319,0.7216697583628793,249,625,0.0623,0.037,0.9809110261769779
BRD:BRD-K00004640-001-01-9,,-0.0072,0.7588478660011349,250,629,-0.1161,-0.1252,0.982557516215774
BRD:BRD-K00004641-001-01-9,,0.1129,0.5103407241108651,250,629,-0.1357,-0.1369,0.9688837276728343
BRD:BRD-K00004642-001-01-9,,-0.0649,0.47820611127597534,249,625,0.1451,0.1595,0.959430815512415
BRD:BRD-K00004643-001-01-9,,-0.0599,0.5570810553896695,249,625,0.0674,0.058,0.9705541501936746
BRD:BRD-K00004644-001-01-9,,-0.1184,0.30860179427227385,250,629,-0.2355,-0.1932,0.9385233837114426
BRD:BRD-K00004645-001-01-9,,-0.0387,0.3994236920878491,250,629,-0.2116,-0.1817,0.9541443117508334
BRD:BRD-K00004646-001-01-9,,-0.0095,0.6254800544370966,250,629,0.1255,0.1495,0.9753194268502591
BRD:BRD-K00004647-001-01-9,,0.0801,0.22063893599654938,249,625,0.1101,0.0843,0.9217600959236736
BRD:BRD-K00004648-001-01-9,,-0.0819,0.0583503376119764,250,629,-0.3249,-0.2314,0.7663419581921079
BRD:BRD-K00004649-001-01-9,,0.0081,0.3735907189924542,250,629,0.0071,-0.0078,0.9487268946748633
BRD:BRD-K00004650-001-01-9,,-0.078,0.6325888185502901,250,629,-0.0749,-0.0934,0.9753194268502591
BRD:BRD-K00004651-001-01-9,,-0.0812,0.34471248219097794,249,625,0.0809,0.1202,0.9467399593475654
BRD:BRD-K00004652-001-01-9,,-0.0683,0.38042963374525274,250,629,-0.1445,-0.1056,0.9489776683064901
BRD:BRD-K00004653-001-01-9,,-0.0442,0.6556058665981945,250,629,-0.1721,-0.1458,0.9753194268502591
BRD:BRD-K00004654-001-01-9,,0.0202,0.5512568987847613,250,629,-0.0429,-0.0676,0.9705541501936746
BRD:BRD-K00004655-001-01-9,,-0.1961,0.018241025988710916,250,629,-0.0468,0.0406,0.5927495338979711
BRD:BRD-K00004656-001-01-9,,-0.0084,0.7884233856467162,249,625,0.0239,0.0253,0.9846832686842457
BRD:BRD-K00004657-001-01-9,,-0.1206,0.20336205810076213,249,625,-0.0626,-0.0159,0.9217600959236736
BRD:BRD-K00004658-001-01-9,,0.0387,0.9052440198969446,249,625,-0.0057,0.0178,0.9956935167913216
BRD:BRD-K00004659-001-01-9,,-0.0323,0.47963096223500534,250,629,0.051,0.057,0.959430815512415
BRD:BRD-K00004660-001-01-9,,-0.0387,0.8056535946461234,250,629,-0.1988,-0.1943,0.9861840533324837
BRD:BRD-K00004661-001-01-9,,-0.0208,0.9673228176764184,249,625,-0.0418,-0.0528,0.9964399313440717
BRD:BRD-K00004662-001-01-9,,-0.0547,0.8537404325433549,249,625,0.1596,0.1301,0.9945722867985088
BRD:BRD-K00004663-001-01-9,,-0.0306,0.4930649138848957,249,625,0.0023,0.0071,0.9644751815393455
BRD:BRD-K00004664-001-01-9,,0.0389,0.9502921423300338,249,625,-0.0744,-0.0774,0.9964399313440717
BRD:BRD-K00004665-001-01-9,,-0.056,0.9609341489578055,249,625,0.1071,0.1173,0.9964399313440717
BRD:BRD-K00004666-001-01-9,,-0.1036,0.3333160686349448,249,625,-0.6074,-0.5524,0.9467399593475654
BRD:BRD-K00004667-001-01-9,,-0.0063,0.7622732060511823,249,625,-0.1187,-0.1038,0.982557516215774
BRD:BRD-K00004668-001-01-9,,-0.0962,0.31439272471862256,249,625,0.193,0.1941,0.9395803700877848
BRD:BRD-K00004669-001-01-9,,0.0406,0.7372037970429715,250,629,0.0123,0.0164,0.9809110261769779
BRD:BRD-K00004670-001-01-9,,0.0922,0.32771010695890845,249,625,0.0032,-0.0061,0.9464094819787652
BRD:BRD-K00004671-001-01-9,,0.0609,0.35790451995432904,249,625,0.1008,0.077,0.9487268946748633
BRD:BRD-K00004672-001-01-9,,-0.1242,0.22340552332811803,250,629,-0.1003,-0.0492,0.9217600959236736
BRD:BRD-K00004673-001-01-9,,0.0215,0.7483357393670953,250,629,0.039,0.043,0.9817281184141515
BRD:BRD-K00004674-001-01-9,,-0.1903,0.005714370805396911,249,625,-5.9046,-5.6238,0.4263799754796157
BRD:BRD-K00004675-001-01-9,,-0.0194,0.8746984249112814,250,629,0.0441,0.0666,0.9945722867985088
BRD:BRD-K00004676-001-01-9,,0.0547,0.27269138010684957,249,625,-0.5358,-0.5701,0.925130208142894
BRD:BRD-K00004677-001-01-9,,0.1424,0.16241121957745175,249,625,-0.0362,-0.027,0.9217600959236736
BRD:BRD-K00004678-001-01-9,,0.0587,0.3778759853318704,250,629,0.0411,0.0376,0.9487268946748633
BRD:BRD-K00004679-001-01-9,,0.0524,0.39909428834668703,250,629,-0.0872,-0.0941,0.9541443117508334
BRD:BRD-K00004680-001-01-9,,0.1094,0.044747542438229704,250,629,0.0143,-0.0472,0.7348264076936751
BRD:BRD-K00004681-001-01-9,,-0.1602,0.02116475834300935,250,629,-0.0619,-0.0233,0.6202289519443486
BRD:BRD-K00004682-001-01-9,,0.02,0.737425905346677,250,629,-0.0564,-0.0682,0.9809110261769779
BRD:BRD-K00004683-001-01-9,,-0.0028,0.9680328067610195,249,625,0.1571,0.1568,0.9964399313440717
BRD:BRD-K00004684-001-01-9,,-0.0132,0.8328919346580883,250,629,0.1312,0.1271,0.9922932367338274
BRD:BRD-K00004685-001-01-9,,-0.1164,0.17297694785803164,250,629,0.146,0.1897,0.9217600959236736
BRD:BRD-K00004686-001-01-9,,-0.0177,0.9451800308563425,250,629,-0.0905,-0.0811,0.9964399313440717
BRD:BRD-K00004687-001-01-9,,0.1418,0.0889450298632418,249,625,0.1385,0.1025,0.8115317777411059
BRD:BRD-K00004688-001-01-9,,0.0204,0.6365762548973009,250,629,-0.0269,-0.0374,0.9753194268502591
BRD:BRD-K00004689-001-01-9,,-0.0148,0.41374228444334715,250,629,-0.1143,-0.0685,0.956435748907795
BRD:BRD-K00004690-001-01-9,,-0.0201,0.46403343846594614,250,629,-0.8073,-0.6992,0.959430815512415
BRD:BRD-K00004691-001-01-9,,0.015,0.8967896287329152,250,629,-0.106,-0.0834,0.9954399834120385
BRD:BRD-K00004693-001-01-9,,0.0229,0.34927282494495715,250,629,0.1483,0.1399,0.9474880069421731
BRD:BRD-K00004694-001-01-9,,0.0716,0.12675614898830026,250,629,0.0123,-0.0334,0.8746689549091043
BRD:BRD-K00004695-001-01-9,,-0.1403,0.0886110700084678,249,625,-0.0392,0.0034,0.811501078610814
BRD:BRD-K00004696-001-01-9,,0.1712,0.018010579595325944,250,629,0.0795,0.0162,0.5927495338979711
BRD:BRD-K00004697-001-01-9,,-0.0287,0.6407849576368684,250,629,-0.3592,-0.3212,0.9753194268502591
BRD:BRD-K00004698-001-01-9,,0.0365,0.8351905233008514,250,629,-0.0119,0.0194,0.9922932367338274
BRD:BRD-K00004699-001-01-9,,-0.0714,0.25376490719013844,250,629,-0.0725,-0.0228,0.9221202454077023
BRD:BRD-K00004700-001-01-9,,-0.0011,0.7532506211155634,250,629,-0.0384,-0.0468,0.982557516215774
BRD:BRD-K00004701-001-01-9,,-0.0862,0.750568522547375,250,629,-2.0988,-2.0847,0.9817684970326868
BRD:BRD-K00004702-001-01-9,,0.0415,0.2626924886291905,250,629,-0.007,-0.041,0.9231746952081292
BRD:BRD-K00004703-001-01-9,,-0.0698,0.8689004251202556,250,629,0.0879,0.1009,0.9945722867985088
BRD:BRD-K00004704-001-01-9,,-0.0905,0.45441251660237136,249,625,-0.0204,-0.0219,0.9575150078348786
BRD:BRD-K00004705-001-01-9,,-0.0229,0.7013056511317864,250,629,-0.1086,-0.1044,0.9800108504286039
BRD:BRD-K00004706-001-01-9,,0.0861,0.160279432576796,249,625,0.0599,0.0352,0.9217600959236736
BRD:BRD-K00004707-001-01-9,,-0.0581,0.3534209683090691,249,625,0.0699,0.1329,0.9487268946748633
BRD:BRD-K00004708-001-01-9,,-0.0554,0.4206741939487413,250,629,0.0348,0.0502,0.9572404656692337
BRD:BRD-K00004709-001-01-9,,-0.04,0.5356291390132762,250,629,0.0516,0.0876,0.9705541501936746
BRD:BRD-K00004710-001-01-9,,-0.0297,0.6856531686085828,250,629,-0.0493,-0.0489,0.977592701671885
BRD:BRD-K00004711-001-01-9,,-0.0967,0.4193162972544242,250,629,0.0149,0.051,0.9572404656692337
BRD:BRD-K00004712-001-01-9,,-0.0575,0.4400407628881414,249,625,-0.2072,-0.1569,0.9572404656692337
BRD:BRD-K00004713-001-01-9,,0.0419,0.6698992547121195,249,625,0.1618,0.1551,0.9768285483856352
BRD:BRD-K00004714-001-01-9,,0.0257,0.5945430683246233,249,625,0.118,0.1097,0.9749677468107714
BRD:BRD-K00004715-001-01-9,,0.0656,0.6194420048188287,249,625,0.1598,0.1459,0.9753194268502591
BRD:BRD-K00004716-001-01-9,,-0.0982,0.3115454034967776,249,625,-0.0162,0.0173,0.9385233837114426
BRD:BRD-K00004717-001-01-9,,0.0184,0.6514015719723749,249,625,-0.1048,-0.08,0.9753194268502591
BRD:BRD-K00004718-001-01-9,,-0.1411,0.03626967811087817,250,629,-0.0446,-0.0096,0.7036317553510365
BRD:BRD-K00004719-001-01-9,,-0.0275,0.5056225562498984,250,629,-0.5316,-0.5083,0.9671573500329764
BRD:BRD-K00004720-001-01-9,,-0.0193,0.5051277413937711,249,625,-0.0085,-0.0402,0.9671206831278966
BRD:BRD-K00004721-001-01-9,,0.0078,0.29318064869956095,249,625,-0.3801,-0.418,0.9367931976273566
BRD:BRD-K00004722-001-01-9,,-0.0831,0.604862095097958,249,625,-1.8955,-1.9335,0.9753194268502591
BRD:BRD-K00004723-001-01-9,,-0.1207,0.05925674423002523,250,629,-0.1218,-0.0523,0.7693560279879631
BRD:BRD-K00004724-001-01-9,,-0.0813,0.26804648622084215,249,625,-0.0474,-0.006,0.9237405669423356
BRD:BRD-K00004725-001-01-9,,-0.0327,0.4141268191147154,249,625,0.0012,0.0413,0.956435748907795
BRD:BRD-K00004726-001-01-9,,-0.083,0.6772686718667726,249,625,-2.6946,-2.7218,0.977592701671885
BRD:BRD-K00004727-001-01-9,,-0.0002,0.7325901382756489,249,625,-1.7692,-1.824,0.9809110261769779
BRD:BRD-K00004728-001-01-9,,0.1026,0.2030458272438478,249,625,0.2747,0.2226,0.9217600959236736
BRD:BRD-K00004729-001-01-9,,0.0005,0.4395135319610659,249,625,0.0146,-0.0237,0.9572404656692337
BRD:BRD-K00004730-001-01-9,,-0.2456,0.0013127519834146206,249,625,-0.0449,0.0444,0.20105617577129198
BRD:BRD-K00004731-001-01-9,,-0.0224,0.676182973590286,249,625,-0.0992,-0.0961,0.977592701671885
BRD:BRD-K00004732-001-01-9,,0.0993,0.3284564228462499,250,629,-0.1481,-0.1809,0.9464094819787652
BRD:BRD-K00004733-001-01-9,,-0.0285,0.4028498936598993,249,625,0.0617,0.1045,0.9541443117508334
BRD:BRD-K00004734-001-01-9,,0.1134,0.2368194082150662,249,625,0.0728,0.0279,0.9219124236319105
BRD:BRD-K00004735-001-01-9,,0.0711,0.6903488117295024,249,625,0.0286,0.0546,0.977592701671885
BRD:BRD-K00004736-001-01-9,,0.1148,0.0724971763967029,249,625,-0.0088,-0.0994,0.7901377652224923
BRD:BRD-K00004737-001-01-9,,-0.0541,0.47889920986032863,250,629,-0.0105,0.0182,0.959430815512415
BRD:BRD-K00004738-001-01-9,,0.0505,0.41660824964552645,250,629,-0.1232,-0.136,0.9572404656692337
BRD:BRD-K00004739-001-01-9,,0.0344,0.5658859670569107,249,625,-0.3329,-0.3002,0.9705541501936746
BRD:BRD-K00004740-001-01-9,,-0.1223,0.4176994583254936,249,625,0.0889,0.091,0.9572404656692337
BRD:BRD-K00004741-001-01-9,,0.0469,0.49250328024286993,249,625,0.1086,0.0821,0.9644751815393455
BRD:BRD-K00004742-001-01-9,,-0.0124,0.8175807478323984,249,625,0.0457,0.0334,0.9888947877537451
BRD:BRD-K00004743-001-01-9,,-0.0203,0.7328135766583646,249,625,0.1928,0.1883,0.9809110261769779
BRD:BRD-K00004744-001-01-9,,-0.0153,0.5761745220796677,249,625,0.1227,0.1732,0.9705541501936746
BRD:BRD-K00004745-001-01-9,,-0.0236,0.6326933717409634,249,625,-0.0453,-0.0291,0.9753194268502591
BRD:BRD-K00004746-001-01-9,,0.0796,0.3001881358729209,249,625,0.0907,0.0594,0.9385233837114426
BRD:BRD-K00004747-001-01-9,,-0.0582,0.6426569986031123,249,625,0.0881,0.1259,0.9753194268502591
BRD:BRD-K00004748-001-01-9,,0.0209,0.7984938738822405,249,625,0.0678,0.0811,0.9861840533324837
BRD:BRD-K00004749-001-01-9,,0.1739,0.008460462733185485,249,625,-0.0224,-0.1311,0.4595723356666355
BRD:BRD-K00004750-001-01-9,,-0.17,0.15948548876024016,249,625,-1.7143,-1.6313,0.9217600959236736
BRD:BRD-K00004751-001-01-9,,0.0188,0.9329978485350386,250,629,-0.0668,-0.0726,0.9964399313440717
BRD:BRD-K00004752-001-01-9,,-0.1561,0.031895371917435245,250,629,-0.3633,-0.1974,0.6748031562331946
BRD:BRD-K00004965-342-01-9,,0.075,0.6818359077170144,249,625,0.113,0.0984,0.977592701671885
BRD:BRD-K00004966-001-01-9,,-0.0749,0.600261197363517,250,629,-0.0443,-0.0305,0.9753194268502591
BRD:BRD-K00004968-001-01-9,,0.0811,0.2697844357584728,250,629,0.1007,0.0723,0.9237405669423356
BRD:BRD-K00005238-001-01-9,,0.0287,0.3766749590591958,249,625,0.0449,0.026,0.9487268946748633
BRD:BRD-K00005239-001-01-9,,0.0164,0.4962555570514412,250,629,-0.3436,-0.3347,0.9668795501805698
BRD:BRD-K00005240-001-01-9,,-0.0672,0.48182987466383187,250,629,-0.1095,-0.0723,0.9609672119767791
BRD:BRD-K00005241-001-01-9,,0.0795,0.1069349780654786,250,629,-0.0706,-0.1026,0.8512174690089094
BRD:BRD-K00005242-001-01-9,,-0.0744,0.2701680332453471,250,629,-1.5035,-1.3884,0.9237405669423356
BRD:BRD-K00005243-001-01-9,,-0.109,0.13780211409404727,250,629,-0.1489,-0.0913,0.8971010112162809
BRD:BRD-K00005244-001-01-9,,0.0144,0.5127452162104773,249,625,-1.4506,-1.612,0.9688837276728343
BRD:BRD-K00005245-001-01-9,,0.0288,0.4188077512829623,250,629,-0.1458,-0.1895,0.9572404656692337
BRD:BRD-K00005246-001-01-9,,0.0568,0.765131802448426,250,629,-0.6594,-0.7191,0.982557516215774
BRD:BRD-K00005247-001-01-9,,0.0563,0.38122981820902613,250,629,0.0646,0.049,0.9491633765097854
BRD:BRD-K00005248-001-01-9,,-0.1084,0.2672776541083054,249,625,0.0026,0.0089,0.9237405669423356
BRD:BRD-K00005249-001-01-9,,-0.0256,0.7108058170928699,249,625,0.0764,0.087,0.9809110261769779
BRD:BRD-K00005263-001-02-9,,-0.0184,0.8342534135486357,242,617,-1.0789,-1.0087,0.9922932367338274
BRD:BRD-K00005264-001-02-9,,0.0276,0.9096170728656194,250,629,-1.0245,-1.0055,0.9956935167913216
BRD:BRD-K00005326-001-01-9,,-0.0723,0.2262173423889079,250,629,0.0384,0.0661,0.9217600959236736
BRD:BRD-K00005327-001-01-9,,-0.1201,0.15007548725875905,250,629,-1.4885,-1.349,0.9142298916962022
BRD:BRD-K00005328-001-01-9,,-0.1141,0.23608259328916958,250,629,-0.0724,-0.0599,0.9217600959236736
BRD:BRD-K00005329-074-01-9,,-0.098,0.7761657487131346,250,629,-0.182,-0.2183,0.983398044841975
BRD:BRD-K00005330-001-01-9,,0.0611,0.15686142896363145,250,629,-0.0224,-0.0802,0.9213573552448594
BRD:BRD-K00005331-001-01-9,,0.0376,0.6447939546010818,250,629,-0.1142,-0.1265,0.9753194268502591
BRD:BRD-K00005332-019-01-9,,-0.0975,0.5235093954561274,249,625,-0.1711,-0.1389,0.9695020513306329
BRD:BRD-K00005333-001-01-9,,-0.0738,0.998002841681448,250,629,-0.1506,-0.1771,0.9994748222738986
BRD:BRD-K00005334-001-01-9,,0.1021,0.06857401378752395,249,625,0.1499,0.1083,0.7873478515395912
BRD:BRD-K00005335-001-01-9,,0.072,0.24720934747537204,250,629,-0.181,-0.227,0.9221202454077023
BRD:BRD-K00005336-001-01-9,,-0.055,0.22837114994901953,250,629,0.0783,0.1023,0.9217600959236736
BRD:BRD-K00005337-001-01-9,,-0.1469,0.12235043393646301,250,629,-2.6186,-2.4956,0.863575308137821
BRD:BRD-K00005338-001-01-9,,0.1569,0.03904161014032122,249,625,0.1327,0.074,0.7082770029145828
BRD:BRD-K00005339-001-01-9,,-0.0429,0.37803527829538963,250,629,-0.0396,-0.0008,0.9487268946748633
BRD:BRD-K00005340-001-01-9,,-0.0245,0.8601010516810613,250,629,-1.4775,-1.5187,0.9945722867985088
BRD:BRD-K00005341-001-01-9,,-0.081,0.3778759853318704,250,629,-0.1069,-0.0575,0.9487268946748633
BRD:BRD-K00005342-001-01-9,,-0.0083,0.5076957168784789,250,629,-0.6223,-0.7016,0.9678007476066322
BRD:BRD-K00005343-001-01-9,,-0.1008,0.037737476870429214,250,629,-0.1443,-0.0749,0.7082770029145828
BRD:BRD-K00005344-001-01-9,,0.0294,0.4510183556622033,250,629,-0.0757,-0.0715,0.9572404656692337
BRD:BRD-K00005345-001-01-9,,-0.0785,0.36402049626495403,250,629,0.0173,0.0502,0.9487268946748633
BRD:BRD-K00005349-304-01-9,,0.1576,0.01645433773566432,249,628,-0.0055,-0.1137,0.5642674405311148
BRD:BRD-K00010129-001-01-9,,-0.064,0.3753600471835158,249,628,-0.0163,0.0151,0.9487268946748633
BRD:BRD-K00010385-001-01-9,,-0.0436,0.5631230068931689,250,629,-0.1353,-0.1458,0.9705541501936746
BRD:BRD-K00010386-001-01-9,,-0.1056,0.10420805874548544,250,629,-0.709,-0.5661,0.8463909504757102
BRD:BRD-K00010387-001-01-9,,-0.1227,0.03384893957948577,250,629,-0.9843,-0.7511,0.6877283305481353
BRD:BRD-K00010388-001-01-9,,-0.0902,0.43111274483978435,250,629,-3.5738,-3.5909,0.9572404656692337
BRD:BRD-K00010389-001-01-9,,0.2667,5.9150379956321906e-05,249,625,-0.3324,-0.602,0.040163107990342575
BRD:BRD-K00010521-300-02-9,,-0.1679,0.04744656954871507,242,617,-6.5796,-6.3861,0.7494854866424232
BRD:BRD-K00010938-001-01-9,,0.133,0.06701012917989425,249,625,0.2756,0.2177,0.7871951161444325
BRD:BRD-K00021095-001-01-9,,-0.1188,0.24001112799877355,249,625,-0.1933,-0.1707,0.9221202454077023
BRD:BRD-K00023644-001-01-9,,-0.0152,0.8342709177334269,250,629,0.0778,0.0918,0.9922932367338274
BRD:BRD-K00029604-001-02-9,,0.0629,0.53177211317915,242,617,0.0327,0.0132,0.9702340591257886
BRD:BRD-K00029607-334-02-9,,0.0764,0.05722503870178684,242,617,-0.3505,-0.5025,0.7623855922452798
BRD:BRD-K00068629-001-02-9,,0.1009,0.07055197941167908,242,617,-0.5668,-0.7201,0.7881050326174036
BRD:BRD-K00069020-001-02-9,,0.0268,0.4830398867528344,242,617,-1.03,-0.8678,0.9612078646746228
BRD:BRD-K00071586-001-01-9,,0.0048,0.7418620711314927,242,617,0.1299,0.1541,0.9817281184141515
BRD:BRD-K00071589-001-01-9,,0.0129,0.5540672471976886,242,617,-0.4941,-0.5069,0.9705541501936746
BRD:BRD-K00071592-001-01-9,,0.1896,0.004458656861980117,242,617,-0.5119,-0.6,0.3983457906953289
BRD:BRD-K00071596-019-01-9,,-0.0524,0.2899779195283577,242,617,-0.1409,-0.1258,0.9335602935686252
BRD:BRD-K00071599-001-02-9,,-0.0791,0.2731790968080269,242,617,-0.6086,-0.5671,0.925130208142894
BRD:BRD-K00073038-001-02-9,,0.0363,0.7906259910164468,242,617,-0.583,-0.5873,0.9847995664070731
BRD:BRD-K00073067-001-02-9,,0.1118,0.19911392410838857,242,617,-0.6682,-0.6835,0.9217600959236736
BRD:BRD-K00073070-001-02-9,,0.0036,0.6315931420878069,242,617,-0.1764,-0.1767,0.9753194268502591
BRD:BRD-K00073093-001-02-9,,-0.0009,0.6676675215789198,242,617,-1.933,-2.023,0.9768285483856352
BRD:BRD-K00073449-019-02-9,,0.0701,0.9776850632875715,242,617,-0.2056,-0.1947,0.9964399313440717
