gene,n_deleted,n_intact,median_deleted,median_intact,cohens_d,mannwhitney_p,fdr,significant
ENDOU,25,73,0.0045609751854852,0.0101685709966327,-0.15752590385695892,0.48338155778695513,0.9435570120485404,False
HADHB,25,73,0.0437867645063182,0.0578888113844593,-0.15751090194800837,0.49361230413039414,0.9460199043781634,False
ATP6V1C2,25,73,0.0059908806108449,0.0348579751848749,-0.15743119349662674,0.4244814714340829,0.9271990820178512,False
CHRNB3,25,73,0.0341686856493712,0.0492736361016655,-0.15742358310662247,0.3570942663368314,0.9078487579307704,False
INS,25,73,-0.3782099037744135,-0.3353892564732068,-0.15738774716678508,0.340329284717792,0.9000655463532047,False
SETBP1,25,73,0.0678451733078387,0.0939451912265327,-0.1573503404383852,0.304485390002573,0.895619923814056,False
THAP12,25,73,-0.433675896216553,-0.3910840319505306,-0.15734391818817053,0.48338155778695513,0.9435570120485404,False
NUMB,25,73,-0.0675016811443244,-0.0626961378198485,-0.1573428285132419,0.448497651367192,0.9341400147131049,False
CMC2,25,73,0.0123587678734271,0.0371877295860852,-0.15730342411545628,0.16099042170546662,0.8467558626912999,False
ZNF772,25,73,0.0930226191993923,0.1151860000182715,-0.15721919865171788,0.6717230780342487,0.9732277401609658,False
KCNJ13,25,73,-0.0127616285404846,-0.01280462397615,-0.15719808398852014,0.43879984860260346,0.931910468470127,False
IPMK,25,73,-0.0799663054457972,-0.0853840139757518,-0.15715694586662357,0.8194973040052955,0.9858047872077657,False
ZNF688,25,73,-0.1367758504515211,-0.1681030379605362,-0.15715645624572241,0.6306357161065007,0.9686421985185596,False
ELAVL4,25,73,0.0633191938482291,0.0839470066715626,-0.15714067781313898,0.49361230413039414,0.9460199043781634,False
MAB21L2,25,73,0.0331517653435124,0.0486675788449416,-0.15704104614261813,0.3966781897214625,0.9184964643460156,False
HNRNPAB,25,73,-0.0151484517935851,-0.0009766018593781,-0.15703098277713257,0.7382756707242916,0.9828510692521547,False
ELF1,25,73,-0.1059569831192592,-0.09578324165821,-0.15693245252533816,0.46825374640867434,0.9418124427205765,False
C1QA,25,73,-0.0597189283401829,-0.0409428634245688,-0.15692926160257925,0.6956600720195174,0.9781134440039181,False
SLC38A9,25,73,0.0176984671642675,0.0437802856868896,-0.15690833447557223,0.4197700548392356,0.9257037084395933,False
GRAP2,25,73,-0.0923668794806591,-0.0608985771956271,-0.1568952349051664,0.7199042420605032,0.9813443032071524,False
PIR,25,73,0.0383724218077798,0.0788382489154502,-0.1567638177779178,0.2784046950979283,0.8852765716972784,False
FOS,25,73,-0.1071683351476283,-0.0906008611670509,-0.15671919504443935,0.8258385349791039,0.9859585039423604,False
AREG,25,73,0.0776282973036006,0.0326889901382435,-0.15668649515832717,0.8513132429180058,0.988911412939093,False
NLRP10,25,73,0.0907470201761608,0.0823038227388814,-0.15667962357628623,0.7630036079008589,0.9836435607604433,False
PNKD,25,73,-0.1131744739688288,-0.1221808453758079,-0.15662282775484074,0.8705231679106589,0.9906296200930396,False
PRRC1,25,73,0.1380158909851918,0.158023445205364,-0.15655102215758504,0.5518915612985078,0.9517183675364054,False
DAPL1,25,73,-0.0280421432776187,0.0155277428436961,-0.15654572982351456,0.3613654473497496,0.9092960758389503,False
SPHK1,25,73,-0.0907795739067716,-0.0883818536708418,-0.156538314827188,0.8131678547493968,0.9858047872077657,False
SNED1,25,73,-0.0889272608172079,-0.0927028705671371,-0.15646760127135437,0.7817111688236198,0.984053844999742,False
WIPI2,25,73,0.0271358823939124,0.0200291843311621,-0.15643354896110143,0.5356679265737498,0.9495859210473464,False
VPS72,25,73,-0.5442950524162614,-0.4467879757051711,-0.15643032376224514,0.27124088635558485,0.8847772117958872,False
SPATA6L,25,73,0.0276560240025261,0.0407020088396939,-0.15638973372802914,0.546456962622869,0.9517183675364054,False
ABHD3,25,73,-0.1049428565893059,-0.1045313329623729,-0.1563878952357963,0.3787685564746186,0.913108226155739,False
TMEM117,25,73,-0.0797185656394939,-0.0445788142671724,-0.15637695505346672,0.5039578434534513,0.9477820622765035,False
FHL2,25,73,-0.0094894955786198,0.0248285807364174,-0.15636738236597716,0.47326701812400807,0.9432200624632198,False
G3BP2,25,73,-0.059904362838677,-0.0308486852409719,-0.15636214205899854,0.1950436371646873,0.8691171615308171,False
CLEC4C,25,73,0.033229620821156,0.0375553747688486,-0.15629092632997993,0.2505116073346779,0.8802515444088007,False
IGFBP5,25,73,-0.0106680297848227,0.0045510597030946,-0.15619062189804028,0.5850454109642477,0.9590829460596019,False
CLDN17,25,73,0.1269676838641674,0.1342718557697734,-0.15609818389967972,0.5091731975857208,0.9477820622765035,False
UPK1A,25,73,-0.1583251862605376,-0.1543856405715947,-0.15601113759853835,0.6364396662086966,0.9705731973794981,False
METTL9,25,73,0.0514834576840721,0.056284783230155,-0.15600072341752108,0.3787685564746186,0.913108226155739,False
CCDC92,25,73,-0.033582868254687,-0.0025952348348139,-0.15599880923288878,0.6836518301102266,0.9751460477055504,False
JCAD,25,73,-0.0876813495421815,-0.0573429233303532,-0.15595740552874543,0.2893899158638509,0.8882318694547603,False
ZNF225,25,73,-0.1593033849634365,-0.1147483149421669,-0.15593537210914943,0.29311567313121045,0.8900689474878466,False
CMPK1,25,73,-0.9868834597097208,-0.9047439699655488,-0.1557719631419052,0.44363361365524334,0.9327854510380122,False
FBXO48,25,73,-0.0028407343391688,0.0221029795460352,-0.15577123692597156,0.1787220039442179,0.8552613431341796,False
DCUN1D3,25,73,0.0800043294591047,0.1278334333287793,-0.1557654105992274,0.3083395108014987,0.895619923814056,False
INTS8,25,73,-0.9866189985538004,-0.9647190221170898,-0.15571546625291952,0.573891706172485,0.9568063396911974,False
KIF21B,25,73,-0.1945907298435862,-0.1729094739484942,-0.15566128749399105,0.46327002139963513,0.9396939766648029,False
GK5,25,73,0.0215250033196475,0.0069719707033698,-0.15566026728353086,0.8769440746817032,0.9908932007762065,False
RTP4,25,73,0.058292508191856,0.0847003567388866,-0.15562197957949916,0.5850454109642477,0.9590829460596019,False
EXOC3L1,25,73,-0.1259403124174586,-0.070100567560519,-0.15561693667902626,0.3700034314492592,0.9100866295358938,False
MRGPRE,25,73,-0.0715807820810141,-0.0400668402344087,-0.1555285111932729,0.5573525733780409,0.9521616799963463,False
RBL1,25,73,-0.0522805362746694,-0.0510254455915156,-0.15547848311629117,0.6836518301102266,0.9751460477055504,False
CRABP2,25,73,-0.1317079196613437,-0.0928547697552555,-0.1554556320344786,0.5794559650201927,0.9574479274582635,False
EPB41L5,25,73,-0.0593495421133401,-0.0695596862122066,-0.1553369122757964,0.8513132429180058,0.988911412939093,False
ZNF831,25,73,-0.0084240279446419,0.0158762637392514,-0.15531913181259716,0.5091731975857208,0.9477820622765035,False
FSD1L,25,73,0.0587881288506887,0.0767877424200222,-0.15531454062592004,0.6896461810345269,0.976395236646672,False
CIP2A,25,73,-0.2286000947027148,-0.2179208218026673,-0.1553083019599123,0.7382756707242916,0.9828510692521547,False
LIN52,25,73,-0.5734872689022252,-0.5583084362628262,-0.1552483601750654,0.5850454109642477,0.9590829460596019,False
GNB1L,25,73,-0.7838406378756629,-0.7716976104945419,-0.15511083540413403,0.6956600720195174,0.9781134440039181,False
TMPRSS11B,25,73,0.043090946070017,0.0681932920702049,-0.15504458266000026,0.2538874350165481,0.8804552061929203,False
TCTE1,25,73,-0.1160655605859439,-0.0810222263246618,-0.1550283401662279,0.2538874350165481,0.8804552061929203,False
COBLL1,25,73,0.0168180600435851,0.0167262610816596,-0.15502356374621787,0.46825374640867434,0.9418124427205765,False
PNMA6A,25,64,-0.1166188152294443,-0.06044590511439445,-0.15501601447004287,0.16388359014642495,0.8480580590884138,False
RAB35,25,73,-0.0329998047599514,-0.0290825762676786,-0.1549944549037737,0.8833730892857877,0.9918448881642742,False
ERC2,25,73,-0.0590374420870264,-0.0563969967767881,-0.15483720667127573,0.541049008790059,0.9510390919139838,False
GULP1,25,73,0.1473944912876329,0.1544880524186317,-0.15479600583587988,0.6776773525793856,0.9734384850677691,False
PPP1R26,25,73,-0.0798092995838087,-0.025241376974771,-0.1547837662633846,0.23091475318925148,0.8766742408292332,False
BAIAP3,25,73,-0.1004936485264266,-0.0886544101330148,-0.15477435216949842,0.5962988241000912,0.9625276695406517,False
CACNB4,25,73,0.1099977168042248,0.1282592888313712,-0.15468026992039946,0.43879984860260346,0.931910468470127,False
MAT2B,25,73,0.1052028103300785,0.1008681019360807,-0.1546263171100571,0.8833730892857877,0.9918448881642742,False
USH1C,25,73,0.0617425467227363,0.079633128601188,-0.15458512311111514,0.7077451224642677,0.9800430759832253,False
APOBEC3B,25,73,-0.0983456097817542,-0.0734174086383249,-0.15455048901328303,0.43879984860260346,0.931910468470127,False
LRRC71,25,73,-0.2279693052742342,-0.2104244030966171,-0.15436922643914908,0.5303139380603055,0.9495859210473464,False
CHI3L1,25,73,-0.0305643542995805,-0.0104770535817755,-0.15433514946857854,0.4583159980009992,0.9368518194432189,False
TNN,25,73,-0.077772490992975,-0.07602977969722,-0.15421498577914408,0.7199042420605032,0.9813443032071524,False
IL12RB1,25,73,-0.151554034562774,-0.1462231715885133,-0.15417679504577503,0.5039578434534513,0.9477820622765035,False
CROCC,25,73,-0.1348316429397592,-0.1863886544530503,-0.15414722511645154,0.8258385349791039,0.9859585039423604,False
CNTD1,25,73,-0.0060355734178954,0.0177484453319532,-0.15412533451578428,0.4583159980009992,0.9368518194432189,False
DIAPH2,25,73,0.0249927328972708,0.0492223825766727,-0.1540998337402777,0.38319864625809175,0.9146233420518507,False
JAZF1,25,73,-0.4656232568633375,-0.4403066435019564,-0.15408894180356314,0.4533918262601796,0.9348860207763662,False
REG1B,25,73,-0.0436550718710087,-0.0265695762682236,-0.15398214549346975,0.5091731975857208,0.9477820622765035,False
RAPGEF5,25,73,0.0326976875736483,0.030569452830954,-0.15393046182451967,0.5850454109642477,0.9590829460596019,False
NCOA7,25,73,0.0893727027865138,0.1144127636805042,-0.15391633308678435,0.7138155970494986,0.9813254213520325,False
PRR15L,25,73,-0.1892643789303633,-0.1573008008539396,-0.15382676977591622,0.5794559650201927,0.9574479274582635,False
DTD1,25,73,-0.0987121524065671,-0.1304222846221269,-0.15380036542519868,0.5906597851126287,0.9607330013474734,False
MINK1,25,73,0.000267051976473,0.0055037421439062,-0.1537329936228386,0.5144166848660954,0.9492647500600963,False
RDH13,25,73,-0.126084058014931,-0.0873692791149379,-0.15372939195208607,0.41043996025054996,0.9228337212855938,False
IKZF2,25,73,0.1243381607910434,0.1252250402254157,-0.153521993238215,0.6481144677006645,0.9707911219063249,False
TSN,25,73,0.0323173818729065,0.0302906078408003,-0.1534624932150702,0.7630036079008589,0.9836435607604433,False
FAM177B,25,73,-0.0756619014207953,-0.0934997913298444,-0.15343843480842734,0.7138155970494986,0.9813254213520325,False
STN1,25,73,-0.3391710601591862,-0.2939103240808293,-0.15342320239447077,0.43879984860260346,0.931910468470127,False
PCNA,25,73,-3.2008191133269426,-3.1784581545549617,-0.1533935377114699,0.6836518301102266,0.9751460477055504,False
SLFN13,25,73,0.0298840832538649,0.0439696796605252,-0.1533908922797649,0.6836518301102266,0.9751460477055504,False
XAGE5,25,73,-0.0547679830060447,-0.0401108833081915,-0.15338491786638445,0.48848249166740954,0.9450776389823393,False
IRS1,25,73,-0.1348847552885862,-0.075282962746656,-0.15333511207918987,0.2893899158638509,0.8882318694547603,False
PLA2G3,25,73,-0.0630938088595422,-0.0162936809965568,-0.15333070292007528,0.392153538341356,0.9166608129316719,False
CLINT1,25,73,0.0488579272238463,0.0459144652144788,-0.15329043518582777,0.7138155970494986,0.9813254213520325,False
JMY,25,73,-0.09806609640437,-0.0753685049678888,-0.15325325138430032,0.4244814714340829,0.9271990820178512,False
TMEM183A,25,73,-0.5337829687554559,-0.4765839490503989,-0.15324402718317087,0.24057262669394208,0.8780190859452627,False
RPL18,25,73,-2.1018598047728254,-2.1128642853704105,-0.15323489297081871,0.8131678547493968,0.9858047872077657,False
GBP3,25,73,-0.0647817822948131,-0.0410084815531666,-0.1531363755432142,0.4583159980009992,0.9368518194432189,False
SLAMF6,25,73,-0.0059456071706062,0.0231606967032407,-0.15308999481985763,0.5249872606280896,0.9495859210473464,False
NAPEPLD,25,73,0.0980099511550312,0.1053404596988571,-0.15302075416078803,0.5091731975857208,0.9477820622765035,False
XPC,25,73,0.027288449178386,0.0753949481535495,-0.153011811513565,0.2471672461355925,0.8788332124642692,False
RHBDL1,25,73,-0.1405039246825402,-0.0943583921806703,-0.15298595605274715,0.3006633881064895,0.8936176383453446,False
SDF2,25,73,-0.1562735409049913,-0.1513271395486051,-0.15290939250409005,0.7016931660461112,0.9789962776511687,False
AP5S1,25,73,-0.0029359905248338,0.0314001280837701,-0.15289909500243634,0.3966781897214625,0.9184964643460156,False
NVL,25,73,-1.390905988260826,-1.3344478457572644,-0.1528910944774187,0.4197700548392356,0.9257037084395933,False
OR4K1,25,64,-0.4762099192090226,-0.433490570554999,-0.152792714038151,0.45137869839150324,0.9348860207763662,False
TNS3,25,73,-0.3612992322979103,-0.324364945088249,-0.15278305181220525,0.44363361365524334,0.9327854510380122,False
NID1,25,73,-0.0462007812749236,-0.0319645777466596,-0.15276519833617844,0.6422660174037125,0.9707911219063249,False
ESPNL,25,73,-0.0696267051903608,-0.0086187377711242,-0.1526507250506159,0.27124088635558485,0.8847772117958872,False
DNM1,25,73,-0.212026072147328,-0.159412364747519,-0.1526470893249982,0.340329284717792,0.9000655463532047,False
MIER3,25,73,-0.0461904514270442,-0.035393280313387,-0.15259437708648085,0.47326701812400807,0.9432200624632198,False
DDX52,25,73,-0.6768806859733788,-0.5876941282516489,-0.15248022663803917,0.541049008790059,0.9510390919139838,False
DPPA5,25,73,-0.2939527275250563,-0.2726333517624911,-0.15244248029252347,0.5518915612985078,0.9517183675364054,False
ZNF155,25,73,-0.140389007610578,-0.0908524431455313,-0.1523068019451499,0.48338155778695513,0.9435570120485404,False
MAST2,25,73,-0.2452880095474552,-0.2343109725021346,-0.15220828353378388,0.5794559650201927,0.9574479274582635,False
C1QB,25,73,-0.0842061113852246,-0.083409877705627,-0.1521183878776388,0.5091731975857208,0.9477820622765035,False
GHITM,25,73,0.0069668770722352,0.0353904944702094,-0.15210095075000776,0.3876603312472291,0.9146233420518507,False
RNF115,25,73,-0.0838372330212993,-0.1046192200808156,-0.1520977301482635,0.6019622601209563,0.9625276695406517,False
MTHFR,25,73,0.0387400556031541,0.0648973815902415,-0.1520975343755236,0.16099042170546662,0.8467558626912999,False
CAPZA1,25,73,-0.0288626692364352,-0.0183354991465281,-0.1520598334944136,0.6481144677006645,0.9707911219063249,False
ACTR1B,25,73,-0.3706231203347115,-0.3531869364656924,-0.1520532002203417,0.7138155970494986,0.9813254213520325,False
ZBTB4,25,73,0.0388557234071104,0.0618583861424985,-0.15196109456262039,0.3966781897214625,0.9184964643460156,False
ITGB6,25,73,-0.0756182260424506,-0.0688522669208204,-0.15193673923655174,0.6598764372504256,0.9717760290595174,False
TMEM258,25,73,-0.9714511535661384,-0.8934749672400577,-0.15188524674190088,0.4058214903673315,0.9209954618120012,False
MDM1,25,73,-0.0613108946218773,-0.0493984538670132,-0.15184156300641943,0.340329284717792,0.9000655463532047,False
CREM,25,73,0.2023055164533423,0.1882021396426162,-0.1517871784443257,0.7016931660461112,0.9789962776511687,False
UBTD2,25,73,0.040485922617687,0.0640555043098856,-0.15175485141395847,0.3570942663368314,0.9078487579307704,False
PAMR1,25,73,0.0433916341685033,0.038756727316475,-0.1517481968482772,0.961000426105116,0.9967864786741705,False
MYL6,25,73,-0.106983175565574,-0.0932365133793119,-0.15173645794298082,0.5683528888084646,0.9555682746577195,False
PAX6,25,73,-0.0196131766470874,0.0151947475980306,-0.15173228984353324,0.3321390979221094,0.8978721792313197,False
GPR68,25,73,-0.0810997387319668,-0.0549033632396472,-0.15171118406793385,0.5356679265737498,0.9495859210473464,False
INTS1,25,73,-1.0890812252183888,-1.0504912410858944,-0.15168014181997344,0.5196881069281236,0.9495859210473464,False
ADGRE3,25,73,0.0462746041213616,0.0878647219519097,-0.15165476778869472,0.3787685564746186,0.913108226155739,False
IL37,25,73,-0.0986356386047443,-0.0859598062471865,-0.15164934401484143,0.546456962622869,0.9517183675364054,False
VSX2,25,73,-0.0767335694723439,-0.028775567733839,-0.1515401237655313,0.2893899158638509,0.8882318694547603,False
RANBP6,25,73,0.023445566192747,0.0389877872910976,-0.15150466280004002,0.44363361365524334,0.9327854510380122,False
EPSTI1,25,73,-0.1151335956824244,-0.104018209441414,-0.15144984797604522,0.4533918262601796,0.9348860207763662,False
BCCIP,25,73,-0.4496473380270606,-0.4048857607874364,-0.1514163384027376,0.48848249166740954,0.9450776389823393,False
ZNF548,25,73,0.0627976254593549,0.0951613262901741,-0.15140263772927395,0.5144166848660954,0.9492647500600963,False
STK39,25,73,-0.1393405628060131,-0.0960732450828438,-0.15139400609956033,0.42922365413378216,0.9289570720908688,False
TRPM1,25,73,-0.0311569389612355,0.003228258079567,-0.15132968199267474,0.5850454109642477,0.9590829460596019,False
NR1I2,25,73,0.0036917415416201,0.0203925953270386,-0.15131646170491939,0.562839762780667,0.9542624608944913,False
PHEX,25,73,0.0524218236150043,0.0754716372623884,-0.1513148463177459,0.3656685189912763,0.9100350054174289,False
PCDHB4,25,73,-0.1031404329380214,-0.0620931730578696,-0.1512349892018811,0.20651608755486806,0.8729467152160159,False
EFCAB2,25,73,-0.0870768612205591,-0.0564594665206859,-0.15117371223436663,0.3613654473497496,0.9092960758389503,False
TLCD1,25,73,-0.3821716598087938,-0.3569442735215452,-0.15116939012800124,0.4583159980009992,0.9368518194432189,False
IQCC,25,73,-0.2161600682285947,-0.1950880391420739,-0.1511552232385361,0.546456962622869,0.9517183675364054,False
TAPBPL,25,73,0.0563701484235252,0.0565201797866352,-0.15114966374572325,0.6019622601209563,0.9625276695406517,False
AP1AR,25,73,0.1052042733808365,0.0861577901781968,-0.1510501971940502,0.8005458898083107,0.9858047872077657,False
OMD,25,73,0.0910863910419993,0.0995222652076277,-0.15098709699318313,0.573891706172485,0.9568063396911974,False
FNDC11,25,73,-0.0295662770000821,-0.0234046802708631,-0.15093399931581933,0.7199042420605032,0.9813443032071524,False
GPM6A,25,73,0.1335932369711573,0.1426089023710024,-0.15091586480384855,0.6019622601209563,0.9625276695406517,False
TLN2,25,73,-0.0752362537019323,-0.0538976827964609,-0.1508977055284924,0.304485390002573,0.895619923814056,False
ZNF550,25,73,0.0774717653997891,0.0608282278802238,-0.1508862514338946,0.8898097944385239,0.9925461539083777,False
MFSD13A,25,73,-0.0919270674782753,-0.0518691624025545,-0.15073337105360815,0.42922365413378216,0.9289570720908688,False
SASH1,25,73,0.1418184384980125,0.1442874451107285,-0.15069418334181306,0.42922365413378216,0.9289570720908688,False
SLC26A8,25,73,-0.1601257703333394,-0.1610871347368393,-0.1506677963217621,0.6776773525793856,0.9734384850677691,False
CHRM5,25,73,-0.0340652199490947,-0.0367394033884528,-0.1506367036312625,0.6776773525793856,0.9734384850677691,False
TEX2,25,73,-0.0150109593944313,-0.0219374345774086,-0.15058966304622728,0.7567977894687612,0.9836435607604433,False
RGS11,25,73,0.0231875341420547,0.0294154309046038,-0.15054144174134992,0.8513132429180058,0.988911412939093,False
BEND6,25,73,0.0030479760281887,0.0372649443823547,-0.15048629086602797,0.3321390979221094,0.8978721792313197,False
PMEPA1,25,73,-0.0645208424081153,-0.0329202881283144,-0.1504841506791922,0.28203446098337503,0.8855121554706527,False
POU6F2,25,73,0.0341749387500647,0.0120907167870975,-0.1504716927650055,0.7444334517681523,0.9836435607604433,False
CYP4F12,25,73,-0.117173986222511,-0.1087111882978019,-0.15045976913485928,0.43399648683575054,0.9305262472141389,False
EVX1,25,73,0.0282835006661896,0.0788579109989073,-0.15035580202499485,0.5962988241000912,0.9625276695406517,False
TAF6L,25,73,-0.4908947425311797,-0.4026247190432277,-0.15032735621978752,0.47326701812400807,0.9432200624632198,False
PSMD14,25,73,-2.334707554192253,-2.2167019814333044,-0.1502904721491288,0.5091731975857208,0.9477820622765035,False
HDHD2,25,73,0.1658583808985292,0.1798651543118162,-0.15028270201563715,0.8258385349791039,0.9859585039423604,False
SLC4A10,25,73,0.0060513738160732,0.0340868203522265,-0.15021487344484905,0.4058214903673315,0.9209954618120012,False
SPACA1,25,73,-0.0698786992571836,-0.0713684456803155,-0.15004561007560882,0.7077451224642677,0.9800430759832253,False
MIA2,25,73,-0.019085864166378,-0.0224254823015578,-0.1500223634934955,0.6776773525793856,0.9734384850677691,False
CAPN2,25,73,-0.0209260006138827,0.0170636730175048,-0.14999766604731635,0.22463119540843013,0.8758139231650692,False
PATE2,25,73,0.1191333479660299,0.1409192941722928,-0.1499877624313777,0.3444724965008713,0.9018449897440682,False
TMEM161A,25,73,-0.1868936216497037,-0.135444973319492,-0.14996593613751277,0.5144166848660954,0.9492647500600963,False
NT5C2,25,73,0.0238010389555871,0.0319615300855243,-0.14995404933222495,0.31614415209858326,0.8961082502813305,False
TRAF3IP3,25,73,-0.0053797721600493,0.0086052516214676,-0.1499123470808387,0.5039578434534513,0.9477820622765035,False
FANCC,25,73,-0.1478084123393186,-0.1434746060568906,-0.14987921416265695,0.43879984860260346,0.931910468470127,False
KDM3B,25,73,0.0152927288312223,0.0708019824126175,-0.14987480504811546,0.42922365413378216,0.9289570720908688,False
NR6A1,25,73,-0.0088454974304037,-0.027997021233194,-0.14983925204791082,0.5196881069281236,0.9495859210473464,False
USP18,25,73,-0.3748932518643172,-0.3921037322268383,-0.14983074499150575,0.9869955371318353,0.9977908877663043,False
VN1R2,25,73,0.1022458168554735,0.0858642535292214,-0.14970370100631025,0.6776773525793856,0.9734384850677691,False
OR4D11,25,64,-0.0326062086472626,-0.042272105328367005,-0.14952693409876364,0.9745115399382216,0.9970879556423539,False
GRB10,25,73,0.0471429964972199,0.0628078682848716,-0.14949101134565265,0.42922365413378216,0.9289570720908688,False
PABPN1,25,73,-1.5893538061192756,-1.4981704947424554,-0.14943961359575053,0.24057262669394208,0.8780190859452627,False
ART4,25,73,0.0382339281592395,0.0244741676318978,-0.1494140935253081,0.8131678547493968,0.9858047872077657,False
GINS2,25,73,-2.5014350845131537,-2.4848947048899155,-0.1493106258719137,0.6190962064463432,0.9651377219430863,False
TACC2,25,73,0.015582805985129,0.0340131790686317,-0.1492347329956241,0.6481144677006645,0.9707911219063249,False
PRKAG2,25,73,0.0247816530791112,0.0257728166837893,-0.14923394846805585,0.4244814714340829,0.9271990820178512,False
SMYD5,25,73,-0.1449249236137507,-0.1239206236406431,-0.14915753358432932,0.42922365413378216,0.9289570720908688,False
CILK1,25,73,-0.0824376228018438,-0.0524916161496154,-0.14902961195494757,0.4012342028325856,0.9206053091479325,False
TRIM55,25,73,-0.0132730690535858,0.0025487067419675,-0.1489172095412809,0.3656685189912763,0.9100350054174289,False
RGS16,25,73,-0.0073038116676657,0.020225000410019,-0.14886258793969126,0.17095254701783347,0.850069362334102,False
LTV1,25,73,-0.7371062360894809,-0.7440170320745251,-0.14877390634542464,0.5356679265737498,0.9495859210473464,False
PCDHB8,25,73,-0.0012239023486904,0.0234060541264497,-0.14873902275106474,0.17351375157578852,0.8535734100152165,False
OR6M1,25,64,0.0559466369183736,0.07599913126227789,-0.14867138145317985,0.4191534638484449,0.9257037084395933,False
SAC3D1,25,73,-0.0705716114289742,-0.0493640127230448,-0.14866781722299027,0.4197700548392356,0.9257037084395933,False
EIF4EBP2,25,73,-0.2503830764218318,-0.2024172577343289,-0.14865174134953185,0.2856961892010692,0.8859941834251768,False
TRABD2B,25,73,-0.1123056535888012,-0.0922492133814011,-0.14863971847200688,0.392153538341356,0.9166608129316719,False
PASK,25,73,0.0432099725197623,0.0465380031125023,-0.14863792956208188,0.5356679265737498,0.9495859210473464,False
FBXL2,25,73,-0.0660924052599259,-0.0212538735170175,-0.14863682890913524,0.5144166848660954,0.9492647500600963,False
TMEM169,25,73,-0.0462357580436939,-0.0254608564885083,-0.14857739018403168,0.5303139380603055,0.9495859210473464,False
SPOCK3,25,73,0.0807449858670496,0.0993050227756828,-0.14857541136176966,0.7138155970494986,0.9813254213520325,False
CFAP210,25,73,0.0051560864671381,0.0264280323017775,-0.14849410712194905,0.48338155778695513,0.9435570120485404,False
RTN4RL2,25,73,-0.1039511119320525,-0.0998715340161285,-0.14836714869289253,0.6956600720195174,0.9781134440039181,False
AGL,25,73,-0.0811140058967332,-0.0655852112440008,-0.1483661918377709,0.5144166848660954,0.9492647500600963,False
ZNF277,25,73,0.0155763119559052,0.0307203646252341,-0.14833641138467737,0.3240773558883906,0.8968019191580603,False
ASPG,25,73,0.0499912160075048,0.0955631309103478,-0.14833169723306372,0.26420439659951955,0.8813858670559972,False
ZCRB1,25,73,-0.670590409030887,-0.5993734209690368,-0.14832918677301715,0.392153538341356,0.9166608129316719,False
POP1,25,73,-1.048113752360379,-1.017870779478625,-0.14830308639500508,0.5794559650201927,0.9574479274582635,False
SAMHD1,25,73,-0.1617792153590841,-0.1830771345082552,-0.14828489476627554,0.961000426105116,0.9967864786741705,False
OGFOD3,25,73,-0.0319684317633682,0.0078054062676011,-0.1482762453012926,0.22463119540843013,0.8758139231650692,False
IDH2,25,73,-0.0387284694656017,0.0068063638373946,-0.1482395202034192,0.2538874350165481,0.8804552061929203,False
SDF4,25,73,-0.0486050126071621,-0.037512663883821,-0.14823591878823938,0.562839762780667,0.9542624608944913,False
MYNN,25,73,-0.0160455805374232,0.0097210190485906,-0.14822853594883328,0.48338155778695513,0.9435570120485404,False
LDB2,25,73,0.0246246347309448,0.0484356600343133,-0.1482018673706256,0.42922365413378216,0.9289570720908688,False
RPL10A,25,73,-2.0604107996885235,-2.1311728406717165,-0.14819360044345647,0.7321346351641417,0.9826277053239689,False
XRCC3,25,73,-0.6743470404458222,-0.6138982563669826,-0.14814306751066647,0.26420439659951955,0.8813858670559972,False
DGAT1,25,73,-0.0358875142131831,-0.0156891574577447,-0.1481391611644788,0.4533918262601796,0.9348860207763662,False
GMPS,25,73,-1.2789659244384364,-1.1807765360299871,-0.14812856541377228,0.41508951562517304,0.9236746220743333,False
UGT2B7,25,73,0.0555982301475688,0.069374096410854,-0.1480659054271123,0.3321390979221094,0.8978721792313197,False
PRDX5,25,73,-0.1397486954908077,-0.136681312802821,-0.14801839985191245,0.9674963985767471,0.9967864786741705,False
GJB6,25,73,-0.0698274129792473,-0.0425075797496488,-0.14800495053861562,0.448497651367192,0.9341400147131049,False
DSG4,25,73,-0.0377057005807969,-0.0398247772738774,-0.1479057627739794,0.5518915612985078,0.9517183675364054,False
GAL3ST4,25,73,-0.2209366653253995,-0.2040360565878352,-0.14784719176299252,0.44363361365524334,0.9327854510380122,False
APOBEC4,25,73,0.0037301447740644,0.0194914430850333,-0.1478431630144362,0.3700034314492592,0.9100866295358938,False
SLC22A7,25,73,-0.0890292851130141,-0.0527799467033211,-0.14782335519031176,0.32809216383229467,0.8968019191580603,False
HES1,25,73,-0.1096444327687517,-0.0698668489047969,-0.147716539850538,0.27480685152008,0.8852765716972784,False
PLAC9,25,73,-0.1559999298223003,-0.1704252166868783,-0.14761338043905461,0.9869955371318353,0.9977908877663043,False
ANKRD33,25,73,-0.0575535984619683,-0.0801204148520015,-0.14760928763634612,0.8641107846545073,0.9894865878817275,False
CCDC106,25,73,-0.2270181249147891,-0.1784865444300327,-0.14759907179036352,0.3787685564746186,0.913108226155739,False
CTSK,25,73,-0.1661691671837531,-0.1618272562969912,-0.14758765272573826,0.7630036079008589,0.9836435607604433,False
CALML5,25,73,0.0048743429276995,0.0076477303164779,-0.1475650443396791,0.6896461810345269,0.976395236646672,False
